buying_sector,input_sector,inventory_duration_target
ADM,ACF,4.285714285714286
ADM,AGR,7.393234991736809
ADM,CON,4.285714285714286
ADM,EDU,10.014167531419348
ADM,FIN,7.186786579038396
ADM,HEA,11.97701758207791
ADM,MAN,2.857142857142857
ADM,MIN,0.2857142857142857
ADM,OTH,22.0
ADM,PRO,27.142857142857142
ADM,PUB,10.353453245705063
ADM,TIC,14.571428571428571
ADM,TRA,9.382566585956416
ADM,UTI,5.979591836734693
ADM,IMP,10.087858872362505
ADP,ACF,5.501219992129083
ADP,AGR,6.56737914862915
ADP,CON,5.415514069264069
ADP,EDU,9.188311688311687
ADP,FIN,6.3609307359307365
ADP,HEA,11.151161738970249
ADP,MAN,11.214285714285714
ADP,MIN,4.9853638425066995
ADP,OTH,4.285714285714286
ADP,PRO,1.0
ADP,PUB,9.527597402597403
ADP,TIC,13.142857142857142
ADP,TRA,9.974025974025974
ADP,UTI,11.0
ADP,IMP,8.436147186147187
AGU,ACF,7.4831463990554905
AGU,AGR,8.549305555555556
AGU,CON,7.397440476190476
AGU,EDU,11.170238095238094
AGU,FIN,8.342857142857143
AGU,HEA,13.133088145896656
AGU,MAN,10.62761858533607
AGU,MIN,6.967290249433106
AGU,OTH,11.809126984126985
AGU,PRO,14.39047619047619
AGU,PUB,11.50952380952381
AGU,TIC,14.514143990929707
AGU,TRA,12.4
AGU,UTI,7.8505102040816315
AGU,IMP,12.4
ASO,ACF,1.0
ASO,AGR,3.4487860750360753
ASO,CON,2.2969209956709955
ASO,EDU,6.069718614718615
ASO,FIN,3.242337662337662
ASO,HEA,8.032568665377175
ASO,MAN,0.8571428571428571
ASO,MIN,0.42857142857142855
ASO,OTH,6.708607503607504
ASO,PRO,4.285714285714286
ASO,PUB,6.409004329004328
ASO,TIC,9.413624510410227
ASO,TRA,4.423376623376623
ASO,UTI,2.7499907235621524
ASO,IMP,2.198961038961039
AYG,ACF,6.678384494293586
AYG,AGR,0.6571428571428571
AYG,CON,6.592678571428571
AYG,EDU,10.36547619047619
AYG,FIN,7.538095238095238
AYG,HEA,12.328326241134752
AYG,MAN,25.714285714285715
AYG,MIN,6.162528344671202
AYG,OTH,11.004365079365082
AYG,PRO,13.585714285714285
AYG,PUB,10.704761904761906
AYG,TIC,13.709382086167802
AYG,TRA,6.0
AYG,UTI,7.045748299319728
AYG,IMP,10.79047619047619
BNA,ACF,2.6611225895316806
BNA,AGR,3.7272817460317467
BNA,CON,2.5754166666666665
BNA,EDU,6.348214285714286
BNA,FIN,3.5208333333333335
BNA,HEA,8.311064336372848
BNA,MAN,3.607142857142857
BNA,MIN,2.145266439909297
BNA,OTH,6.987103174603176
BNA,PRO,9.568452380952381
BNA,PUB,6.6875
BNA,TIC,9.692120181405896
BNA,TRA,1.9047619047619049
BNA,UTI,3.028486394557823
BNA,IMP,2.755952380952381
CAN,ACF,2.1831463990554902
CAN,AGR,1.8
CAN,CON,2.0974404761904757
CAN,EDU,5.870238095238094
CAN,FIN,3.042857142857143
CAN,HEA,7.833088145896656
CAN,MAN,5.32761858533607
CAN,MIN,1.6672902494331066
CAN,OTH,6.5091269841269845
CAN,PRO,9.09047619047619
CAN,PUB,6.209523809523809
CAN,TIC,9.214143990929704
CAN,TRA,4.039282057916049
CAN,UTI,2.5505102040816325
CAN,IMP,1.8
CAR,ACF,1.0
CAR,AGR,1.0
CAR,CON,2.959345238095238
CAR,EDU,6.732142857142857
CAR,FIN,3.904761904761905
CAR,HEA,8.694992907801419
CAR,MAN,6.189523347240832
CAR,MIN,2.5291950113378685
CAR,OTH,7.371031746031747
CAR,PRO,9.952380952380953
CAR,PUB,7.071428571428571
CAR,TIC,10.076048752834467
CAR,TRA,8.571428571428571
CAR,UTI,3.412414965986394
CAR,IMP,3.523809523809524
CEM,ACF,4.285714285714286
CEM,AGR,0.42857142857142855
CEM,CON,4.952380952380952
CEM,EDU,9.884307359307359
CEM,FIN,7.056926406926406
CEM,HEA,22.285714285714285
CEM,MAN,3.8051948051948052
CEM,MIN,1.2063492063492063
CEM,OTH,10.523196248196248
CEM,PRO,52.142857142857146
CEM,PUB,10.223593073593074
CEM,TIC,0.14285714285714285
CEM,TRA,8.603174603174603
CEM,UTI,0.42857142857142855
CEM,IMP,9.828138528138526
COM,ACF,2.142857142857143
COM,AGR,3.5214285714285714
COM,CON,3.419047619047619
COM,EDU,2.4285714285714284
COM,FIN,4.528860613370735
COM,HEA,4.268571428571429
COM,MAN,5.987870619946092
COM,MIN,2.392857142857143
COM,OTH,12.857142857142858
COM,PRO,6.0
COM,PUB,7.695527280037402
COM,TIC,4.685714285714285
COM,TRA,6.804920155373327
COM,UTI,2.7551020408163263
COM,IMP,4.772006941027185
CON,ACF,2.5027892561983474
CON,AGR,3.5689484126984135
CON,CON,1.8154761904761905
CON,EDU,6.189880952380952
CON,FIN,3.3625000000000003
CON,HEA,8.152731003039515
