,,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,ECU,AFR,ASI,CAR,COL,EUR,NAM,OCE,PER,SAM
,,ADM,ADP,AGU,ALD,ASO,AYG,AZU,BAL,BNA,CAN,CAR,CAU,CEM,CER,CHO,CIN,COM,CON,CUE,CUL,DEM,DOM,EDU,ELE,FID,FIN,FRT,FRV,GAN,HIL,HOT,INM,LAC,MAD,MAN,MAQ,MET,MIP,MOL,MUE,PAN,PAP,PES,PLS,POS,PPR,QU1,QU2,REF,REP,RES,SAL,SEG,SIL,TAB,TEL,TRA,VES,VID,final_demand,exports,exports,exports,exports,exports,exports,exports,exports,exports
ECU,HIL,4023.0,48.0,266.0,29.0,4544.0,52.0,8.0,19.0,38.0,19.0,144.0,117.0,178.0,8.0,41.0,7.0,2616.0,654.0,20923.0,1.0,7129.0,0.0,30.0,2856.0,21.0,11.0,166.0,7.0,41.0,107141.0,670.0,746.0,62.0,474.0,280.0,1002.0,4689.0,3145.0,453.0,29871.0,41.0,4351.0,868.0,2270.0,221.0,726.0,236.0,2083.0,354.0,20923.0,4340.0,2219.0,172.0,4.0,1.0,5865.0,79.0,208345.0,7.0,276542.0,105.00235313620306,22759.47407968315,8235.218082780884,19132.202743369005,14105.889538192498,4994.508979517416,1073.9437123191803,3488.4964134762195,12053.26409752543
ECU,HOT,2646.0,80051.0,260.0,68.0,390.0,75.0,12.0,42.0,68.0,36.0,274.0,8.0,600.0,12.0,81.0,44.0,669.0,1102.0,28.0,7.0,67.0,0.0,29109.0,265.0,13.0,10760.0,85.0,87.0,155.0,45.0,55.0,848.0,137.0,157.0,80.0,132.0,789.0,23622.0,70.0,59.0,70.0,73.0,214.0,50.0,49.0,364.0,20.0,96.0,517.0,26.0,182.0,27492.0,3943.0,39.0,7.0,17742.0,36981.0,57.0,25.0,339690.0,128.00893381471954,1333.473019642991,674.3324423094019,422.6274729181588,2504.209228770968,3835.4395475729675,41.74852707941841,578.0960780082388,119.06474988313609
ECU,INM,74142.0,24543.0,3098.0,5243.0,26383.0,3043.0,979.0,2563.0,3236.0,554.0,1975.0,744.0,6670.0,5438.0,4508.0,6814.0,239230.0,27563.0,3231.0,2564.0,15220.0,0.0,9869.0,17558.0,695.0,68933.0,6456.0,7418.0,12504.0,3775.0,12325.0,279819.0,3232.0,15380.0,3845.0,16628.0,2166.0,73947.0,2335.0,8196.0,5681.0,10041.0,9934.0,7579.0,3615.0,1426.0,2719.0,9529.0,519.0,10313.0,81210.0,5536.0,19575.0,773.0,3.0,39316.0,106215.0,9229.0,3698.0,5322412.0,14.239449730142093,148.33278790674342,75.01134981380916,47.01220825653899,278.56306871873795,426.6463832103581,4.644020030002753,64.30621517327302,13.244517160394508
ECU,LAC,256.0,610.0,20.0,621.0,16147.0,388.0,39.0,222.0,167.0,361.0,1504.0,28.0,370.0,39.0,1703.0,66.0,459.0,4902.0,101.0,12.0,268.0,0.0,1766.0,325.0,196.0,57.0,420.0,56.0,429.0,182.0,2982.0,91.0,31934.0,798.0,183.0,573.0,399.0,492.0,1403.0,284.0,13927.0,248.0,400.0,221.0,4.0,2100.0,74.0,407.0,289.0,41.0,51591.0,2019.0,17.0,39.0,7.0,153.0,832.0,278.0,63.0,1160414.0,53.70190674212827,78.48587332519044,3.428415585868663,20931.182709718323,186.91324276696722,62.2878518615211,0.0,0.0,0.0
ECU,MAD,88.0,42888.0,2.0,1253.0,5054.0,42.0,5.0,3588.0,20.0,23.0,178.0,3.0,411.0,5.0,40.0,8.0,769.0,820111.0,12.0,1.0,84.0,0.0,15149.0,39.0,6.0,7.0,98.0,127.0,47.0,22.0,10.0,8.0,204.0,125457.0,2676.0,28217.0,48.0,313.0,43.0,283963.0,42.0,30.0,46.0,26.0,0.0,251.0,9.0,37.0,44.0,5.0,77.0,4138.0,2.0,5.0,1.0,23.0,95.0,33.0,13.0,-141374.0,760.291774522539,132596.73023217937,214.62435113840112,40250.19600661765,34607.32594398043,65748.67893673177,240.1841837775102,23174.502870337874,13229.465700714496
ECU,MAN,93.0,3201.0,1772.0,9397.0,6990.0,7481.0,6.0,360.0,10043.0,108.0,1577.0,1604.0,37288.0,15007.0,5067.0,35697.0,10538.0,4278.0,2771.0,44210.0,187.0,0.0,4297.0,18663.0,3499.0,75451.0,16797.0,29651.0,54246.0,632.0,4893.0,1824.0,8418.0,4252.0,3219.0,2216.0,1934.0,197904.0,1532.0,2363.0,44.0,80.0,89005.0,562.0,0.0,1577.0,616.0,2789.0,9968.0,2058.0,3861.0,24514.0,2529.0,13736.0,1.0,27254.0,13679.0,2661.0,10015.0,104769.0,16.41920735597167,570.5499115713949,188.16387214319838,204.87621677259978,1098.9269260409858,22991.03309046043,0.0,396.85184709955035,150.17892855586652
ECU,MAQ,55825.0,1098.0,328.0,5042.0,46283.0,1161.0,915.0,2130.0,3011.0,783.0,2802.0,1912.0,9851.0,219.0,1006.0,168.0,1743.0,36741.0,2575.0,76.0,9518.0,0.0,14939.0,9277.0,248.0,2383.0,3279.0,160.0,1294.0,5899.0,1081.0,3707.0,1868.0,3181.0,124642.0,198172.0,3511.0,8471.0,1205.0,1588.0,1556.0,928.0,1560.0,9755.0,10.0,9868.0,1315.0,2076.0,4816.0,80.0,3813.0,19688.0,2195.0,84.0,20.0,18448.0,5169.0,3259.0,3078.0,1400671.0,37992.183863615974,23389.920312326845,25588.845329958018,85797.28493806375,32247.666003023045,91560.28282414642,1949.1304312973882,18867.428036660305,68584.25826090827
ECU,MET,254.0,992.0,188.0,235.0,232.0,287.0,31.0,147.0,135.0,159.0,1234.0,95.0,15432.0,32.0,276.0,54.0,372.0,95292.0,84.0,9.0,219471.0,0.0,448.0,1995.0,44.0,56.0,341.0,46.0,320.0,165.0,72.0,41.0,483.0,14043.0,4177.0,201014.0,160045.0,79818.0,296.0,24231.0,287.0,945.0,325.0,1315.0,3.0,2411.0,5457.0,6105.0,2127.0,33.0,605.0,581.0,14.0,32.0,6.0,1536.0,655.0,230.0,164.0,14961.0,4412.388429669427,34813.27359097232,7354.15361490933,46546.35479465324,14106.164747972323,264629.27054497926,34.14860603573575,22373.809988780016,22931.435682028383
ECU,MIP,2938.0,2131.0,275.0,457.0,969.0,303.0,384.0,274.0,190.0,48.0,976.0,53.0,129990.0,611.0,151.0,608.0,7989.0,237250.0,94.0,200.0,429.0,0.0,732.0,99667.0,71.0,1067.0,886.0,673.0,1353.0,437.0,504.0,2423.0,245.0,523.0,525.0,2415.0,274704.0,1284888.0,141.0,164.0,157.0,571.0,884.0,728.0,77.0,1460.0,151.0,534.0,1158628.0,95.0,1004.0,891.0,192.0,203.0,2.0,3461.0,26406.0,153.0,655.0,57416.0,285.3947235125019,662903.7380066697,644045.8940011116,6394.085108781425,1191.3574877363717,3122941.8396759653,0.0,661494.1174646624,318.573531560696
ECU,MOL,55.0,8409.0,4.0,3866.0,53.0,76.0,8.0,8441.0,67.0,5572.0,16647.0,6.0,78.0,8.0,1800.0,14.0,98.0,1047.0,22.0,2.0,57.0,0.0,4603.0,69.0,36648.0,12.0,90.0,11.0,427.0,39.0,641.0,14.0,17218.0,3692.0,42.0,122.0,85.0,115.0,3039.0,61.0,196060.0,60.0,102.0,47.0,1.0,11721.0,64.0,119.0,62.0,9.0,15827.0,1367.0,4.0,8.0,1.0,32.0,174.0,59.0,14.0,975629.0,0.0,1082.8982557931984,79.86072434686075,124.83175560534525,3454.6051347283924,1125.5810661835294,9.157423593383635,5.0656397492899305,0.0
ECU,MUE,42.0,317.0,4.0,46.0,5167.0,57.0,7.0,33.0,31.0,32.0,237.0,7.0,75.0,8.0,55.0,15.0,75.0,19936.0,21.0,7.0,53.0,0.0,2276.0,62.0,9.0,2448.0,68.0,12.0,70.0,45.0,15.0,8.0,96.0,264.0,208.0,2267.0,66.0,16910.0,59.0,8223.0,57.0,40.0,74.0,48.0,33.0,307.0,13.0,48.0,60.0,8.0,101.0,2434.0,1993.0,8.0,1.0,14222.0,129.0,65.0,15.0,909044.0,227.2871427674206,57.20969063849378,294.94863283713477,780.5824825429089,702.5587482696029,5120.775965713355,204.64878870911733,1400.6457725888504,904.3427759331166
ECU,PAN,17.0,1663.0,1.0,29.0,16875.0,27.0,3.0,17.0,11.0,67.0,112.0,2.0,27.0,3.0,8508.0,4.0,31.0,334.0,7.0,1.0,18.0,0.0,13898.0,22.0,44.0,4.0,29.0,4.0,36.0,12.0,9007.0,17.0,251.0,54.0,13.0,39.0,27.0,35.0,132.0,19.0,1861.0,17.0,27.0,15.0,0.0,187.0,5.0,24.0,20.0,3.0,14721.0,2282.0,1.0,3.0,0.0,12.0,64.0,19.0,4.0,931894.0,0.9295284273424438,444.6581096450103,290.315976426715,1473.8885643897936,360.14932542328165,6457.118248189757,0.0,8529.91864920656,155.02159829154294
ECU,PAP,72750.0,36856.0,12043.0,19190.0,16399.0,2619.0,5157.0,4941.0,7157.0,1628.0,3878.0,1393.0,13496.0,176.0,17192.0,468.0,67871.0,35949.0,3912.0,68.0,2857.0,0.0,44048.0,92242.0,2660.0,32158.0,4929.0,24490.0,1815.0,6196.0,7534.0,9441.0,19513.0,6443.0,1745.0,8183.0,2134.0,14338.0,6192.0,7927.0,10975.0,133870.0,1475.0,4040.0,2150.0,52967.0,2373.0,4516.0,881.0,6538.0,12739.0,26877.0,14156.0,490.0,3413.0,26531.0,26047.0,6957.0,4619.0,296260.0,7349.72080619772,149.33686346007605,1020.0782833460079,23013.896110836504,1705.449098669202,10179.41833471483,4.275610836501902,13232.874336501904,2762.9505554372627
ECU,PES,129.0,123.0,10.0,119.0,106.0,179.0,19.0,89.0,84.0,99.0,762.0,15.0,185.0,19.0,174.0,34.0,232.0,2490.0,52.0,6.0,137.0,0.0,129.0,166.0,28.0,29.0,213.0,28.0,200.0,92.0,42.0,26.0,303.0,406.0,94.0,289.0,202.0,247.0,185.0,144.0,179.0,126.0,223771.0,113.0,2.0,1676714.0,38.0,149.0,147.0,21.0,15471.0,341.0,9.0,19.0,4.0,75.0,409.0,141.0,32.0,318914.0,181.03116592748762,1720.4813479207899,398.75712423983555,1903.000708030687,19676.523738714965,47062.76830347561,0.0,13374.446367688084,1655.9912440025325
ECU,PLS,56738.0,23048.0,2362.0,11801.0,5368.0,27532.0,4886.0,4445.0,33725.0,2063.0,8126.0,465.0,6184.0,7059.0,15738.0,501.0,63146.0,126772.0,5895.0,423.0,1463.0,0.0,8950.0,27381.0,2896.0,7881.0,184472.0,4656.0,2642.0,6785.0,1659.0,4257.0,13729.0,1822.0,642.0,25715.0,782.0,15132.0,2731.0,21463.0,14215.0,28198.0,6417.0,17025.0,457.0,38105.0,956.0,11435.0,2271.0,2548.0,4266.0,5784.0,2206.0,139.0,1024.0,5512.0,4006.0,13557.0,831.0,112253.0,1062.194354645248,9756.688975525103,17081.75515364919,29358.854544444286,3597.268146766891,28481.430752367345,236.08337087098045,17051.19453775607,4901.530163974892
ECU,POS,4006.0,3778.0,3489.0,426.0,374.0,276.0,54.0,166.0,173.0,9.0,688.0,36.0,115.0,35.0,274.0,722.0,28682.0,1635.0,148.0,0.0,557.0,0.0,1306.0,2088.0,65.0,12162.0,46.0,1282.0,20.0,153.0,7176.0,812.0,80.0,550.0,114.0,932.0,162.0,220.0,26.0,192.0,13.0,910.0,347.0,301.0,0.0,546.0,155.0,2297.0,56.0,1118.0,20481.0,1615.0,99.0,43.0,57.0,5423.0,165.0,36.0,38.0,174107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECU,PPR,211.0,545.0,17.0,296.0,2086.0,332.0,32.0,142.0,137.0,13156.0,29748.0,23.0,300.0,32.0,280.0,55.0,377.0,4026.0,86.0,10.0,221.0,0.0,3816.0,267.0,45.0,47.0,345.0,45.0,63475.0,149.0,25100.0,42.0,489.0,655.0,152.0,471.0,328.0,398.0,300.0,234.0,321.0,204.0,59495.0,182.0,3.0,170747.0,61.0,244.0,238.0,34.0,214372.0,1618.0,14.0,32.0,6.0,121.0,661.0,228.0,52.0,564639.0,15428.87941702105,284283.8012266184,167907.9061060099,236826.79531736913,1906311.5312422444,1125523.2264135263,314.6931554714385,58313.97403045447,59223.193091284236
ECU,QU1,82.0,2335.0,334.0,2347.0,1335.0,1154.0,318.0,4347.0,6316.0,246.0,813.0,3074.0,10691.0,4528.0,215.0,3396.0,358.0,4422.0,2651.0,3.0,1980.0,0.0,961.0,431.0,14.0,20.0,141870.0,1650.0,231.0,5690.0,34.0,15.0,6971.0,13592.0,4068.0,8524.0,1679.0,42629.0,95.0,5050.0,1226.0,5020.0,9254.0,13405.0,5.0,1306.0,18671.0,44281.0,135.0,13.0,227.0,11051.0,4.0,28.0,2.0,92.0,231.0,2392.0,1493.0,-9787.0,667.125494653746,921.870257304221,934.9661405319674,13178.846934408866,5419.454922748841,18004.77752536789,164.18117391430195,3453.5287410515934,2833.2488100185715
ECU,QU2,977.0,42204.0,398.0,1586.0,52311.0,865.0,132.0,1170.0,1727.0,2800.0,9656.0,924.0,5146.0,473.0,2359.0,433.0,33888.0,135871.0,1146.0,25.0,4603.0,0.0,51542.0,4593.0,119.0,443.0,13144.0,259.0,1404.0,5706.0,1760.0,132.0,4845.0,3954.0,2635.0,18971.0,2841.0,27967.0,1449.0,15166.0,4739.0,30896.0,2401.0,7434.0,545.0,7931.0,11443.0,31298.0,7156.0,502.0,6320.0,383437.0,37.0,85.0,107.0,441.0,5727.0,1642.0,6841.0,866310.0,12591.967784184324,3334.0662081591327,5621.195983805724,15404.429652469022,8067.8846127133875,30692.340305741192,303.63080766769497,27858.18091628254,4926.303728976988
ECU,REF,80778.0,38715.0,2935.0,6288.0,17987.0,2046.0,5754.0,5841.0,2583.0,816.0,8059.0,517.0,96776.0,38182.0,1244.0,11591.0,52398.0,80391.0,761.0,9335.0,7659.0,0.0,3055.0,358121.0,2447.0,2600.0,24269.0,15856.0,8860.0,5186.0,3575.0,14891.0,5107.0,16506.0,658.0,12767.0,5538.0,113870.0,3159.0,1724.0,2382.0,5786.0,42525.0,1412.0,3517.0,28225.0,638.0,14741.0,13580.0,1477.0,6930.0,10741.0,29.0,4736.0,16.0,19486.0,646545.0,1226.0,28110.0,1028621.0,6669.3491350801905,69474.81605526905,35133.16107594655,22019.167623468926,130470.93789670337,199828.90777203502,2175.1255531195916,30119.18358321767,6203.351305159627
ECU,REP,92862.0,22673.0,1274.0,114.0,101.0,172.0,19.0,84.0,81.0,95.0,729.0,14.0,177.0,19.0,165.0,32.0,78902.0,2381.0,49.0,6.0,130.0,0.0,2209.0,13781.0,27.0,42083.0,204.0,27.0,192.0,88.0,40.0,25.0,289.0,388.0,89.0,278.0,452.0,268758.0,177.0,138.0,172.0,121.0,191.0,107.0,358.0,931.0,36.0,143.0,3865.0,20.0,305.0,4918.0,1135.0,19.0,3.0,38653.0,158388.0,135.0,31.0,464734.0,16.77651586676256,174.76148425953073,88.37624516309792,55.38845058582905,328.1951080147071,502.66266977115885,5.471452703258841,75.76375910806327,15.604314527591665
ECU,RES,7793.0,46567.0,191.0,429.0,1048.0,372.0,76.0,190.0,537.0,148.0,1095.0,52.0,794.0,86.0,461.0,359.0,3442.0,5806.0,173.0,52.0,355.0,0.0,7006.0,1379.0,73.0,40963.0,390.0,853.0,1164.0,229.0,242.0,2776.0,749.0,688.0,155.0,632.0,1132.0,81547.0,306.0,274.0,323.0,398.0,4698.0,217.0,495.0,1571.0,116.0,629.0,428.0,223.0,838.0,49707.0,1490.0,382.0,71.0,44312.0,75776.0,249.0,177.0,2747079.0,23.404767187043255,243.80818310791224,123.2929089290408,77.27193185449785,457.86205884553755,701.2601932991147,7.633174713493331,105.69734247696553,21.769439586394707
ECU,SAL,348.0,1187.0,58.0,142.0,145.0,196.0,22.0,162.0,131.0,104.0,1001.0,15.0,207.0,172.0,178.0,60.0,382.0,2541.0,55.0,39.0,164.0,0.0,300.0,505.0,31.0,55.0,232.0,220.0,597.0,106.0,105.0,75.0,321.0,434.0,97.0,338.0,217.0,790.0,196.0,155.0,189.0,166.0,299.0,134.0,11.0,1096.0,44.0,166.0,150.0,27.0,427.0,771.0,12.0,26.0,4.0,115.0,438.0,151.0,40.0,4893244.0,17.706330681230792,184.44739391762033,93.27437434870113,58.458277617506035,346.38486063626647,530.5220418091486,5.774700279844842,79.96285897945236,16.469161730229366
ECU,SEG,24356.0,36048.0,14099.0,2878.0,6467.0,2884.0,5010.0,2166.0,1924.0,854.0,1076.0,618.0,5268.0,50.0,1559.0,684.0,32770.0,20996.0,865.0,669.0,2763.0,0.0,846.0,18774.0,526.0,13427.0,261.0,2079.0,1888.0,1503.0,2768.0,7417.0,1218.0,2214.0,418.0,2947.0,3579.0,8093.0,896.0,1306.0,908.0,5538.0,14599.0,3314.0,771.0,2153.0,1019.0,5425.0,892.0,801.0,2271.0,2575.0,416684.0,76.0,186.0,24077.0,26934.0,919.0,1980.0,618239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECU,SIL,12.0,11.0,1.0,11.0,10.0,17.0,2.0,8.0,8.0,9.0,71.0,2488.0,17.0,91.0,16.0,35.0,22.0,529422.0,5.0,1.0,13.0,0.0,12.0,15.0,3.0,3.0,4235.0,145.0,19.0,9.0,4.0,2.0,28.0,381352.0,9.0,27.0,19.0,28163.0,17.0,6341.0,17.0,12.0,18.0,10.0,0.0,90.0,3.0,14.0,14.0,2.0,30.0,32.0,1.0,17987.0,0.0,7.0,38.0,13.0,3.0,464808.0,774.7615526212667,8070.7150375341635,4081.331157266835,2557.9114468089083,15156.481445109914,23213.622755140444,252.6788771361666,3498.8699742644544,720.6277541178456
ECU,TAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83425.0,0.0,2327.719615751362,0.011948917289505409,129.2252089899445,4391.159199070593,10678.053470117173,0.9356585111696858,76.42381779864128,4.4710808438279805
ECU,TEL,52864.0,34434.0,7217.0,2428.0,48228.0,1183.0,452.0,4077.0,1335.0,185.0,2483.0,300.0,1689.0,298.0,1006.0,3208.0,111171.0,8852.0,962.0,459.0,3145.0,0.0,16915.0,12736.0,364.0,51669.0,1115.0,4381.0,5136.0,2719.0,6558.0,4944.0,1660.0,2739.0,30190.0,6939.0,1497.0,17151.0,476.0,1391.0,700.0,6153.0,13078.0,3542.0,3891.0,2763.0,1026.0,4636.0,175.0,1229.0,10648.0,12635.0,10584.0,956.0,283.0,189342.0,27211.0,2113.0,1695.0,2841121.0,853.5832827506167,8891.803436264216,4496.5525656578275,2818.145069751354,16698.45276020039,25575.30152190375,278.38560741418553,3854.8336690762103,793.9420869814473
ECU,TRA,259477.0,28631.0,18737.0,48837.0,28453.0,37420.0,18129.0,9713.0,36418.0,3152.0,30309.0,1802.0,65737.0,49975.0,15231.0,70650.0,1466196.0,386866.0,3979.0,16011.0,18400.0,0.0,21829.0,60436.0,1767.0,42690.0,137860.0,78839.0,143566.0,3282.0,5985.0,353740.0,22117.0,11305.0,1162.0,22667.0,18037.0,621155.0,6309.0,8124.0,11902.0,35410.0,56612.0,18273.0,1021.0,114191.0,11142.0,39581.0,31873.0,2558.0,11231.0,9292.0,8656.0,58510.0,291.0,54616.0,719262.0,2334.0,18373.0,3806142.0,5340.550783723637,55632.68256289323,28133.244656801,17632.077812499345,104475.96242523285,160015.0791925438,1741.7544414205381,24118.249957015512,4967.398167870088
ECU,VES,0.0,52992.0,1.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3640.0,0.0,10213.0,72.0,0.0,1021.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,5786.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,0.0,0.0,13667.0,969.0,0.0,0.0,22493.0,367.0,3941.0,0.0,718385.0,4548.626658469671,1839.2455841439626,1063.5032808171686,15936.881308246395,6028.318960994952,6274.616674612211,130.11731537923717,3010.4846276270564,927.2055897093413
ECU,VID,58.0,56.0,5.0,1315.0,929.0,80.0,10.0,3991.0,15485.0,45.0,341.0,6.0,442.0,9.0,77.0,15.0,257.0,394995.0,23.0,3.0,672.0,0.0,56.0,78.0,12.0,13.0,95.0,13.0,90.0,41.0,123.0,12.0,135.0,1095.0,142.0,2839.0,473.0,1279.0,83.0,477.0,80.0,57.0,92.0,51.0,1.0,468.0,671.0,2938.0,90.0,9.0,927.0,582.0,4.0,9.0,2.0,35.0,183.0,63.0,4703.0,24323.0,32.80225588292144,50.31794656961807,5529.654592890689,5370.107230764831,187.18761159846025,21285.970305285537,6.703242133269315,3417.194980338353,2271.061834536327
,va,6387578.0,6849432.0,422601.0,290374.0,1512592.0,422670.0,142173.0,749299.0,337060.0,142971.0,922857.0,98976.0,735420.0,713959.0,97642.0,1440111.0,8583174.0,11871200.0,164380.0,261520.0,484530.0,503284.0,5419378.0,1171647.0,49252.0,2586864.0,2321320.0,1713947.0,611861.0,389722.0,303393.0,4653044.0,368321.0,520667.0,538089.0,873936.0,349476.0,3824236.0,553779.0,388376.0,437097.0,597125.0,1068581.0,389676.0,133548.0,1590722.0,180215.0,1040474.0,961106.0,1053366.0,1846289.0,3272944.0,506857.0,1281285.0,54255.0,1838837.0,5139081.0,410335.0,301739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFR,imports,146.4766292710798,244.45409961831393,0.0,0.2102241217976829,0.0,213.11088740586123,0.0,0.0,87.43174332612249,0.0,0.0,0.548193319603715,61.605076309810144,0.0,0.0,0.15626368509551772,693.0947887594716,719.5373641763349,4.82207641473061,3.065173042047233,322.6488045139368,0.0,285.86777484702833,0.0,0.0,146.77681537740565,2.799040129916562,95.84003113269486,0.0,172.84055988414198,47.78089544034597,45.5868078995643,0.0,0.01086479306033525,10.772361727933957,1086.1182574481757,257.44181709007705,12.05211804462107,0.0,1.1249664102099066,0.0,374.0239594211277,201.66405074800338,463.48656973951614,0.3252925806731038,0.0,242.53347099371302,136.47294172556556,1343.006441641668,33.308650357916406,143.17349051565424,458.8535662712837,92.6199670386986,11.568626744877697,2.034531489600292,205.03911806480914,1342.4901215387877,25.149118395151493,109.88335653223572,8663.9659428475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASI,imports,34625.54232764734,57786.391014201494,1608.9824548333022,598.2550605919745,0.0,823.4470833712251,1135.9149503390997,37.46922715402966,1862.4002043343858,4470.104647369853,2097.6299333597153,21547.329747440443,18136.271253263752,94.47945118323905,770.8166271036404,13022.428343225543,163840.35504291314,170091.10315819204,24210.26430336346,724.5748310643634,101186.84869081168,0.0,67576.15045713272,0.0,243.83402785713665,34696.50318182921,105883.1294113853,8325.72926813218,0.0,45119.11247906624,11294.903669996194,10776.24433579414,0.0,8523.369145841205,21692.127366445537,215830.70549066734,111375.33762761542,4024.6909806738445,9957.263008962793,25763.52349156829,260.3016905276265,24140.90333021824,29741.348107788053,173652.61024206172,76.89576198617532,52814.00923574961,35050.35031143526,44159.42050224662,317472.66866242664,7873.816380020649,33844.714892176984,108468.18130771384,21894.39096901003,2734.702300434517,0.0,48469.10184038667,317350.6159932338,22050.04850679069,16145.272755728809,2048070.8831998755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAR,imports,6254.0667968737025,10437.38018406466,0.0,18359.335073698952,0.0,15963.122188492724,470.2423663831757,8670.001948511925,7192.567628886093,3088.1534316359907,12146.696747464764,308.0926960086946,788.0890767286154,3345.559405697349,14077.639142890575,11082.86927803042,29592.851276259094,30721.861643041782,130.8446236582205,130.87273406232612,7337.47980774943,0.0,12205.606913975838,0.0,818.3668776921157,6266.883749105589,0.0,22919.27257682791,20051.48238355754,591.1685286763582,2040.085938524266,1946.4056694839257,7131.971383726501,8070.099172650453,375.610516135322,10781.701089646156,8371.260672947605,144.12243092813236,84338.93266503433,178.78354710383076,842.3254445178471,19733.594730059853,5955.710756803244,26603.410872392873,13.888915509463384,8783.133339261776,5606.119456438626,22474.565040176916,57341.92571508741,1422.1690196502207,6113.033715223916,19591.527110672756,3954.565745176036,493.942035467426,0.0,8754.491052468336,57319.880557248565,217.60941996767065,554.9504252964944,369922.64228123764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,imports,11097.303106955953,18520.232563393947,0.0,2394.690135863687,0.0,5208.768417580838,7751.693093633151,222.23806149146998,11456.084155654966,9854.792070777949,0.0,1508.272264919639,13876.79386106513,163.5108889580451,14201.007251106834,4017.676666438117,52509.96688680672,54513.298584086646,1903.1477675963963,232.2223995195683,19288.901784183963,0.0,21657.798665734725,49220.62421010398,264.3650952252744,11120.04568525648,1753.6676843825976,1296.0006152474111,8051.314589914587,16041.757317427508,3619.956863166148,3453.7292908604745,2335.0832861452623,578.9045898672815,6511.955198959058,33280.95237297201,7777.477791531359,7551.18216359752,23479.983942638548,2372.7565371106125,20981.961841926583,36630.23558048626,12758.126049995091,95308.36712641014,24.64468484929892,125.2573144120087,10977.545663607534,84391.37090027716,101748.31050972664,2523.516488226534,10847.05204536542,34763.47818733908,7017.036458987127,876.4576175599663,376.296598731364,15534.09068239232,101709.19327504974,13881.851034011777,4542.0337200127515,656395.8814084018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUR,imports,19882.469420777506,33181.75182369826,41.648575153659905,3146.0867982654568,0.0,14435.135339442686,307.1882497567118,3237.9311822453037,24112.22950193852,10357.964726227621,8053.154766733357,2525.8221877845353,10080.956287518135,340.41499583669366,7417.092298138912,30612.107998106956,94079.41739093006,97668.68415484097,1502.9399176382758,416.0609756052616,55370.90695796436,0.0,38803.16826012561,0.0,629.863032574511,19923.21613313201,642.7006664174149,4121.397284563683,3810.28881161023,2748.1978110803425,6485.691247932162,6187.869823086515,1319.2543776625575,7251.723678940321,23795.01351049375,92083.21444522189,21249.52642727915,38804.88626117373,23846.069579036513,3598.534434665149,1436.5808774246652,46518.54827523582,83560.63765100148,44704.541914953465,44.15461920597149,16489.9386378689,24936.926642150418,99810.41303191705,182297.23499733585,4521.255202855752,19434.107415014856,62283.94280646358,12572.064714790185,1570.3042092110263,177.86286301027474,27831.63440662034,182227.1506520861,7979.51882189089,3180.271258491796,1176030.8711263759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
