region_sector,share_exporting_firms,usd_per_ton,sector,type,region
GEO_LUM,0.7062919314950177,1046.5012794919762,LUM,manufacturing,GEO
KAZ_LUM,0.2576626788197534,148.89673108562317,LUM,manufacturing,KAZ
KGZ_LUM,0.3435024021942273,1572.4418469629015,LUM,manufacturing,KGZ
North America_LUM,0.0649403196498648,648.3048025800513,LUM,manufacturing,North America
Oceania_LUM,0.1477652866570468,275.7445266225945,LUM,manufacturing,Oceania
RUS_LUM,0.5672844392855907,284.330010739558,LUM,manufacturing,RUS
South America_LUM,0.1333284636046912,484.291956303698,LUM,manufacturing,South America
TJK_LUM,0.0533293848568927,3746.574625977036,LUM,manufacturing,TJK
TKM_LUM,0.1898761366337243,1959.2199951903613,LUM,manufacturing,TKM
TUR_LUM,0.1141881608423097,674.1392353447714,LUM,manufacturing,TUR
UZB_LUM,0.0102706552608196,201.00336024379976,LUM,manufacturing,UZB
ARM_MIL,0.0211016401057159,1759.2624459410324,MIL,agriculture,ARM
AZE_MIL,0.0110313686800963,3954.252350729594,MIL,agriculture,AZE
Africa_MIL,0.0217141607457798,2256.383425126716,MIL,agriculture,Africa
America_MIL,0.0176109007447143,2363.7940387248373,MIL,agriculture,America
Asia_MIL,0.003949985865087,2361.897073104897,MIL,agriculture,Asia
CHN_MIL,0.0019955732243762,2113.012174154985,MIL,agriculture,CHN
Europe_MIL,0.0605874936799374,2603.2522251313308,MIL,agriculture,Europe
GEO_MIL,0.0157724433962756,2934.7851822285443,MIL,agriculture,GEO
KAZ_MIL,0.0132352431543366,1506.1101097631722,MIL,agriculture,KAZ
KGZ_MIL,0.469864794207639,2057.5234781755144,MIL,agriculture,KGZ
North America_MIL,0.0213096280914764,2320.055483208284,MIL,agriculture,North America
Oceania_MIL,0.4984208124166068,3311.779148102952,MIL,agriculture,Oceania
RUS_MIL,0.7592663001516419,1626.4050307711152,MIL,agriculture,RUS
South America_MIL,0.0166542712854665,2606.994075669126,MIL,agriculture,South America
TJK_MIL,0.0051000768740035,1145.491618198798,MIL,agriculture,TJK
TKM_MIL,0.9173546665436524,5041.834904590846,MIL,agriculture,TKM
TUR_MIL,0.0330388723333872,1960.3373477122568,MIL,agriculture,TUR
UZB_MIL,0.001657343678196,625.1225857130694,MIL,agriculture,UZB
ARM_MVH,0.1755741862864804,16139.889994682506,MVH,manufacturing,ARM
AZE_MVH,0.293933830519277,6799.534316427949,MVH,manufacturing,AZE
Africa_MVH,0.27735828904692,10181.63900855904,MVH,manufacturing,Africa
America_MVH,0.1655654759957073,9343.823504560127,MVH,manufacturing,America
Asia_MVH,0.2116546870791339,10511.25476125752,MVH,manufacturing,Asia
CHN_MVH,0.0593131022872334,6809.98756396525,MVH,manufacturing,CHN
Europe_MVH,0.2141719552048735,10451.170262817375,MVH,manufacturing,Europe
GEO_MVH,0.3208788202053546,13562.058193221405,MVH,manufacturing,GEO
KAZ_MVH,0.0667572311078332,5502.321402918024,MVH,manufacturing,KAZ
KGZ_MVH,0.7956341782870655,9723.320075442343,MVH,manufacturing,KGZ
North America_MVH,0.1027909118480215,11371.505070630135,MVH,manufacturing,North America
Oceania_MVH,0.1637057218487745,11098.003054188814,MVH,manufacturing,Oceania
RUS_MVH,0.7374285690100368,11413.920736762037,MVH,manufacturing,RUS
South America_MVH,0.0445231718249147,8400.062865090402,MVH,manufacturing,South America
TJK_MVH,0.9125934665837082,10018.189588618145,MVH,manufacturing,TJK
TKM_MVH,0.9709290719651056,4917.408984686489,MVH,manufacturing,TKM
TUR_MVH,0.6705602246003259,7666.407514145898,MVH,manufacturing,TUR
UZB_MVH,0.0435198300528149,4278.326184108828,MVH,manufacturing,UZB
ARM_NFM,0.8708116343512338,12585.615290062757,NFM,manufacturing,ARM
AZE_NFM,0.8378409691632638,9084.41101188316,NFM,manufacturing,AZE
Africa_NFM,0.8215536004537832,11870.51514816688,NFM,manufacturing,Africa
America_NFM,0.8837451665986731,95448.45760225004,NFM,manufacturing,America
Asia_NFM,0.2346315191756806,9558.328036860485,NFM,manufacturing,Asia
CHN_NFM,0.0421023331554655,3872.0930661793977,NFM,manufacturing,CHN
Europe_NFM,0.3062103492400483,17207.63158934601,NFM,manufacturing,Europe
GEO_NFM,0.9069966332227284,12736.733836653731,NFM,manufacturing,GEO
KAZ_NFM,0.6330557518602609,4366.145558896067,NFM,manufacturing,KAZ
KGZ_NFM,0.6957855042735754,296779.0410494232,NFM,manufacturing,KGZ
North America_NFM,0.2547463566283122,14601.322947904076,NFM,manufacturing,North America
Oceania_NFM,0.8537036641340218,38174.825922134536,NFM,manufacturing,Oceania
RUS_NFM,0.5944762812508639,4946.220660482546,NFM,manufacturing,RUS
South America_NFM,0.643182467582581,3441.510320946553,NFM,manufacturing,South America
TJK_NFM,0.9752913179569096,15342.482167618467,NFM,manufacturing,TJK
TKM_NFM,0.0014745165221439,3930.233697660929,NFM,manufacturing,TKM
TUR_NFM,0.4316953964739575,54057.35567156671,NFM,manufacturing,TUR
UZB_NFM,0.9579373998478644,1110069.313262465,NFM,manufacturing,UZB
ARM_NMM,0.3380687916494146,427.0665895379416,NMM,manufacturing,ARM
AZE_NMM,0.0493930308793653,70.25159627515445,NMM,manufacturing,AZE
Africa_NMM,0.0293691599790275,303.29664773484143,NMM,manufacturing,Africa
America_NMM,0.0350196220900078,662.5317673480794,NMM,manufacturing,America
Asia_NMM,0.052280455519208,453.2673468676217,NMM,manufacturing,Asia
CHN_NMM,0.0489993259373029,695.2825071624253,NMM,manufacturing,CHN
Europe_NMM,0.0719473314658525,601.5537512978827,NMM,manufacturing,Europe
GEO_NMM,0.0556429110998547,661.12177278023,NMM,manufacturing,GEO
KAZ_NMM,0.0449428130201396,148.61282424003366,NMM,manufacturing,KAZ
KGZ_NMM,0.1395671251188982,218.3119372537163,NMM,manufacturing,KGZ
North America_NMM,0.0562759623365407,2039.4979370998665,NMM,manufacturing,North America
Oceania_NMM,0.0089516615176963,1724.925927461235,NMM,manufacturing,Oceania
RUS_NMM,0.1087045973279351,451.262713221792,NMM,manufacturing,RUS
South America_NMM,0.0264359510227903,444.7824255137534,NMM,manufacturing,South America
TJK_NMM,0.804843300114499,1070.9437592416264,NMM,manufacturing,TJK
TKM_NMM,0.0103697431550707,1531.0297393948151,NMM,manufacturing,TKM
TUR_NMM,0.1435746981195459,282.7220588041652,NMM,manufacturing,TUR
UZB_NMM,0.0290407233345098,139.11051103024843,NMM,manufacturing,UZB
ARM_OAP,0.0060770371329191,2568.228880005686,OAP,agriculture,ARM
AZE_OAP,0.0226745465485364,1231.325467397288,OAP,agriculture,AZE
Africa_OAP,0.0173663248603996,2844.6594082694355,OAP,agriculture,Africa
America_OAP,0.0403021986530285,4866.174800703294,OAP,agriculture,America
Asia_OAP,0.0057226133946161,1678.3565122571863,OAP,agriculture,Asia
CHN_OAP,0.0059613363567056,1929.4470680114373,OAP,agriculture,CHN
Europe_OAP,0.0401791142971921,2248.687520592306,OAP,agriculture,Europe
GEO_OAP,0.0410689295847203,3615.4394813369727,OAP,agriculture,GEO
KAZ_OAP,0.0129403425559524,969.3116697023992,OAP,agriculture,KAZ
KGZ_OAP,0.4195734171926141,2305.782328669091,OAP,agriculture,KGZ
North America_OAP,0.0416416087386991,2796.444785004315,OAP,agriculture,North America
Oceania_OAP,0.2850778078315312,2867.671614760709,OAP,agriculture,Oceania
RUS_OAP,0.2986018817270514,7776.750802712888,OAP,agriculture,RUS
South America_OAP,0.0112638845502904,3661.188313186176,OAP,agriculture,South America
TJK_OAP,0.0173417596905969,13934.053609698596,OAP,agriculture,TJK
TKM_OAP,0.8371045020494305,1302.6859424893082,OAP,agriculture,TKM
TUR_OAP,0.1080556156993595,1393.1658177820716,OAP,agriculture,TUR
UZB_OAP,0.0117272914398096,29601.77239008012,OAP,agriculture,UZB
ARM_OCR,0.2098429663806514,6561.914675460867,OCR,agriculture,ARM
AZE_OCR,0.5255509587782153,1284.7945046896236,OCR,agriculture,AZE
Africa_OCR,0.6032527248436376,2465.377987865543,OCR,agriculture,Africa
America_OCR,0.1127227008733895,2998.711004177189,OCR,agriculture,America
Asia_OCR,0.1390443800773719,1897.018186433011,OCR,agriculture,Asia
CHN_OCR,0.0954041531675727,2000.2151676203564,OCR,agriculture,CHN
Europe_OCR,0.063685628829411,2388.93747273775,OCR,agriculture,Europe
GEO_OCR,0.4805359522587605,1713.636350738523,OCR,agriculture,GEO
KAZ_OCR,0.8801657094421,2164.044085191713,OCR,agriculture,KAZ
KGZ_OCR,0.2295025018475062,12904.164936692196,OCR,agriculture,KGZ
North America_OCR,0.2784168722614335,2033.9472443459715,OCR,agriculture,North America
Oceania_OCR,0.2467979358057273,1270.3896872603175,OCR,agriculture,Oceania
RUS_OCR,0.71541499824419,1248.4816496576086,OCR,agriculture,RUS
South America_OCR,0.5785320113653974,2988.512696824136,OCR,agriculture,South America
TJK_OCR,0.1114389457330455,1979.2547993125208,OCR,agriculture,TJK
TKM_OCR,0.7727071416095223,1108.7637079181077,OCR,agriculture,TKM
TUR_OCR,0.7087579060715539,4848.48794600971,OCR,agriculture,TUR
UZB_OCR,0.364777053692327,2120.145972254252,OCR,agriculture,UZB
ARM_OFD,0.0782666970104968,1733.3028781379803,OFD,manufacturing,ARM
AZE_OFD,0.0394039292613659,3708.918182422705,OFD,manufacturing,AZE
Africa_OFD,0.0892553629057649,2429.7745638049896,OFD,manufacturing,Africa
America_OFD,0.1495658006260772,2380.9252148751293,OFD,manufacturing,America
Asia_OFD,0.0590494345176313,2432.233017619157,OFD,manufacturing,Asia
CHN_OFD,0.0475765438634163,2221.7235216908493,OFD,manufacturing,CHN
Europe_OFD,0.0736585139526957,1989.2721999566115,OFD,manufacturing,Europe
GEO_OFD,0.1025002607462358,3154.3471290212037,OFD,manufacturing,GEO
KAZ_OFD,0.2027921039753073,521.8169656621955,OFD,manufacturing,KAZ
KGZ_OFD,0.4158205725634951,2478.344192501354,OFD,manufacturing,KGZ
North America_OFD,0.0560686884325202,2117.161410460552,OFD,manufacturing,North America
Oceania_OFD,0.1868193162887572,3267.4943352555333,OFD,manufacturing,Oceania
RUS_OFD,0.582556797329959,1960.7073923533449,OFD,manufacturing,RUS
South America_OFD,0.1204498740525145,2134.3897607396825,OFD,manufacturing,South America
TJK_OFD,0.183168183922011,3030.783706932169,OFD,manufacturing,TJK
TKM_OFD,0.648297070683749,4495.851855013245,OFD,manufacturing,TKM
TUR_OFD,0.2674108749358663,1523.3242901371957,OFD,manufacturing,TUR
UZB_OFD,0.1040902798336121,1276.2832511684333,OFD,manufacturing,UZB
ARM_OIL,0.0010353493789819,360.3722455478816,OIL,oil_and_gas,ARM
AZE_OIL,0.8638327650061826,382.9039743724733,OIL,oil_and_gas,AZE
Africa_OIL,0.7919303230909953,369.7872209845586,OIL,oil_and_gas,Africa
America_OIL,0.0165747143637338,360.3722455478816,OIL,oil_and_gas,America
Asia_OIL,0.3306667820100355,354.98678725171646,OIL,oil_and_gas,Asia
CHN_OIL,0.0073497390916903,378.0521363262693,OIL,oil_and_gas,CHN
Europe_OIL,0.1124817874175129,359.5557032555838,OIL,oil_and_gas,Europe
GEO_OIL,0.245742585257376,310.1066237547157,OIL,oil_and_gas,GEO
KAZ_OIL,0.8033229162150507,429.03098949784567,OIL,oil_and_gas,KAZ
KGZ_OIL,0.0567356676376508,338.9282076174097,OIL,oil_and_gas,KGZ
North America_OIL,0.0725468755866068,358.63241906580265,OIL,oil_and_gas,North America
Oceania_OIL,0.2375232138124592,362.69399037812303,OIL,oil_and_gas,Oceania
RUS_OIL,0.5229106708322668,341.2044356750133,OIL,oil_and_gas,RUS
South America_OIL,0.4412310683483625,305.54144499526467,OIL,oil_and_gas,South America
TJK_OIL,8.595830131819127e-06,360.3722455478816,OIL,oil_and_gas,TJK
TKM_OIL,0.1628306530606133,377.524058261798,OIL,oil_and_gas,TKM
TUR_OIL,0.0020577080506689,376.26344623376855,OIL,oil_and_gas,TUR
UZB_OIL,1.7783206943653344e-05,360.3722455478816,OIL,oil_and_gas,UZB
ARM_OME,0.6518674649160924,7264.275405176553,OME,manufacturing,ARM
AZE_OME,0.1119817039279309,6457.379067565278,OME,manufacturing,AZE
Africa_OME,0.092415677412251,10880.616593412584,OME,manufacturing,Africa
America_OME,0.1173889064809221,10234.255750259457,OME,manufacturing,America
Asia_OME,0.2191867647345784,13591.949906627118,OME,manufacturing,Asia
CHN_OME,0.1442692699238074,7377.57050430121,OME,manufacturing,CHN
Europe_OME,0.2553874510145874,13940.142483594553,OME,manufacturing,Europe
GEO_OME,0.3724306243581889,13484.88946871183,OME,manufacturing,GEO
KAZ_OME,0.4364474723560927,8384.380805693567,OME,manufacturing,KAZ
KGZ_OME,0.4650855787063432,9645.34056246263,OME,manufacturing,KGZ
North America_OME,0.2043467157651702,18014.92938701269,OME,manufacturing,North America
Oceania_OME,0.2004365370914207,14734.171132392938,OME,manufacturing,Oceania
RUS_OME,0.2073387320357422,11715.712507299422,OME,manufacturing,RUS
South America_OME,0.0810707737469232,8751.092143550379,OME,manufacturing,South America
TJK_OME,0.608756149712142,9133.876387703143,OME,manufacturing,TJK
TKM_OME,0.916142710480906,6331.54757586053,OME,manufacturing,TKM
TUR_OME,0.4626102043083262,6370.983391167147,OME,manufacturing,TUR
UZB_OME,0.3596396719459717,7903.49043187922,OME,manufacturing,UZB
ARM_OMF,0.7972625602779767,1383421.279233298,OMF,manufacturing,ARM
AZE_OMF,0.0146794570550155,95356.06836192089,OMF,manufacturing,AZE
Africa_OMF,0.2213594765902218,30216.94938130966,OMF,manufacturing,Africa
America_OMF,0.1334551894393957,293012.9856746656,OMF,manufacturing,America
Asia_OMF,0.1903557996793257,22073.616128464648,OMF,manufacturing,Asia
CHN_OMF,0.3833688320548497,6325.319302057946,OMF,manufacturing,CHN
Europe_OMF,0.1500176826837334,14395.332303848329,OMF,manufacturing,Europe
GEO_OMF,0.4486549959963711,44217.28056994207,OMF,manufacturing,GEO
KAZ_OMF,0.0461183256483435,241887.55541144023,OMF,manufacturing,KAZ
KGZ_OMF,0.276258985715384,16310.39370757276,OMF,manufacturing,KGZ
North America_OMF,0.1082779511483948,49001.19686781785,OMF,manufacturing,North America
Oceania_OMF,0.2551737884461582,57421.77338524551,OMF,manufacturing,Oceania
RUS_OMF,0.7840482302418175,17456.77049112225,OMF,manufacturing,RUS
South America_OMF,0.0325201368590918,11155.067833920162,OMF,manufacturing,South America
TJK_OMF,0.4719141731802234,2970871.178775491,OMF,manufacturing,TJK
TKM_OMF,0.1941375185703109,10342.836281180582,OMF,manufacturing,TKM
TUR_OMF,0.2701317695445445,8776.430743538987,OMF,manufacturing,TUR
UZB_OMF,0.0170717483390837,1991.7076911442152,OMF,manufacturing,UZB
ARM_OMT,0.0280471499844143,4073.812108007599,OMT,manufacturing,ARM
AZE_OMT,0.0150146536065145,1861.468312852535,OMT,manufacturing,AZE
Africa_OMT,0.0036356264852575,1909.686761174756,OMT,manufacturing,Africa
America_OMT,0.0067546518014059,2202.1361408776283,OMT,manufacturing,America
Asia_OMT,0.0087503370341767,2929.672232127465,OMT,manufacturing,Asia
CHN_OMT,0.0189365375307118,3270.699266515061,OMT,manufacturing,CHN
Europe_OMT,0.0670979718633978,2373.26564310834,OMT,manufacturing,Europe
GEO_OMT,0.0278214578361518,1081.468014169793,OMT,manufacturing,GEO
KAZ_OMT,0.0273964065630328,2065.3807804761004,OMT,manufacturing,KAZ
KGZ_OMT,0.0592872013991373,3827.5060019566818,OMT,manufacturing,KGZ
North America_OMT,0.065457125314502,1661.448551819012,OMT,manufacturing,North America
Oceania_OMT,0.1422036921041236,2268.5864152833283,OMT,manufacturing,Oceania
RUS_OMT,0.803710203245693,1362.225644524986,OMT,manufacturing,RUS
South America_OMT,0.1702716023422763,1729.482192365621,OMT,manufacturing,South America
TJK_OMT,0.0035504915019278,2977.153461137096,OMT,manufacturing,TJK
TKM_OMT,0.8866767366979695,2202.1361408776283,OMT,manufacturing,TKM
TUR_OMT,0.2213993818800968,1239.648299976399,OMT,manufacturing,TUR
UZB_OMT,0.0012613858250993,602.6745685472803,OMT,manufacturing,UZB
ARM_OSD,0.0061311237239502,6749.448680704681,OSD,agriculture,ARM
AZE_OSD,0.0089230190885532,1189.0587502666997,OSD,agriculture,AZE
Africa_OSD,0.1148671667766178,815.5493991737391,OSD,agriculture,Africa
America_OSD,0.3671875045698922,1149.7824231717914,OSD,agriculture,America
Asia_OSD,0.0125009706156246,716.643362218407,OSD,agriculture,Asia
CHN_OSD,0.0284382285261231,1311.5763492628291,OSD,agriculture,CHN
Europe_OSD,0.0363254494685101,489.17075739721935,OSD,agriculture,Europe
GEO_OSD,0.4827259880591467,1619.1823842016236,OSD,agriculture,GEO
KAZ_OSD,0.496255511154495,336.70378915990113,OSD,agriculture,KAZ
KGZ_OSD,0.0566227977872658,761.4246523426561,OSD,agriculture,KGZ
North America_OSD,0.4391059082021287,378.5861234789047,OSD,agriculture,North America
Oceania_OSD,0.5431334262030072,425.79072459578526,OSD,agriculture,Oceania
RUS_OSD,0.1443866701891464,349.13694558765377,OSD,agriculture,RUS
South America_OSD,0.5398215709198063,354.90334992941894,OSD,agriculture,South America
TJK_OSD,0.0095828064711721,988.8266619437272,OSD,agriculture,TJK
TKM_OSD,0.0613808627414439,1054.728328068066,OSD,agriculture,TKM
TUR_OSD,0.0833361852233307,1160.1115170649612,OSD,agriculture,TUR
UZB_OSD,0.0134014272546132,845.4594185241816,OSD,agriculture,UZB
ARM_OTN,0.4552086368905851,65873.00932160877,OTN,manufacturing,ARM
AZE_OTN,0.7672657037290272,32355.10169610307,OTN,manufacturing,AZE
Africa_OTN,0.1567656249487317,11446.941144018152,OTN,manufacturing,Africa
America_OTN,0.8863189446447582,127768.91083900236,OTN,manufacturing,America
Asia_OTN,0.2380563252625112,7305.711291956892,OTN,manufacturing,Asia
CHN_OTN,0.1812503407905076,5706.899413438369,OTN,manufacturing,CHN
Europe_OTN,0.3587052966444355,23577.90415980845,OTN,manufacturing,Europe
GEO_OTN,0.0650958817622878,193511.01532770117,OTN,manufacturing,GEO
KAZ_OTN,0.1934359753277448,20478.06141148943,OTN,manufacturing,KAZ
KGZ_OTN,0.4200021368604455,381085.6561871952,OTN,manufacturing,KGZ
North America_OTN,0.2174757194874592,129042.79342510011,OTN,manufacturing,North America
Oceania_OTN,0.1511296539945654,19139.99197223144,OTN,manufacturing,Oceania
RUS_OTN,0.5117387793880531,15662.860991353127,OTN,manufacturing,RUS
South America_OTN,0.1615145989061908,239813.20398664565,OTN,manufacturing,South America
TJK_OTN,0.6511798721805705,33813.24680332401,OTN,manufacturing,TJK
TKM_OTN,0.9929204927078344,975545.92271213,OTN,manufacturing,TKM
TUR_OTN,0.6110272730845238,14555.266106787523,OTN,manufacturing,TUR
UZB_OTN,0.354919836859881,3157.898312148858,OTN,manufacturing,UZB
ARM_OTP,0.0814262401025804,47995.246938899276,OTP,transport,ARM
AZE_OTP,0.0577582045964049,8527.720815619059,OTP,transport,AZE
Africa_OTP,0.0721279055990729,2447381.3800401483,OTP,transport,Africa
America_OTP,0.1533984318675356,83048289.78771599,OTP,transport,America
Asia_OTP,0.010947027496949,1121352945.9180496,OTP,transport,Asia
CHN_OTP,0.0025972832830679,4642.8896141806745,OTP,transport,CHN
Europe_OTP,0.009537842684687,189902890.94550696,OTP,transport,Europe
GEO_OTP,0.2240498299395092,16461.739884700837,OTP,transport,GEO
KAZ_OTP,0.011635820457253,4188641.370263311,OTP,transport,KAZ
KGZ_OTP,0.4474860654158677,20356.00387753537,OTP,transport,KGZ
North America_OTP,0.0088410666243381,374302.1463208725,OTP,transport,North America
Oceania_OTP,0.0075341331082635,18625.925470990216,OTP,transport,Oceania
RUS_OTP,0.2878353501785026,13654.262710443645,OTP,transport,RUS
South America_OTP,0.0102584563859848,9954.88791789424,OTP,transport,South America
TJK_OTP,0.0780697723367451,98024.37903017343,OTP,transport,TJK
TKM_OTP,0.4181177585505807,77761.7632668885,OTP,transport,TKM
TUR_OTP,0.0217378748811072,5861.18143166147,OTP,transport,TUR
UZB_OTP,0.1094335196957337,33521.17523748388,OTP,transport,UZB
ARM_OXT,0.7866493787528147,1054.5097487240585,OXT,mining,ARM
AZE_OXT,0.0169429710440034,208.46321340458096,OXT,mining,AZE
Africa_OXT,0.3604477865702379,176.83611834588226,OXT,mining,Africa
America_OXT,0.134772783456934,4965.310457466781,OXT,mining,America
Asia_OXT,0.1017376133723317,216.9811334510292,OXT,mining,Asia
CHN_OXT,0.0121519063385968,121.90421799164876,OXT,mining,CHN
Europe_OXT,0.1272987201429172,300.9004702508071,OXT,mining,Europe
GEO_OXT,0.8775894120529453,1165.6416642923452,OXT,mining,GEO
KAZ_OXT,0.2950130285211007,74476.55952783229,OXT,mining,KAZ
KGZ_OXT,0.7152652326726855,2996.580906195965,OXT,mining,KGZ
North America_OXT,0.0894108134213315,285.2516633303406,OXT,mining,North America
Oceania_OXT,0.5627910178875578,79.14767615946978,OXT,mining,Oceania
RUS_OXT,0.2719769635929299,497.25749520118256,OXT,mining,RUS
South America_OXT,0.6461922077488519,138.83045705781646,OXT,mining,South America
TJK_OXT,0.8362399300888436,1275.3221107330369,OXT,mining,TJK
TKM_OXT,0.0858675051503404,78.8796513839116,OXT,mining,TKM
TUR_OXT,0.2874151293470478,169.95413434349902,OXT,mining,TUR
UZB_OXT,0.0066361370397377,1167.2575882374106,OXT,mining,UZB
ARM_PCR,0.0026673506612191,4396.362045299278,PCR,manufacturing,ARM
AZE_PCR,0.0016099927569217,1125.6361640554835,PCR,manufacturing,AZE
Africa_PCR,0.0022390852412903,543.8425365430131,PCR,manufacturing,Africa
America_PCR,0.1504242709065035,889.5113958867278,PCR,manufacturing,America
Asia_PCR,0.0494976276838297,505.1334458418149,PCR,manufacturing,Asia
CHN_PCR,0.0081126535689149,474.4324590061403,PCR,manufacturing,CHN
Europe_PCR,0.0243950634397042,746.6223128612438,PCR,manufacturing,Europe
GEO_PCR,0.0195664569850556,1160.0965647176588,PCR,manufacturing,GEO
KAZ_PCR,0.2073071134871926,246.3348861455458,PCR,manufacturing,KAZ
KGZ_PCR,0.125130626907688,844.4278009793993,PCR,manufacturing,KGZ
North America_PCR,0.1116607618803426,541.729309914979,PCR,manufacturing,North America
Oceania_PCR,0.2071683105851865,815.9054579259478,PCR,manufacturing,Oceania
RUS_PCR,0.38408638191616,448.3084441403752,PCR,manufacturing,RUS
South America_PCR,0.0244839762393503,393.3492515554444,PCR,manufacturing,South America
TJK_PCR,0.6172262922509445,484.8134743135723,PCR,manufacturing,TJK
TKM_PCR,0.5931527625741659,889.5113958867278,PCR,manufacturing,TKM
TUR_PCR,0.3696880816246313,536.0128626165643,PCR,manufacturing,TUR
UZB_PCR,0.0014498105390806,969.1753182711836,PCR,manufacturing,UZB
ARM_PDR,0.0003281830961265,5831.908835601082,PDR,agriculture,ARM
AZE_PDR,0.0009926976864781,957.0810389091998,PDR,agriculture,AZE
Africa_PDR,0.0005659182514753,788.046395168424,PDR,agriculture,Africa
America_PDR,0.1187157489939318,1066.7257809537434,PDR,agriculture,America
Asia_PDR,0.0001144490744379,426.5516397919641,PDR,agriculture,Asia
CHN_PDR,0.0005048138746047,2889.1009174389587,PDR,agriculture,CHN
Europe_PDR,0.0048034237988679,473.6769468082897,PDR,agriculture,Europe
GEO_PDR,0.00056526024702,1671.9299240929192,PDR,agriculture,GEO
KAZ_PDR,0.0165875730331625,743.458427742156,PDR,agriculture,KAZ
KGZ_PDR,0.0001624579503439,573.4008667782181,PDR,agriculture,KGZ
North America_PDR,0.0392904863260241,279.6337738846526,PDR,agriculture,North America
Oceania_PDR,1.2170035072409544e-05,780.4172874279577,PDR,agriculture,Oceania
RUS_PDR,0.0483040838215546,298.8533988085308,PDR,agriculture,RUS
South America_PDR,0.0065330901968677,298.16101977302645,PDR,agriculture,South America
TJK_PDR,3.097483247246781e-05,181.43716377425596,PDR,agriculture,TJK
TKM_PDR,0.0157769679858792,1066.7257809537434,PDR,agriculture,TKM
TUR_PDR,0.0010785595956771,349.0124769242872,PDR,agriculture,TUR
UZB_PDR,0.0005443237104901,524.9423823359737,PDR,agriculture,UZB
ARM_PFB,0.0081003311271254,1638.4072212326303,PFB,agriculture,ARM
AZE_PFB,0.0398963265384049,1504.688839024609,PFB,agriculture,AZE
Africa_PFB,0.2773544894925528,1652.8132493510498,PFB,agriculture,Africa
America_PFB,0.0463548277951962,1638.4072212326303,PFB,agriculture,America
Asia_PFB,0.0206766477333258,1445.761857382178,PFB,agriculture,Asia
CHN_PFB,0.0010646918346679,2059.658496029764,PFB,agriculture,CHN
Europe_PFB,0.2730982199766913,1516.2159417174887,PFB,agriculture,Europe
GEO_PFB,0.0450463150988173,1638.4072212326303,PFB,agriculture,GEO
KAZ_PFB,0.2674077213856297,2362.2230019877998,PFB,agriculture,KAZ
KGZ_PFB,0.7497322409464261,1410.4662995666706,PFB,agriculture,KGZ
North America_PFB,0.3882698254119381,1676.1238051464334,PFB,agriculture,North America
Oceania_PFB,0.279759066959288,1612.787011647084,PFB,agriculture,Oceania
RUS_PFB,0.7586967982625714,1131.6822190815917,PFB,agriculture,RUS
South America_PFB,0.1850290290605743,1531.1172243966998,PFB,agriculture,South America
TJK_PFB,0.445460734866004,1544.3898741734722,PFB,agriculture,TJK
TKM_PFB,0.9816388622308552,1504.191230127156,PFB,agriculture,TKM
TUR_PFB,0.0454315305013124,1931.5570552561096,PFB,agriculture,TUR
UZB_PFB,0.1194177113503283,1692.432213601344,PFB,agriculture,UZB
ARM_PPP,0.0866808676810707,1761.341204407472,PPP,manufacturing,ARM
AZE_PPP,0.0460892791690666,336.8837641222513,PPP,manufacturing,AZE
Africa_PPP,0.0622708234701307,1016.4224498465315,PPP,manufacturing,Africa
America_PPP,0.028563975057924,1421.820468451662,PPP,manufacturing,America
Asia_PPP,0.0463955787836571,1065.5617644864903,PPP,manufacturing,Asia
CHN_PPP,0.0494640117076731,1885.6668491055968,PPP,manufacturing,CHN
Europe_PPP,0.0677048494562462,1023.4918191432902,PPP,manufacturing,Europe
GEO_PPP,0.2542466442282791,2850.7415386384146,PPP,manufacturing,GEO
KAZ_PPP,0.06720388924281,2014.900295714356,PPP,manufacturing,KAZ
KGZ_PPP,0.1846966761886925,1575.5923338128766,PPP,manufacturing,KGZ
North America_PPP,0.0731475090966611,947.14954877828,PPP,manufacturing,North America
Oceania_PPP,0.1163261626139452,687.2395864862561,PPP,manufacturing,Oceania
RUS_PPP,0.3794920109476982,669.4935607921146,PPP,manufacturing,RUS
South America_PPP,0.1491127989541688,562.4348675608101,PPP,manufacturing,South America
TJK_PPP,0.2857353582194011,3718.36865344801,PPP,manufacturing,TJK
TKM_PPP,0.0304920854949005,975.7194454293152,PPP,manufacturing,TKM
TUR_PPP,0.164595982134805,1462.1875912613768,PPP,manufacturing,TUR
UZB_PPP,0.1122354988126279,1617.7526906448113,PPP,manufacturing,UZB
ARM_P_C,0.0064645571612128,8661.760489770984,P,manufacturing,ARM
AZE_P_C,0.1322169873814425,224.7003475095548,P,manufacturing,AZE
Africa_P_C,0.1411560087731941,376.944493601498,P,manufacturing,Africa
America_P_C,0.2875801271555774,83048289.78771599,P,manufacturing,America
Asia_P_C,0.1054757812193097,404.4531008150469,P,manufacturing,Asia
CHN_P_C,0.0593340804297589,332.66919175961226,P,manufacturing,CHN
Europe_P_C,0.1058620657447744,427.3971973586365,P,manufacturing,Europe
GEO_P_C,0.1771431585819529,108.77538262642894,P,manufacturing,GEO
KAZ_P_C,0.1493728005326356,289.7485067479778,P,manufacturing,KAZ
KGZ_P_C,0.0565000997802042,241.014130686646,P,manufacturing,KGZ
North America_P_C,0.1415390201397989,272.54201212594364,P,manufacturing,North America
