region,sector,destroyed_capital
0101,PRO,13.877996275611178
0101,TIC,1.6000072099598412
0101,OTH,1.0930208779348924e-05
0102,PRO,0.3148625998890614
0102,TIC,0.03630080452280656
0102,OTH,2.479834902135023e-07
0103,PRO,1.1221296785723711
0103,TIC,0.12937138334450546
0103,OTH,8.837811612512173e-07
0104,PRO,0.40668059675993606
0104,TIC,0.04688658751913467
0104,OTH,3.202986757467301e-07
0105,PRO,0.6687514332216778
0105,TIC,0.07710098011094468
0105,OTH,5.26703757620071e-07
0106,PRO,0.25322839532633734
0106,TIC,0.029194939257962686
0106,OTH,1.9944083964343608e-07
0107,PRO,0.10003907727784522
0107,TIC,0.011533599068878048
0107,OTH,7.879004857940953e-08
0108,PRO,0.4809332038077777
0108,TIC,0.05544724024417148
0108,OTH,3.7877948820163344e-07
0109,PRO,0.702304912557104
0109,TIC,0.08096939222100315
0109,OTH,5.531302335411152e-07
0110,PRO,0.09423174431594451
0110,TIC,0.010864066203675618
0110,OTH,7.42162354392288e-08
0111,PRO,0.33816362720532966
0111,TIC,0.03898720182145828
0111,OTH,2.663352096031163e-07
0112,PRO,0.07525634360915782
0112,TIC,0.008676374454824887
0112,OTH,5.927134805937904e-08
0113,PRO,0.1560332383055546
0113,TIC,0.01798921842348418
0113,OTH,1.228906419433743e-07
0114,PRO,0.08890238114514674
0114,TIC,0.01024963892408656
0114,OTH,7.00188678249889e-08
0115,PRO,0.6881092097613468
0115,TIC,0.07933275632828611
0115,OTH,5.419498014206734e-07
0201,PRO,2.4516504495043074
0201,TIC,4.997012130616784
0201,UTI,1.9456024562208567
0201,OTH,0.07245120537481729
0202,PRO,0.4218561376274544
0202,TIC,0.8598371915236727
0202,UTI,0.33478032633313093
0202,OTH,0.012467282628297473
0203,PRO,0.40675229222860143
0203,TIC,0.8290521753757595
0203,UTI,0.32279408306083657
0203,OTH,0.012020937946829504
0204,PRO,0.32043094795541055
0204,TIC,0.6531099628342057
0204,UTI,0.25429042689069903
0204,OTH,0.009469993343249905
0205,PRO,0.6910009269975196
0205,TIC,1.4084144887670218
0205,UTI,0.5483706297074635
0205,OTH,0.020420975354076384
0206,PRO,0.35976786176318254
0206,TIC,0.7332873941308276
0206,UTI,0.2855077630080984
0206,OTH,0.01063246699150351
0207,PRO,0.16487567944095896
0207,TIC,0.3360535227918546
0207,UTI,0.13084350053094665
0207,OTH,0.00487306686908058
0301,PRO,1.909895589778681
0301,OTH,1.3487241789614173e-06
0302,PRO,0.5470125274277591
0302,OTH,3.862876200589096e-07
0303,PRO,1.5708238199702556
0303,OTH,1.1092795219910032e-06
0304,PRO,1.5836573088613692
0304,OTH,1.1183422356076588e-06
0305,PRO,0.2665398540085542
0305,OTH,1.8822429230272262e-07
0306,PRO,0.15835139179240384
0306,OTH,1.1182409762376403e-07
0307,PRO,0.14028413368871273
0307,OTH,9.906541700143297e-08
0401,PRO,2.304794231187929
0401,OTH,1.6275924839923673e-06
0402,PRO,0.3662443524326274
0402,OTH,2.5863330758892e-07
0403,PRO,0.33376630512718264
0403,OTH,2.3569806027972962e-07
0404,PRO,0.2968909357435909
0404,OTH,2.0965752562330527e-07
0405,PRO,0.7923544212008979
0405,OTH,5.59542402160564e-07
0406,PRO,0.20213342465743311
0406,OTH,1.4274195860274619e-07
0501,PRO,4.577492790903295
0501,TIC,1.9133367788815514
0501,UTI,3.6326472312214797
0501,OTH,0.13526827560565444
0502,PRO,1.1953785490588964
0502,TIC,0.4996538164179427
0502,UTI,0.9486390858178605
0502,OTH,0.03532483627708453
0503,PRO,0.5693576151618215
0503,TIC,0.23798461629263015
0503,UTI,0.45183585398597953
0503,OTH,0.016825554244778915
0504,PRO,1.8162374092120597
0504,TIC,0.7591653319764651
0504,UTI,1.4413457534933878
0504,OTH,0.05367157603342227
0505,PRO,1.5295033315294062
0505,TIC,0.6393139457155947
0505,UTI,1.2137967870677757
0505,OTH,0.04519841757480029
0506,PRO,0.6892085402808835
0506,TIC,0.2880808575076881
0506,UTI,0.5469482115976185
0506,OTH,0.020367218661347445
0507,PRO,0.5540864803360825
0507,TIC,0.231601466115876
0507,UTI,0.4397168516900997
0507,OTH,0.016374283345040676
0601,PRO,5.972017453425232
0601,TIC,3.2140850189288686
0601,UTI,4.739326451830524
0601,OTH,0.17647779590442264
0602,PRO,1.0934036941270844
0602,TIC,0.5884598396342149
0602,UTI,0.8677129781550762
0602,OTH,0.03231151292551056
0603,PRO,1.1022222367729335
0603,TIC,0.5932058984037774
0603,UTI,0.8747112752555137
0603,OTH,0.03257210672884661
0604,PRO,0.30869678958383345
0604,TIC,0.16613778083045885
0604,UTI,0.24497832966491342
0604,OTH,0.009122901726217048
0605,PRO,0.3126639388499879
0605,TIC,0.16827286417936774
0605,UTI,0.24812661508137046
0605,OTH,0.009240133626904814
0606,PRO,1.2522330557105912
0606,TIC,0.6739403452778805
0606,UTI,0.9937581882621456
0606,OTH,0.037005026250636334
0607,PRO,1.1147689437893857
0607,TIC,0.5999584210433988
0607,UTI,0.8846682020244292
0607,OTH,0.0329428702701784
0608,PRO,0.29180055746834455
0608,TIC,0.15704438367576856
0608,UTI,0.2315696682827741
0608,OTH,0.008623606823890248
0609,PRO,0.16791078761446263
0609,TIC,0.09036804583996313
0609,UTI,0.13325212853028426
0609,OTH,0.004962581684339841
0610,PRO,0.37138252768698393
0610,TIC,0.19987467013279636
0610,UTI,0.2947250323598943
0610,OTH,0.010975307000337555
0701,PRO,6.53360805948163
0701,TIC,1.77767699111815
0701,UTI,5.184998494007175
0701,OTH,0.19307194421927226
0702,PRO,0.7334446444474605
0702,TIC,0.1995570681349575
0702,UTI,0.5820534905485943
0702,OTH,0.021674345649903684
0703,PRO,0.15032149930187444
0703,TIC,0.04089977056268761
0703,UTI,0.11929346547900484
0703,OTH,0.004442778261800703
0704,PRO,0.19441421253112062
0704,TIC,0.05289660310452522
0704,UTI,0.15428495098119305
0704,OTH,0.005745738992581441
0705,PRO,0.05981791935653286
0705,TIC,0.01627537769767998
0705,UTI,0.04747083371922879
0705,OTH,0.0017683542577537374
0706,PRO,1.3798031929559655
0706,TIC,0.375419579206253
0706,UTI,1.0949964265335173
0706,OTH,0.04077454940312636
0707,PRO,1.3216820663578481
0707,TIC,0.35960586823511526
0707,UTI,1.0488721486249417
0707,OTH,0.03905704235854166
0708,PRO,0.14317585092488552
0708,TIC,0.03895556843260118
0708,UTI,0.11362275861442256
0708,OTH,0.004231620940118622
0709,PRO,1.9568800202440992
0709,TIC,0.5324317826684497
0709,UTI,1.5529581611792294
0709,OTH,0.0578274452113445
0710,PRO,0.6865797064298174
0710,TIC,0.18680596319482545
0710,UTI,0.5448619983698457
0710,OTH,0.020289464352851637
0711,PRO,0.32064603436140693
0711,TIC,0.08724200661996495
0711,UTI,0.2544611170638804
0711,OTH,0.009475949605038815
0712,PRO,1.84474830725135
0712,TIC,0.5019227646270936
0712,UTI,1.4639716842273232
0712,OTH,0.054513899548025685
0713,PRO,0.6104630171966743
0713,TIC,0.16609598398303532
0713,UTI,0.48445664263842597
0713,OTH,0.018040179839281637
0714,PRO,0.11982702662950691
0714,TIC,0.03260277418144923
0714,UTI,0.09509339203684106
0714,OTH,0.003541652032816302
0801,HEA,3.7062500000000003
0801,ACF,8.210916023492512
0801,PRO,10.482508684124431
0801,TIC,25.872399940834857
0801,UTI,11.869510159413
0801,TRA,16.678423172719167
0801,AGR,4.751693453204597
0801,MAN,7.697733772024231
0801,OTH,0.4420224510273764
0802,PRO,1.0428583887179486
0802,TIC,5.411853971278243
0802,UTI,2.482802362372337
0802,OTH,0.09245475634991276
0803,HEA,3.7062500000000003
0803,EDU,16.44777070063694
0803,ACF,1.2017145844223731
0803,PRO,1.8709453412762753
0803,TIC,3.786573904050859
0803,UTI,1.7371707891915622
0803,TRA,2.4409827496079455
0803,AGR,9.343681769749015
0803,MAN,1.1266074228959748
0803,OTH,0.6679235020507321
0804,ACF,5.389256172934411
0804,PRO,8.390514570098716
0804,TIC,16.981417260977462
0804,UTI,7.790583987621337
0804,TRA,10.946926601273024
0804,AGR,3.1187864059633266
0804,MAN,5.052427662126011
0804,OTH,9.639861889568333
0805,PRO,1.257873099245606
0805,TIC,5.500926720581617
0805,OTH,4.77290841789806e-06
0806,ACF,1.9298988345991819
0806,PRO,2.4638153934696603
0806,TIC,5.1245761274134285
0806,TRA,3.9201070077795883
0806,AGR,1.1168409994055124
0806,MAN,1.8092801574367332
0806,OTH,1.1556245233114517e-05
0807,ACF,1.172470711232742
0807,PRO,0.7119121053582732
0807,TIC,3.1133318022458067
0807,TRA,2.3815811321915072
0807,AGR,0.6785139912159324
0807,MAN,1.0991912917806956
0807,OTH,6.466462757158003e-06
0901,HEA,7.4125000000000005
0901,PRO,143.24399582315493
0901,TIC,55.71033853103679
0901,UTI,147.31864880543952
0901,OTH,5.485613139225986
0902,PRO,1.458903516692801
0902,TIC,0.002266587556221281
0902,OTH,1.0318445991095242e-06
0903,PRO,0.5673740405287443
0903,TIC,0.0018533806975356284
0903,OTH,4.019752652681417e-07
0904,PRO,2.933584938746267
0904,TIC,0.004557688045302433
0904,OTH,2.0748485012472363e-06
0905,PRO,1.273940237608066
0905,TIC,0.0019792241617716515
0905,OTH,9.010248715720797e-07
0906,PRO,7.397475953158279
0906,TIC,2.883300522356541
0906,UTI,8.376278868531134
0906,OTH,0.31190327224682496
0907,PRO,17.053471921126107
0907,TIC,0.02172564064703994
0907,OTH,1.2058110367580445e-05
0908,PRO,4.116073622989971
0908,TIC,0.006394830876485026
0908,OTH,2.9111920622737716e-06
0909,PRO,1.259856673878683
0909,TIC,0.004115440387177698
0909,OTH,8.925879305480235e-07
0910,PRO,9.375341911140715
0910,TIC,0.014565756451998443
0910,OTH,6.630936045548465e-06
0911,PRO,4.148684643942428
0911,TIC,0.006445496142173102
0911,OTH,2.934256991144133e-06
0912,PRO,0.9872227050335664
0912,TIC,0.0032248558710458388
0912,OTH,6.994312047917807e-07
0913,PRO,0.8853716320220141
0913,TIC,0.0013755346400984698
0913,OTH,6.262003801167533e-07
0914,PRO,2.437384889585235
0914,TIC,0.0037867797268590505
0914,OTH,1.7238990827652303e-06
0916,PRO,4.252698223867828
0916,TIC,1.657566322343743
0916,UTI,4.815397372345037
0916,OTH,0.17930942426986188
0918,PRO,2.1520258942246775
0918,TIC,0.0033434391354220916
0918,OTH,1.5220720703541607e-06
0919,PRO,3.159801913057454
0919,TIC,0.004909144171847455
0919,OTH,2.234845896893412e-06
0920,PRO,3.5421397534692303
0920,TIC,0.005503153427040944
0920,OTH,2.5052635298280528e-06
0921,PRO,2.559638532077264
0921,TIC,0.003976715923190468
0921,OTH,1.8103659116428724e-06
0922,PRO,0.6994131953209313
0922,TIC,0.002284699022538128
0922,OTH,4.955228555384118e-07
0923,PRO,0.3077886469807379
0923,TIC,0.0010054205805804877
0923,OTH,2.180632425503727e-07
0924,PRO,1.0827964414553
0924,TIC,0.0016822585675074872
0924,OTH,7.658338246955689e-07
0925,PRO,1.1666605307767948
0925,TIC,0.0018125518316575637
0925,OTH,8.251487188167299e-07
0927,PRO,0.2889327387217269
0927,TIC,0.0009438259817701759
0927,OTH,2.047041387090617e-07
0928,PRO,0.6452359322811965
0928,TIC,0.0010024540473044523
0928,OTH,4.563586311622719e-07
1001,PRO,4.888866211317305
1001,OTH,3.4524044676574335e-06
1002,PRO,1.1868228897981536
1002,OTH,8.381069290814585e-07
1003,PRO,1.0297142194626174
1003,OTH,7.271604126645216e-07
1004,PRO,2.806280136013133
1004,OTH,1.9817302540704027e-06
1005,PRO,0.3216258724331679
1005,OTH,2.2712476695149656e-07
1006,PRO,0.40570075868817496
1006,OTH,2.864965109056773e-07
1101,PRO,5.938129395236034
1101,TIC,1.6156579794948611
1101,UTI,4.712433266767054
1101,OTH,0.1754752653418394
1102,PRO,0.7093549669758725
1102,TIC,0.19300270108770962
1102,UTI,0.5629361911522769
1102,OTH,0.020962484177477134
1103,PRO,0.8136479753945338
1103,TIC,0.22137894889940574
1103,UTI,0.6457019595704608
1103,OTH,0.024044392377546044
1104,PRO,0.3752301845053626
1104,TIC,0.1020933700484512
1104,UTI,0.29777848990236166
1104,OTH,0.011088937306449768
1105,PRO,0.16965537735198835
1105,TIC,0.04616017030596491
1105,UTI,0.13463661549053343
1105,OTH,0.005014103590365265
1106,PRO,0.3570195354643407
1106,TIC,0.09713858067344834
1106,UTI,0.28332672190633595
1106,OTH,0.010550803931460647
1107,PRO,0.2912508922085762
1107,TIC,0.07924411825873988
1107,UTI,0.2311334600624216
1107,OTH,0.00860730911785166
1108,PRO,0.48229541771242107
1108,TIC,0.13122389025844175
1108,UTI,0.382744264997106
1108,OTH,0.014252766072789988
1109,PRO,0.5815697433245016
1109,TIC,0.15823464493529457
