labels,sector,sector_type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
BRA_Public Administration,BRA_Public Administration,Service,True,,188753127.89037204,188669061.96630567,0.00044533746187387586,0,USD,Brazil,BRA
"BRA_Education, Health and Other Services","BRA_Education, Health and Other Services",Service,True,,304878643.666764,282813991.2389704,0.007724436121435368,0,USD,Brazil,BRA
BRA_Private Households,BRA_Private Households,Service,True,,20077319.45883862,20043679.227580626,0.0016744167548328464,0,USD,Brazil,BRA
BRA_Others,BRA_Others,Service,True,,34299053.37448191,32011890.893279385,0.000223433215105107,0,USD,Brazil,BRA
BRA_Re-export & Re-import,BRA_Re-export & Re-import,Import,True,,1861190.5373807414,569667.8326838304,0.6939173250494287,0,USD,Brazil,BRA
VGB_Agriculture,VGB_Agriculture,Agriculture,True,,41070.019483654956,-78.62973537337741,0.4122035290186755,0,USD,British Virgin Islands,VGB
VGB_Fishing,VGB_Fishing,Agriculture,True,,12553.385993622738,325.2169035106082,0.7646894218809762,0,USD,British Virgin Islands,VGB
VGB_Mining and Quarrying,VGB_Mining and Quarrying,Mining,True,,30739.88969390878,-1943.1088703559592,0.5442637783954067,0,USD,British Virgin Islands,VGB
VGB_Food & Beverages,VGB_Food & Beverages,Agriculture,True,,66479.1572358518,9140.147731123334,0.5610222490097235,0,USD,British Virgin Islands,VGB
VGB_Textiles and Wearing Apparel,VGB_Textiles and Wearing Apparel,Manufacturing,True,,32108.33860202132,3009.1337290857336,0.6934335213013463,0,USD,British Virgin Islands,VGB
VGB_Wood and Paper,VGB_Wood and Paper,Manufacturing,True,,60752.4701397053,1940.553959264038,0.45404630032340726,0,USD,British Virgin Islands,VGB
"VGB_Petroleum, Chemical and Non-Metallic Mineral Products","VGB_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,134362.30953128112,10686.933032046758,0.3881648788947935,0,USD,British Virgin Islands,VGB
VGB_Metal Products,VGB_Metal Products,Manufacturing,True,,71642.69957617976,48.14241392862891,0.4788431817644302,0,USD,British Virgin Islands,VGB
VGB_Electrical and Machinery,VGB_Electrical and Machinery,Utility,True,,159623.1657653703,43477.851678182065,0.41278796586480687,0,USD,British Virgin Islands,VGB
VGB_Transport Equipment,VGB_Transport Equipment,Utility,True,,80542.35943343207,14586.90079734282,0.5803582840619744,0,USD,British Virgin Islands,VGB
VGB_Other Manufacturing,VGB_Other Manufacturing,Manufacturing,True,,53252.36116364808,14245.640365045325,0.6640136119399149,0,USD,British Virgin Islands,VGB
VGB_Recycling,VGB_Recycling,Utility,True,,15681.659257300775,-3004.7184926919817,1.0571195849874682,0,USD,British Virgin Islands,VGB
"VGB_Electricity, Gas and Water","VGB_Electricity, Gas and Water",Utility,True,,49647.095732617236,3993.8071298813634,0.40634768400927584,0,USD,British Virgin Islands,VGB
VGB_Construction,VGB_Construction,construction,True,,128635.76258684548,48726.55755912025,0.46055854931265977,0,USD,British Virgin Islands,VGB
VGB_Maintenance and Repair,VGB_Maintenance and Repair,construction,True,,35431.57563121026,4465.527944501997,0.8508954857810954,0,USD,British Virgin Islands,VGB
VGB_Wholesale Trade,VGB_Wholesale Trade,Trade,True,,152493.65078137044,16155.20340842896,0.496685057586636,0,USD,British Virgin Islands,VGB
VGB_Retail Trade,VGB_Retail Trade,Trade,True,,128552.34411475522,31995.207382181015,0.6535354958644525,0,USD,British Virgin Islands,VGB
VGB_Hotels and Restraurants,VGB_Hotels and Restraurants,Service,True,,92656.31166161607,29325.65461072081,0.5738708683018151,0,USD,British Virgin Islands,VGB
VGB_Transport,VGB_Transport,construction,True,,141425.00002202054,18415.907332187584,0.6052840001944834,0,USD,British Virgin Islands,VGB
VGB_Post and Telecommunications,VGB_Post and Telecommunications,Service,True,,116688.86323601738,12534.203851730223,0.5018496834427287,0,USD,British Virgin Islands,VGB
VGB_Finacial Intermediation and Business Activities,VGB_Finacial Intermediation and Business Activities,Service,True,,624519.1368777687,216759.89154252666,0.10148774757345401,0,USD,British Virgin Islands,VGB
VGB_Public Administration,VGB_Public Administration,Service,True,,203142.15229852815,122566.98656686426,0.3883684610898726,0,USD,British Virgin Islands,VGB
"VGB_Education, Health and Other Services","VGB_Education, Health and Other Services",Service,True,,318827.44438600657,169929.31361290283,0.3869042756518673,0,USD,British Virgin Islands,VGB
VGB_Private Households,VGB_Private Households,Service,True,,31742.546104729387,3906.871633634169,0.8757377015120258,0,USD,British Virgin Islands,VGB
VGB_Others,VGB_Others,Service,True,,23078.413329556606,1356.4169963656016,0.7272651345443925,0,USD,British Virgin Islands,VGB
VGB_Re-export & Re-import,VGB_Re-export & Re-import,Import,True,,24478.69171657854,2654.5698970172252,0.891395765129199,0,USD,British Virgin Islands,VGB
BRN_Agriculture,BRN_Agriculture,Agriculture,True,,229971.9852747773,17487.656345221596,0.05208122036362025,0,USD,Brunei,BRN
BRN_Fishing,BRN_Fishing,Agriculture,True,,24806.031930175635,1047.9446068707357,0.27031794521508307,0,USD,Brunei,BRN
BRN_Mining and Quarrying,BRN_Mining and Quarrying,Mining,True,,4661142.499177454,10011.231334453285,0.9883388768341572,0,USD,Brunei,BRN
BRN_Food & Beverages,BRN_Food & Beverages,Agriculture,True,,448604.44089155406,119282.55997597007,0.03255687392562766,0,USD,Brunei,BRN
BRN_Textiles and Wearing Apparel,BRN_Textiles and Wearing Apparel,Manufacturing,True,,218419.89537915704,123620.9390697222,0.202304462071689,0,USD,Brunei,BRN
BRN_Wood and Paper,BRN_Wood and Paper,Manufacturing,True,,427725.78852089593,9972.888403900137,0.02141714514963486,0,USD,Brunei,BRN
"BRN_Petroleum, Chemical and Non-Metallic Mineral Products","BRN_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,1135130.0095564218,58954.892924476626,0.01791769473338923,0,USD,Brunei,BRN
BRN_Metal Products,BRN_Metal Products,Manufacturing,True,,532383.9666759247,25255.426311310664,0.026446687603168515,0,USD,Brunei,BRN
BRN_Electrical and Machinery,BRN_Electrical and Machinery,Utility,True,,1436414.6467060386,650734.7338157804,0.013663041572475667,0,USD,Brunei,BRN
BRN_Transport Equipment,BRN_Transport Equipment,Utility,True,,605706.740552251,296617.7422730459,0.02017023949917916,0,USD,Brunei,BRN
BRN_Other Manufacturing,BRN_Other Manufacturing,Manufacturing,True,,199068.63028606362,73741.36905485057,0.0702604376998698,0,USD,Brunei,BRN
BRN_Recycling,BRN_Recycling,Utility,True,,34732.137312735525,12049.264681129847,0.3690365069156256,0,USD,Brunei,BRN
"BRN_Electricity, Gas and Water","BRN_Electricity, Gas and Water",Utility,True,,1951281.152125307,170610.74302625353,0.012187651350066494,0,USD,Brunei,BRN
BRN_Construction,BRN_Construction,construction,True,,1844474.7502305983,1531725.7696450264,0.01899801253673452,0,USD,Brunei,BRN
BRN_Maintenance and Repair,BRN_Maintenance and Repair,construction,True,,40758.72125073682,11866.634232464598,0.3743628067329632,0,USD,Brunei,BRN
BRN_Wholesale Trade,BRN_Wholesale Trade,Trade,True,,844410.7762261399,307683.6917757971,0.07149333483301974,0,USD,Brunei,BRN
BRN_Retail Trade,BRN_Retail Trade,Trade,True,,607573.1789959206,322629.8177705978,0.05838006490500351,0,USD,Brunei,BRN
BRN_Hotels and Restraurants,BRN_Hotels and Restraurants,Service,True,,566885.2129653249,407240.39759060985,0.08236897964662875,0,USD,Brunei,BRN
BRN_Transport,BRN_Transport,construction,True,,825492.8300789354,195805.49750289702,0.31042702596646,0,USD,Brunei,BRN
BRN_Post and Telecommunications,BRN_Post and Telecommunications,Service,True,,627759.2660980725,169118.8067898574,0.11458136199614213,0,USD,Brunei,BRN
BRN_Finacial Intermediation and Business Activities,BRN_Finacial Intermediation and Business Activities,Service,True,,2772579.297284451,681093.6815820652,0.012426460650243342,0,USD,Brunei,BRN
BRN_Public Administration,BRN_Public Administration,Service,True,,1872185.768523352,1814163.02373426,0.02367365947506895,0,USD,Brunei,BRN
"BRN_Education, Health and Other Services","BRN_Education, Health and Other Services",Service,True,,1558378.7827857984,1375211.6589259314,0.0396964519173449,0,USD,Brunei,BRN
BRN_Private Households,BRN_Private Households,Service,True,,26607.707676983315,12562.934390236642,0.4732012366716653,0,USD,Brunei,BRN
BRN_Others,BRN_Others,Service,True,,54928.5973595116,8469.604018486258,0.13740661119792044,0,USD,Brunei,BRN
BRN_Re-export & Re-import,BRN_Re-export & Re-import,Import,True,,10813.497822023533,1672.435412875676,0.844134899500976,0,USD,Brunei,BRN
BGR_Agriculture,BGR_Agriculture,Agriculture,True,,6959087.541411688,523900.47052715434,0.36026478382336097,0,USD,Bulgaria,BGR
BGR_Fishing,BGR_Fishing,Agriculture,True,,154553.50699845285,8559.152360328122,0.1434723638419074,0,USD,Bulgaria,BGR
BGR_Mining and Quarrying,BGR_Mining and Quarrying,Mining,True,,1406122.300960219,18721.70072597314,0.18612783182908044,0,USD,Bulgaria,BGR
BGR_Food & Beverages,BGR_Food & Beverages,Agriculture,True,,5839578.290208194,2718650.6852004793,0.2682225435018277,0,USD,Bulgaria,BGR
BGR_Textiles and Wearing Apparel,BGR_Textiles and Wearing Apparel,Manufacturing,True,,4129316.871263531,2228059.0262860595,0.3885744783292686,0,USD,Bulgaria,BGR
BGR_Wood and Paper,BGR_Wood and Paper,Manufacturing,True,,3490632.8332754932,96491.86671607495,0.2737046434075691,0,USD,Bulgaria,BGR
"BGR_Petroleum, Chemical and Non-Metallic Mineral Products","BGR_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,11756397.0050146,805581.4980971881,0.4747689986884265,0,USD,Bulgaria,BGR
BGR_Metal Products,BGR_Metal Products,Manufacturing,True,,6506051.475020781,128198.91974026978,0.680537290423656,0,USD,Bulgaria,BGR
BGR_Electrical and Machinery,BGR_Electrical and Machinery,Utility,True,,11256867.037345251,3659249.1806642604,0.31252392583404914,0,USD,Bulgaria,BGR
BGR_Transport Equipment,BGR_Transport Equipment,Utility,True,,3507886.5183946164,1117458.9224453245,0.16345324245884926,0,USD,Bulgaria,BGR
BGR_Other Manufacturing,BGR_Other Manufacturing,Manufacturing,True,,1297094.427592955,413123.8191854731,0.1988943647720634,0,USD,Bulgaria,BGR
BGR_Recycling,BGR_Recycling,Utility,True,,299274.76650025713,98567.56110536956,0.24213054255553113,0,USD,Bulgaria,BGR
"BGR_Electricity, Gas and Water","BGR_Electricity, Gas and Water",Utility,True,,9382012.02835467,5177630.862978374,0.00916946992247485,0,USD,Bulgaria,BGR
BGR_Construction,BGR_Construction,construction,True,,9058999.612307493,2872313.187587287,0.03695611188628181,0,USD,Bulgaria,BGR
BGR_Maintenance and Repair,BGR_Maintenance and Repair,construction,True,,256571.18777016125,41797.76103085818,0.26596548268869197,0,USD,Bulgaria,BGR
BGR_Wholesale Trade,BGR_Wholesale Trade,Trade,True,,7984648.908960983,1372156.8244048245,0.0927540857526008,0,USD,Bulgaria,BGR
BGR_Retail Trade,BGR_Retail Trade,Trade,True,,3974161.3160062386,2469562.684447215,0.10171093244781505,0,USD,Bulgaria,BGR
BGR_Hotels and Restraurants,BGR_Hotels and Restraurants,Service,True,,5974824.484368707,4096304.8305168464,0.06670937578076427,0,USD,Bulgaria,BGR
BGR_Transport,BGR_Transport,construction,True,,11831625.064913776,7249692.63833926,0.04821335208011104,0,USD,Bulgaria,BGR
BGR_Post and Telecommunications,BGR_Post and Telecommunications,Service,True,,5980355.5854757875,1652807.9886087517,0.03947208190100815,0,USD,Bulgaria,BGR
BGR_Finacial Intermediation and Business Activities,BGR_Finacial Intermediation and Business Activities,Service,True,,18370487.94841869,893723.5441910245,0.01366337857504947,0,USD,Bulgaria,BGR
BGR_Public Administration,BGR_Public Administration,Service,True,,6183264.006174186,5794518.4126990875,0.03893115983479428,0,USD,Bulgaria,BGR
"BGR_Education, Health and Other Services","BGR_Education, Health and Other Services",Service,True,,8923963.970860446,6830776.710241916,0.06657926087539327,0,USD,Bulgaria,BGR
BGR_Private Households,BGR_Private Households,Service,True,,115485.82783839814,70792.04606241712,0.3429135178508348,0,USD,Bulgaria,BGR
BGR_Others,BGR_Others,Service,True,,470230.36992159986,63814.299917272925,0.04617148726048078,0,USD,Bulgaria,BGR
BGR_Re-export & Re-import,BGR_Re-export & Re-import,Import,True,,34237.35414724416,2577.314406036549,0.9238824448049144,0,USD,Bulgaria,BGR
BFA_Agriculture,BFA_Agriculture,Agriculture,True,,3204622.712022639,1093871.2285976093,0.44816446872073706,0,USD,Burkina Faso,BFA
BFA_Fishing,BFA_Fishing,Agriculture,True,,154437.02030848077,39554.572409526736,0.5403642164505741,0,USD,Burkina Faso,BFA
BFA_Mining and Quarrying,BFA_Mining and Quarrying,Mining,True,,282572.2432863509,61787.12623890782,0.39430715509638015,0,USD,Burkina Faso,BFA
BFA_Food & Beverages,BFA_Food & Beverages,Agriculture,True,,827348.4622484848,514064.7751480907,0.10743311584556893,0,USD,Burkina Faso,BFA
BFA_Textiles and Wearing Apparel,BFA_Textiles and Wearing Apparel,Manufacturing,True,,209471.72442378875,87216.09517653577,0.28696161881324883,0,USD,Burkina Faso,BFA
BFA_Wood and Paper,BFA_Wood and Paper,Manufacturing,True,,415116.181541049,56932.85261485776,0.1113634589515955,0,USD,Burkina Faso,BFA
"BFA_Petroleum, Chemical and Non-Metallic Mineral Products","BFA_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,1067990.5115308105,240510.08452002663,0.08704061477713301,0,USD,Burkina Faso,BFA
BFA_Metal Products,BFA_Metal Products,Manufacturing,True,,455957.79274455144,24810.427238050237,0.11434036791363474,0,USD,Burkina Faso,BFA
BFA_Electrical and Machinery,BFA_Electrical and Machinery,Utility,True,,1205327.1585758138,562628.8804388219,0.038273974139520696,0,USD,Burkina Faso,BFA
BFA_Transport Equipment,BFA_Transport Equipment,Utility,True,,576496.4981703178,298342.5358948648,0.06538085273905504,0,USD,Burkina Faso,BFA
BFA_Other Manufacturing,BFA_Other Manufacturing,Manufacturing,True,,186595.20261242994,94410.40354357047,0.19574440438173843,0,USD,Burkina Faso,BFA
BFA_Recycling,BFA_Recycling,Utility,True,,76019.90898489548,41552.354051651375,0.37432531896082805,0,USD,Burkina Faso,BFA
"BFA_Electricity, Gas and Water","BFA_Electricity, Gas and Water",Utility,True,,1244878.9846899377,852694.5560873294,0.11033776688408001,0,USD,Burkina Faso,BFA
BFA_Construction,BFA_Construction,construction,True,,1105222.6281926678,962073.3586616048,0.04007714156060648,0,USD,Burkina Faso,BFA
BFA_Maintenance and Repair,BFA_Maintenance and Repair,construction,True,,87643.93753518516,39503.75061559222,0.4564092785828352,0,USD,Burkina Faso,BFA
BFA_Wholesale Trade,BFA_Wholesale Trade,Trade,True,,1086220.8337902585,574778.5861252438,0.053966977728152184,0,USD,Burkina Faso,BFA
BFA_Retail Trade,BFA_Retail Trade,Trade,True,,956477.3553664922,854533.5796519967,0.0747852828738292,0,USD,Burkina Faso,BFA
BFA_Hotels and Restraurants,BFA_Hotels and Restraurants,Service,True,,787863.6292355335,619063.1154439664,0.09661409521140804,0,USD,Burkina Faso,BFA
BFA_Transport,BFA_Transport,construction,True,,591366.2361701864,271730.847787221,0.16786869431178808,0,USD,Burkina Faso,BFA
BFA_Post and Telecommunications,BFA_Post and Telecommunications,Service,True,,568952.1940641685,302581.6599178179,0.10678081914119232,0,USD,Burkina Faso,BFA
BFA_Finacial Intermediation and Business Activities,BFA_Finacial Intermediation and Business Activities,Service,True,,2795077.680778787,1560980.2405628157,0.03376853921879856,0,USD,Burkina Faso,BFA
BFA_Public Administration,BFA_Public Administration,Service,True,,1320710.950310926,1276691.7504557096,0.03230051111673849,0,USD,Burkina Faso,BFA
"BFA_Education, Health and Other Services","BFA_Education, Health and Other Services",Service,True,,1424330.3436986038,1315457.1053853594,0.052024284227370474,0,USD,Burkina Faso,BFA
BFA_Private Households,BFA_Private Households,Service,True,,69956.86610198842,31644.979204230684,0.5388926439585916,0,USD,Burkina Faso,BFA
BFA_Others,BFA_Others,Service,True,,83148.07301214084,40381.85609119646,0.2763413121142227,0,USD,Burkina Faso,BFA
BFA_Re-export & Re-import,BFA_Re-export & Re-import,Import,True,,46258.8676749953,3015.7789303918603,0.9338630810661716,0,USD,Burkina Faso,BFA
BDI_Agriculture,BDI_Agriculture,Agriculture,True,,967375.6915823172,184009.32357544044,0.07232730203549928,0,USD,Burundi,BDI
BDI_Fishing,BDI_Fishing,Agriculture,True,,32865.69943937556,4740.660798798013,0.3146274301160621,0,USD,Burundi,BDI
BDI_Mining and Quarrying,BDI_Mining and Quarrying,Mining,True,,21989.052175272478,1250.8451354962106,0.06997878173696846,0,USD,Burundi,BDI
BDI_Food & Beverages,BDI_Food & Beverages,Agriculture,True,,315819.78370612755,204407.16541454516,0.027847567541132774,0,USD,Burundi,BDI
BDI_Textiles and Wearing Apparel,BDI_Textiles and Wearing Apparel,Manufacturing,True,,32889.12741373459,14985.507841638584,0.11943409755698003,0,USD,Burundi,BDI
BDI_Wood and Paper,BDI_Wood and Paper,Manufacturing,True,,107779.89649612329,13706.771755282425,0.03365225358118404,0,USD,Burundi,BDI
"BDI_Petroleum, Chemical and Non-Metallic Mineral Products","BDI_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,209091.8178169889,44559.849652725236,0.020379799390299984,0,USD,Burundi,BDI
BDI_Metal Products,BDI_Metal Products,Manufacturing,True,,87475.63607884568,2943.193827330351,0.05107141626827957,0,USD,Burundi,BDI
BDI_Electrical and Machinery,BDI_Electrical and Machinery,Utility,True,,193631.54630937654,65155.39432489349,0.025118615474526932,0,USD,Burundi,BDI
BDI_Transport Equipment,BDI_Transport Equipment,Utility,True,,92208.06140150048,47879.08416095245,0.04658373021036257,0,USD,Burundi,BDI
BDI_Other Manufacturing,BDI_Other Manufacturing,Manufacturing,True,,35526.97251038621,13039.341771011685,0.0996742239249153,0,USD,Burundi,BDI
BDI_Recycling,BDI_Recycling,Utility,True,,10138.366493133759,6070.189824722367,0.18594541829674097,0,USD,Burundi,BDI
"BDI_Electricity, Gas and Water","BDI_Electricity, Gas and Water",Utility,True,,58518.529324696574,26314.87590618196,0.021749953718973754,0,USD,Burundi,BDI
BDI_Construction,BDI_Construction,construction,True,,211995.16410337924,147866.8400528583,0.05038857812960227,0,USD,Burundi,BDI
BDI_Maintenance and Repair,BDI_Maintenance and Repair,construction,True,,13522.34544021758,6217.156425393453,0.44248708763410005,0,USD,Burundi,BDI
BDI_Wholesale Trade,BDI_Wholesale Trade,Trade,True,,166650.73474897727,84398.95467609634,0.050416913231958266,0,USD,Burundi,BDI
BDI_Retail Trade,BDI_Retail Trade,Trade,True,,179128.03027363494,157389.64414003314,0.04358853050901353,0,USD,Burundi,BDI
BDI_Hotels and Restraurants,BDI_Hotels and Restraurants,Service,True,,179155.23187410584,148978.15224637135,0.05256478166572351,0,USD,Burundi,BDI
BDI_Transport,BDI_Transport,construction,True,,134340.21203890129,38874.42385934637,0.04297937818412197,0,USD,Burundi,BDI
BDI_Post and Telecommunications,BDI_Post and Telecommunications,Service,True,,103042.28506799432,42471.05408554168,0.05868284120894997,0,USD,Burundi,BDI
BDI_Finacial Intermediation and Business Activities,BDI_Finacial Intermediation and Business Activities,Service,True,,714733.2329998305,348991.7193612052,0.0029124724953513213,0,USD,Burundi,BDI
BDI_Public Administration,BDI_Public Administration,Service,True,,303821.3372880747,293012.53320268256,0.02944289026649373,0,USD,Burundi,BDI
"BDI_Education, Health and Other Services","BDI_Education, Health and Other Services",Service,True,,413168.05653032294,383163.67600379605,0.02095652388337858,0,USD,Burundi,BDI
BDI_Private Households,BDI_Private Households,Service,True,,12466.13176902635,6270.899240143787,0.4844162642646454,0,USD,Burundi,BDI
BDI_Others,BDI_Others,Service,True,,17303.949922163258,4469.665628705795,0.0525283451781855,0,USD,Burundi,BDI
BDI_Re-export & Re-import,BDI_Re-export & Re-import,Import,True,,6734.735440826873,1442.9200737811877,0.7815880595896751,0,USD,Burundi,BDI
KHM_Agriculture,KHM_Agriculture,Agriculture,True,,5094564.33395473,1216082.4385862278,0.6869242717321626,0,USD,Cambodia,KHM
KHM_Fishing,KHM_Fishing,Agriculture,True,,293577.4278729392,91596.74731328488,0.5862518630149729,0,USD,Cambodia,KHM
KHM_Mining and Quarrying,KHM_Mining and Quarrying,Mining,True,,326206.3307933558,10516.73462464149,0.17068940267129934,0,USD,Cambodia,KHM
KHM_Food & Beverages,KHM_Food & Beverages,Agriculture,True,,1283411.7947309632,789670.1704364534,0.12981384728541884,0,USD,Cambodia,KHM
KHM_Textiles and Wearing Apparel,KHM_Textiles and Wearing Apparel,Manufacturing,True,,2761064.65676964,2348182.5163132,0.13480366225900134,0,USD,Cambodia,KHM
KHM_Wood and Paper,KHM_Wood and Paper,Manufacturing,True,,919209.7314954203,58421.62293798377,0.4030096475793023,0,USD,Cambodia,KHM
"KHM_Petroleum, Chemical and Non-Metallic Mineral Products","KHM_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,1924357.8368518976,421337.4821008394,0.07528859400551073,0,USD,Cambodia,KHM
KHM_Metal Products,KHM_Metal Products,Manufacturing,True,,793383.101711595,36668.09014484042,0.16568969667133385,0,USD,Cambodia,KHM
KHM_Electrical and Machinery,KHM_Electrical and Machinery,Utility,True,,2030693.074669972,837074.535507037,0.09707625242429913,0,USD,Cambodia,KHM
KHM_Transport Equipment,KHM_Transport Equipment,Utility,True,,948464.2288403602,490972.48779520753,0.12875321982829147,0,USD,Cambodia,KHM
KHM_Other Manufacturing,KHM_Other Manufacturing,Manufacturing,True,,390638.25967485947,143855.56985183066,0.2447476963562314,0,USD,Cambodia,KHM
KHM_Recycling,KHM_Recycling,Utility,True,,173070.56632609328,17240.040205663816,0.8581020840979287,0,USD,Cambodia,KHM
"KHM_Electricity, Gas and Water","KHM_Electricity, Gas and Water",Utility,True,,745628.4217943707,371706.534506203,0.06697070518315254,0,USD,Cambodia,KHM
KHM_Construction,KHM_Construction,construction,True,,3076157.56781823,2256867.756342177,0.08589225674270394,0,USD,Cambodia,KHM
KHM_Maintenance and Repair,KHM_Maintenance and Repair,construction,True,,163760.45774357038,46700.594733673446,0.6166823967116202,0,USD,Cambodia,KHM
KHM_Wholesale Trade,KHM_Wholesale Trade,Trade,True,,2086061.7181463274,940785.2395137382,0.2016324621624121,0,USD,Cambodia,KHM
KHM_Retail Trade,KHM_Retail Trade,Trade,True,,1711335.7095302893,1462245.388525503,0.08883935053135499,0,USD,Cambodia,KHM
KHM_Hotels and Restraurants,KHM_Hotels and Restraurants,Service,True,,1353742.9127839936,1005582.4575985897,0.17088067532384965,0,USD,Cambodia,KHM
KHM_Transport,KHM_Transport,construction,True,,2030479.5289289125,478620.00017968146,0.42838199599779814,0,USD,Cambodia,KHM
KHM_Post and Telecommunications,KHM_Post and Telecommunications,Service,True,,1499772.3929502324,482690.6013025239,0.2580245464483263,0,USD,Cambodia,KHM
KHM_Finacial Intermediation and Business Activities,KHM_Finacial Intermediation and Business Activities,Service,True,,6242014.032580137,1992292.5103895923,0.007204229894365765,0,USD,Cambodia,KHM
KHM_Public Administration,KHM_Public Administration,Service,True,,1368687.4020486898,1174178.1055702302,0.10038528062931128,0,USD,Cambodia,KHM
"KHM_Education, Health and Other Services","KHM_Education, Health and Other Services",Service,True,,2599252.2469406896,2056687.1410634264,0.07813316409259531,0,USD,Cambodia,KHM
KHM_Private Households,KHM_Private Households,Service,True,,98471.06393250778,31430.811902828846,0.6771533231059789,0,USD,Cambodia,KHM
KHM_Others,KHM_Others,Service,True,,108477.24825046735,33129.706304842235,0.16451407384910624,0,USD,Cambodia,KHM
KHM_Re-export & Re-import,KHM_Re-export & Re-import,Import,True,,44096.971832262534,4912.2052291794835,0.8882079595639538,0,USD,Cambodia,KHM
CMR_Agriculture,CMR_Agriculture,Agriculture,True,,4951250.700143577,1811077.4272420213,0.5003616667622414,0,USD,Cameroon,CMR
CMR_Fishing,CMR_Fishing,Agriculture,True,,130717.11892893238,55420.87032294952,0.133331995409557,0,USD,Cameroon,CMR
CMR_Mining and Quarrying,CMR_Mining and Quarrying,Mining,True,,1314489.9738488216,31414.633654240533,0.8370496784337756,0,USD,Cameroon,CMR
CMR_Food & Beverages,CMR_Food & Beverages,Agriculture,True,,2037042.303604995,1292766.148827,0.07623016802016398,0,USD,Cameroon,CMR
CMR_Textiles and Wearing Apparel,CMR_Textiles and Wearing Apparel,Manufacturing,True,,408278.3583363474,190390.4060911738,0.09524538333020688,0,USD,Cameroon,CMR
CMR_Wood and Paper,CMR_Wood and Paper,Manufacturing,True,,1662069.9581760436,137361.68836829797,0.4811526683120769,0,USD,Cameroon,CMR
"CMR_Petroleum, Chemical and Non-Metallic Mineral Products","CMR_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,3002418.3168172184,637822.393278105,0.041189826239872815,0,USD,Cameroon,CMR
CMR_Metal Products,CMR_Metal Products,Manufacturing,True,,1304151.2675937123,77866.38419604264,0.10648514350172475,0,USD,Cameroon,CMR
CMR_Electrical and Machinery,CMR_Electrical and Machinery,Utility,True,,3600457.674352454,1736807.3040893918,0.021027087206815818,0,USD,Cameroon,CMR
CMR_Transport Equipment,CMR_Transport Equipment,Utility,True,,1553178.2170073725,928628.3403805336,0.020178661774708312,0,USD,Cameroon,CMR
CMR_Other Manufacturing,CMR_Other Manufacturing,Manufacturing,True,,513765.4014680469,232740.42493341252,0.08575297871118832,0,USD,Cameroon,CMR
CMR_Recycling,CMR_Recycling,Utility,True,,104262.91375913101,66948.60418908851,0.12483370739197962,0,USD,Cameroon,CMR
"CMR_Electricity, Gas and Water","CMR_Electricity, Gas and Water",Utility,True,,1449601.7832126403,897691.9552196584,0.004980510231561088,0,USD,Cameroon,CMR
CMR_Construction,CMR_Construction,construction,True,,3745082.416832299,2943212.979948729,0.011870021806135217,0,USD,Cameroon,CMR
CMR_Maintenance and Repair,CMR_Maintenance and Repair,construction,True,,147386.66472745978,87503.46174520641,0.19410091839145507,0,USD,Cameroon,CMR
CMR_Wholesale Trade,CMR_Wholesale Trade,Trade,True,,3489140.019535532,1906881.6716351921,0.05899728731658829,0,USD,Cameroon,CMR
CMR_Retail Trade,CMR_Retail Trade,Trade,True,,3257161.8229566775,2884140.226779947,0.027389472926386296,0,USD,Cameroon,CMR
CMR_Hotels and Restraurants,CMR_Hotels and Restraurants,Service,True,,2293082.732838867,1812084.851736229,0.06517718025708077,0,USD,Cameroon,CMR
CMR_Transport,CMR_Transport,construction,True,,2600402.3550195144,632003.7281870294,0.11900174243618832,0,USD,Cameroon,CMR
CMR_Post and Telecommunications,CMR_Post and Telecommunications,Service,True,,2340697.080942298,934417.2569820423,0.05745254344322154,0,USD,Cameroon,CMR
CMR_Finacial Intermediation and Business Activities,CMR_Finacial Intermediation and Business Activities,Service,True,,11934141.314551072,2969638.4928265256,0.0028788483468473593,0,USD,Cameroon,CMR
CMR_Public Administration,CMR_Public Administration,Service,True,,3001642.643914453,2931591.645923873,0.005467952833711124,0,USD,Cameroon,CMR
"CMR_Education, Health and Other Services","CMR_Education, Health and Other Services",Service,True,,4489078.598465184,3655325.4194136467,0.01537832451744941,0,USD,Cameroon,CMR
CMR_Private Households,CMR_Private Households,Service,True,,55806.54441387691,41289.261498218955,0.23126960196533264,0,USD,Cameroon,CMR
CMR_Others,CMR_Others,Service,True,,130469.85245843395,39148.106966060936,0.028604982469509484,0,USD,Cameroon,CMR
CMR_Re-export & Re-import,CMR_Re-export & Re-import,Import,True,,15360.050107105217,2297.0628338366373,0.8498974324458662,0,USD,Cameroon,CMR
CAN_Agriculture,CAN_Agriculture,Agriculture,True,,87231946.2324605,11922130.239354402,0.17407361694555012,0,USD,Canada,CAN
