labels,sector,sector_type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
TUR_Textiles and Wearing Apparel,TUR_Textiles and Wearing Apparel,Manufacturing,True,,93392798.81325482,58442575.93733914,0.2041810426880181,0,USD,Turkey,TUR
TUR_Wood and Paper,TUR_Wood and Paper,Manufacturing,True,,13893902.949717797,881995.7424180377,0.19108252989975483,0,USD,Turkey,TUR
"TUR_Petroleum, Chemical and Non-Metallic Mineral Products","TUR_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,61800272.18821506,8772271.579340247,0.3703313062072398,0,USD,Turkey,TUR
TUR_Metal Products,TUR_Metal Products,Manufacturing,True,,31842407.65631306,3134341.4387911987,0.361868816389683,0,USD,Turkey,TUR
TUR_Electrical and Machinery,TUR_Electrical and Machinery,Utility,True,,51027589.55745125,36749917.768095605,0.20795253185785909,0,USD,Turkey,TUR
TUR_Transport Equipment,TUR_Transport Equipment,Utility,True,,24206358.489955213,17141138.703937624,0.221404260694501,0,USD,Turkey,TUR
TUR_Other Manufacturing,TUR_Other Manufacturing,Manufacturing,True,,15356149.355643686,13356160.006233377,0.09596250148952368,0,USD,Turkey,TUR
TUR_Recycling,TUR_Recycling,Utility,True,,183644.91495302456,29671.677646747536,0.8062533752494654,0,USD,Turkey,TUR
"TUR_Electricity, Gas and Water","TUR_Electricity, Gas and Water",Utility,True,,28858411.31152242,11835513.29439779,0.02491498411763178,0,USD,Turkey,TUR
TUR_Construction,TUR_Construction,construction,True,,104080270.01162909,99144535.91047722,0.04148699450893437,0,USD,Turkey,TUR
TUR_Maintenance and Repair,TUR_Maintenance and Repair,construction,True,,22509596.343892567,12680370.846251115,0.0155778612777107,0,USD,Turkey,TUR
TUR_Wholesale Trade,TUR_Wholesale Trade,Trade,True,,45460021.88785087,19943915.09049546,0.05926962796446504,0,USD,Turkey,TUR
TUR_Retail Trade,TUR_Retail Trade,Trade,True,,45653406.88503976,27746291.158308033,0.027358530626878513,0,USD,Turkey,TUR
TUR_Hotels and Restraurants,TUR_Hotels and Restraurants,Service,True,,36246995.793903984,33649827.52804924,0.05254616373178358,0,USD,Turkey,TUR
TUR_Transport,TUR_Transport,construction,True,,124230181.68135256,98939072.00131173,0.021885252828620052,0,USD,Turkey,TUR
TUR_Post and Telecommunications,TUR_Post and Telecommunications,Service,True,,16654787.418010253,9979895.545396416,0.24290602416114046,0,USD,Turkey,TUR
TUR_Finacial Intermediation and Business Activities,TUR_Finacial Intermediation and Business Activities,Service,True,,151272750.9438249,92196034.86352953,0.07418017383522366,0,USD,Turkey,TUR
TUR_Public Administration,TUR_Public Administration,Service,True,,65387853.416743666,62732337.96559242,0.040094666249540924,0,USD,Turkey,TUR
"TUR_Education, Health and Other Services","TUR_Education, Health and Other Services",Service,True,,104444297.88235629,96989958.55415404,0.058663928962294255,0,USD,Turkey,TUR
TUR_Private Households,TUR_Private Households,Service,True,,890482.348515901,779903.0084572962,0.12410109402368633,0,USD,Turkey,TUR
TUR_Others,TUR_Others,Service,True,,1873752.6921001927,1426535.3150322433,0.03388737648925258,0,USD,Turkey,TUR
TUR_Re-export & Re-import,TUR_Re-export & Re-import,Import,True,,3916020.2194925137,1118034.7273925366,0.7144932788650344,0,USD,Turkey,TUR
TKM_Agriculture,TKM_Agriculture,Agriculture,True,,1019554.1141211664,239329.9233196374,0.33075054311776786,0,USD,Turkmenistan,TKM
TKM_Fishing,TKM_Fishing,Agriculture,True,,52444.631061921566,6562.893412314523,0.0387027062543448,0,USD,Turkmenistan,TKM
TKM_Mining and Quarrying,TKM_Mining and Quarrying,Mining,True,,1476262.5820808487,56524.88544131188,0.9238667731766999,0,USD,Turkmenistan,TKM
TKM_Food & Beverages,TKM_Food & Beverages,Agriculture,True,,1837442.979493076,1135058.629499553,0.026037656343883112,0,USD,Turkmenistan,TKM
TKM_Textiles and Wearing Apparel,TKM_Textiles and Wearing Apparel,Manufacturing,True,,674598.8299874176,316807.03116210166,0.3759494068616242,0,USD,Turkmenistan,TKM
TKM_Wood and Paper,TKM_Wood and Paper,Manufacturing,True,,1052572.7371216586,106768.6771829016,0.0023995124922804654,0,USD,Turkmenistan,TKM
"TKM_Petroleum, Chemical and Non-Metallic Mineral Products","TKM_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,3051663.987311449,580263.5358428137,0.13277636726598285,0,USD,Turkmenistan,TKM
TKM_Metal Products,TKM_Metal Products,Manufacturing,True,,1167375.8860945187,75781.95941722514,0.016158557876679278,0,USD,Turkmenistan,TKM
TKM_Electrical and Machinery,TKM_Electrical and Machinery,Utility,True,,3921780.6628485713,1878895.5760029005,0.015685053461146695,0,USD,Turkmenistan,TKM
TKM_Transport Equipment,TKM_Transport Equipment,Utility,True,,1789874.0181399938,1033134.6530962294,0.018809577397938853,0,USD,Turkmenistan,TKM
TKM_Other Manufacturing,TKM_Other Manufacturing,Manufacturing,True,,531664.4257142238,229326.2523517707,0.009682315790712806,0,USD,Turkmenistan,TKM
TKM_Recycling,TKM_Recycling,Utility,True,,98187.49549128406,62064.14846519756,0.12782438565408402,0,USD,Turkmenistan,TKM
"TKM_Electricity, Gas and Water","TKM_Electricity, Gas and Water",Utility,True,,671356.7856269735,298067.72286213184,0.020084238696194287,0,USD,Turkmenistan,TKM
TKM_Construction,TKM_Construction,construction,True,,3363824.2312300587,2497190.7169535058,0.007260747153729835,0,USD,Turkmenistan,TKM
TKM_Maintenance and Repair,TKM_Maintenance and Repair,construction,True,,105383.56809513297,57833.75220293091,0.1762797658685461,0,USD,Turkmenistan,TKM
TKM_Wholesale Trade,TKM_Wholesale Trade,Trade,True,,2157295.3913421705,1008543.4676512463,0.03703271847682612,0,USD,Turkmenistan,TKM
TKM_Retail Trade,TKM_Retail Trade,Trade,True,,1771433.917671047,1533649.5527038567,0.02180266764620143,0,USD,Turkmenistan,TKM
TKM_Hotels and Restraurants,TKM_Hotels and Restraurants,Service,True,,1592962.6464432853,1292698.6774984838,0.025602697796375015,0,USD,Turkmenistan,TKM
TKM_Transport,TKM_Transport,construction,True,,2148137.859745684,670007.9437034107,0.13019155139157867,0,USD,Turkmenistan,TKM
TKM_Post and Telecommunications,TKM_Post and Telecommunications,Service,True,,1885839.4406985948,682626.9508731534,0.03263461325829698,0,USD,Turkmenistan,TKM
TKM_Finacial Intermediation and Business Activities,TKM_Finacial Intermediation and Business Activities,Service,True,,10814464.889454,3083607.564288178,0.00014877013835384468,0,USD,Turkmenistan,TKM
TKM_Public Administration,TKM_Public Administration,Service,True,,3488568.517975823,3418657.2210259796,0.005247777210196667,0,USD,Turkmenistan,TKM
"TKM_Education, Health and Other Services","TKM_Education, Health and Other Services",Service,True,,4987394.867233783,4218627.122493669,0.011671522076293758,0,USD,Turkmenistan,TKM
TKM_Private Households,TKM_Private Households,Service,True,,74124.85472639414,54480.355575182635,0.23820304273627593,0,USD,Turkmenistan,TKM
TKM_Others,TKM_Others,Service,True,,151167.43073376396,52577.80649791073,0.011838348056633367,0,USD,Turkmenistan,TKM
TKM_Re-export & Re-import,TKM_Re-export & Re-import,Import,True,,27112.40457315753,8831.264745146795,0.6683453763430036,0,USD,Turkmenistan,TKM
USR_Agriculture,USR_Agriculture,Agriculture,True,,143.73967559893367,11.467263255756004,0.6133292146085215,0,USD,Former USSR,USR
USR_Fishing,USR_Fishing,Agriculture,True,,143.35848412872355,11.460708909105001,0.6128951192084647,0,USD,Former USSR,USR
USR_Mining and Quarrying,USR_Mining and Quarrying,Mining,True,,143.35848380572352,11.460708804105003,0.6128951190687111,0,USD,Former USSR,USR
USR_Food & Beverages,USR_Food & Beverages,Agriculture,True,,143.35848380572352,11.460708804105003,0.6128951190687111,0,USD,Former USSR,USR
USR_Textiles and Wearing Apparel,USR_Textiles and Wearing Apparel,Manufacturing,True,,143.35848381072353,11.460708806105004,0.6128951190682613,0,USD,Former USSR,USR
USR_Wood and Paper,USR_Wood and Paper,Manufacturing,True,,143.35848380872352,11.460708806105004,0.6128951190628608,0,USD,Former USSR,USR
"USR_Petroleum, Chemical and Non-Metallic Mineral Products","USR_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,143.35848380572352,11.460708804105003,0.6128951190687111,0,USD,Former USSR,USR
USR_Metal Products,USR_Metal Products,Manufacturing,True,,143.35848380972354,11.460708806105004,0.612895119065561,0,USD,Former USSR,USR
USR_Electrical and Machinery,USR_Electrical and Machinery,Utility,True,,143.35848404872357,11.460708809105004,0.6128951196899962,0,USD,Former USSR,USR
USR_Transport Equipment,USR_Transport Equipment,Utility,True,,143.35848380572352,11.460708804105003,0.6128951190687111,0,USD,Former USSR,USR
USR_Other Manufacturing,USR_Other Manufacturing,Manufacturing,True,,143.3584918137235,11.460708703105002,0.6128951413969027,0,USD,Former USSR,USR
USR_Recycling,USR_Recycling,Utility,True,,143.3584916427234,11.460708701105002,0.6128951409491092,0,USD,Former USSR,USR
"USR_Electricity, Gas and Water","USR_Electricity, Gas and Water",Utility,True,,143.3584918137235,11.460708703105002,0.6128951413969027,0,USD,Former USSR,USR
USR_Construction,USR_Construction,construction,True,,143.367716957871,11.460988704732012,0.6129101454475991,0,USD,Former USSR,USR
USR_Maintenance and Repair,USR_Maintenance and Repair,construction,True,,143.36771692787102,11.460988704732012,0.6129101453665998,0,USD,Former USSR,USR
USR_Wholesale Trade,USR_Wholesale Trade,Trade,True,,143.367716957871,11.460988704732012,0.6129101454475991,0,USD,Former USSR,USR
USR_Retail Trade,USR_Retail Trade,Trade,True,,143.3676153798711,11.46098884173201,0.6129098702333319,0,USD,Former USSR,USR
USR_Hotels and Restraurants,USR_Hotels and Restraurants,Service,True,,143.36760884283916,11.460988119832013,0.6129098576187632,0,USD,Former USSR,USR
USR_Transport,USR_Transport,construction,True,,143.36760884293915,11.460988119832013,0.6129098576190332,0,USD,Former USSR,USR
USR_Post and Telecommunications,USR_Post and Telecommunications,Service,True,,143.36760884283916,11.460988119832013,0.6129098576187632,0,USD,Former USSR,USR
USR_Finacial Intermediation and Business Activities,USR_Finacial Intermediation and Business Activities,Service,True,,143.35854419664537,11.460712510014995,0.6128952562890695,0,USD,Former USSR,USR
USR_Public Administration,USR_Public Administration,Service,True,,143.3677484805335,11.46099127163201,0.6129102126538077,0,USD,Former USSR,USR
"USR_Education, Health and Other Services","USR_Education, Health and Other Services",Service,True,,143.36775285994344,11.460992732532006,0.61291021428824,0,USD,Former USSR,USR
USR_Private Households,USR_Private Households,Service,True,,143.3677485606335,11.46099127163201,0.6129102128700761,0,USD,Former USSR,USR
USR_Others,USR_Others,Service,True,,143.35848830582455,11.460708453905001,0.6128951336629714,0,USD,Former USSR,USR
USR_Re-export & Re-import,USR_Re-export & Re-import,Import,True,,144.83547782073984,11.461493635913975,0.6072410952631349,0,USD,Former USSR,USR
UGA_Agriculture,UGA_Agriculture,Agriculture,True,,5661251.93265542,2408069.7591672917,0.26631578028482916,0,USD,Uganda,UGA
UGA_Fishing,UGA_Fishing,Agriculture,True,,324271.54697840154,56073.18178409618,0.19250297046710382,0,USD,Uganda,UGA
UGA_Mining and Quarrying,UGA_Mining and Quarrying,Mining,True,,431499.8376285759,28917.172641509365,0.08530708678678883,0,USD,Uganda,UGA
UGA_Food & Beverages,UGA_Food & Beverages,Agriculture,True,,2018501.854471405,1484239.405172808,0.08152168222985749,0,USD,Uganda,UGA
UGA_Textiles and Wearing Apparel,UGA_Textiles and Wearing Apparel,Manufacturing,True,,281127.7657798509,151608.47611022924,0.12735578376366755,0,USD,Uganda,UGA
UGA_Wood and Paper,UGA_Wood and Paper,Manufacturing,True,,782735.4447184387,102039.17817901286,0.04569750535737229,0,USD,Uganda,UGA
"UGA_Petroleum, Chemical and Non-Metallic Mineral Products","UGA_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,1803895.9371611583,462972.57260809053,0.02932352180154956,0,USD,Uganda,UGA
UGA_Metal Products,UGA_Metal Products,Manufacturing,True,,723682.8642275138,52758.128029806,0.11084143536731735,0,USD,Uganda,UGA
UGA_Electrical and Machinery,UGA_Electrical and Machinery,Utility,True,,2079127.357887874,1069202.38129538,0.024128212782720697,0,USD,Uganda,UGA
UGA_Transport Equipment,UGA_Transport Equipment,Utility,True,,947106.8368578844,585563.7049162168,0.0369622076299301,0,USD,Uganda,UGA
UGA_Other Manufacturing,UGA_Other Manufacturing,Manufacturing,True,,316421.1205904151,163797.07083226103,0.09593529403003338,0,USD,Uganda,UGA
UGA_Recycling,UGA_Recycling,Utility,True,,115513.87168320894,68382.90288975112,0.33727959038551647,0,USD,Uganda,UGA
"UGA_Electricity, Gas and Water","UGA_Electricity, Gas and Water",Utility,True,,1141650.7450379152,537057.3570417644,0.02765835833366214,0,USD,Uganda,UGA
UGA_Construction,UGA_Construction,construction,True,,2895602.3760328838,2422267.564213594,0.019985642588667533,0,USD,Uganda,UGA
UGA_Maintenance and Repair,UGA_Maintenance and Repair,construction,True,,120019.1151907905,65208.43107242901,0.3567724274778453,0,USD,Uganda,UGA
UGA_Wholesale Trade,UGA_Wholesale Trade,Trade,True,,2133368.182028157,1257577.1696868136,0.03636248363730407,0,USD,Uganda,UGA
UGA_Retail Trade,UGA_Retail Trade,Trade,True,,2340382.829338347,2127092.254161782,0.03237586535062152,0,USD,Uganda,UGA
UGA_Hotels and Restraurants,UGA_Hotels and Restraurants,Service,True,,1624257.5551026284,1376995.7304291779,0.047210469104824494,0,USD,Uganda,UGA
UGA_Transport,UGA_Transport,construction,True,,1522815.6542320985,663594.6742556142,0.09273147604638611,0,USD,Uganda,UGA
UGA_Post and Telecommunications,UGA_Post and Telecommunications,Service,True,,1414248.293231477,690868.791273421,0.0482412746549375,0,USD,Uganda,UGA
UGA_Finacial Intermediation and Business Activities,UGA_Finacial Intermediation and Business Activities,Service,True,,8426081.569063438,4063628.041847038,0.007910555966622932,0,USD,Uganda,UGA
UGA_Public Administration,UGA_Public Administration,Service,True,,2230833.8046130366,2163405.796199018,0.01833874634875128,0,USD,Uganda,UGA
"UGA_Education, Health and Other Services","UGA_Education, Health and Other Services",Service,True,,3665267.9684393504,3250096.9942999166,0.018641565301302555,0,USD,Uganda,UGA
UGA_Private Households,UGA_Private Households,Service,True,,75857.1162351758,42269.14041021401,0.4342881422954146,0,USD,Uganda,UGA
UGA_Others,UGA_Others,Service,True,,121144.34259060245,59495.429027303224,0.15971354833040374,0,USD,Uganda,UGA
UGA_Re-export & Re-import,UGA_Re-export & Re-import,Import,True,,42026.38807794906,3107.8043358471077,0.9258829405498812,0,USD,Uganda,UGA
UKR_Agriculture,UKR_Agriculture,Agriculture,True,,33008221.017248742,12843480.869816331,0.017518386557193556,0,USD,Ukraine,UKR
UKR_Fishing,UKR_Fishing,Agriculture,True,,5393551.645333686,2098555.970805074,0.015845211580879936,0,USD,Ukraine,UKR
UKR_Mining and Quarrying,UKR_Mining and Quarrying,Mining,True,,13758958.87662589,397179.0403333085,0.17064632041900138,0,USD,Ukraine,UKR
UKR_Food & Beverages,UKR_Food & Beverages,Agriculture,True,,32859710.03385935,20807150.075704295,0.03715564913406113,0,USD,Ukraine,UKR
UKR_Textiles and Wearing Apparel,UKR_Textiles and Wearing Apparel,Manufacturing,True,,13696273.88148867,8464983.765957868,0.05253331484435768,0,USD,Ukraine,UKR
UKR_Wood and Paper,UKR_Wood and Paper,Manufacturing,True,,2446088.7133171153,166364.15984769198,0.24558746865880327,0,USD,Ukraine,UKR
"UKR_Petroleum, Chemical and Non-Metallic Mineral Products","UKR_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,18157192.42570299,2439479.484281065,0.2459766579275539,0,USD,Ukraine,UKR
UKR_Metal Products,UKR_Metal Products,Manufacturing,True,,19209383.654169954,1161540.2544133954,0.5271240092848322,0,USD,Ukraine,UKR
UKR_Electrical and Machinery,UKR_Electrical and Machinery,Utility,True,,19786597.68139746,7620104.473884179,0.17666558002539967,0,USD,Ukraine,UKR
UKR_Transport Equipment,UKR_Transport Equipment,Utility,True,,2205496.657887483,1373234.3897504807,0.11828370127610144,0,USD,Ukraine,UKR
UKR_Other Manufacturing,UKR_Other Manufacturing,Manufacturing,True,,6792563.920649659,5177097.738938094,0.03660261389454623,0,USD,Ukraine,UKR
UKR_Recycling,UKR_Recycling,Utility,True,,821738.7427361745,252626.5850946961,0.09584452682823599,0,USD,Ukraine,UKR
"UKR_Electricity, Gas and Water","UKR_Electricity, Gas and Water",Utility,True,,16153963.27752256,4734027.741494278,0.017129287208625877,0,USD,Ukraine,UKR
UKR_Construction,UKR_Construction,construction,True,,5885988.800265723,5633663.301157075,0.04285752652054244,0,USD,Ukraine,UKR
UKR_Maintenance and Repair,UKR_Maintenance and Repair,construction,True,,639183.5579083328,87423.49888269442,0.1719003693918504,0,USD,Ukraine,UKR
UKR_Wholesale Trade,UKR_Wholesale Trade,Trade,True,,8238356.922305107,1126796.4670143477,0.17190061210464055,0,USD,Ukraine,UKR
UKR_Retail Trade,UKR_Retail Trade,Trade,True,,18323252.059318703,2506144.3821169543,0.1719004583588573,0,USD,Ukraine,UKR
UKR_Hotels and Restraurants,UKR_Hotels and Restraurants,Service,True,,186190.67732534918,119373.87138213965,0.34072558587369456,0,USD,Ukraine,UKR
UKR_Transport,UKR_Transport,construction,True,,20991203.630880386,9850478.08908246,0.06614612139226429,0,USD,Ukraine,UKR
UKR_Post and Telecommunications,UKR_Post and Telecommunications,Service,True,,4245326.397346648,1424222.6774183197,0.05943808818705653,0,USD,Ukraine,UKR
UKR_Finacial Intermediation and Business Activities,UKR_Finacial Intermediation and Business Activities,Service,True,,26468971.55847481,6879314.916077742,0.11869856744362599,0,USD,Ukraine,UKR
UKR_Public Administration,UKR_Public Administration,Service,True,,1065629.603827146,1028237.4062474375,0.03492616434645126,0,USD,Ukraine,UKR
"UKR_Education, Health and Other Services","UKR_Education, Health and Other Services",Service,True,,9678371.878811121,6711324.595439056,0.04789711555070087,0,USD,Ukraine,UKR
UKR_Private Households,UKR_Private Households,Service,True,,18266.806905585872,17498.443517863838,0.04199603409218818,0,USD,Ukraine,UKR
UKR_Others,UKR_Others,Service,True,,5242575.897304373,5022056.090189225,0.04199592308403653,0,USD,Ukraine,UKR
UKR_Re-export & Re-import,UKR_Re-export & Re-import,Import,True,,16705.767697058887,4176.0549323147425,0.7097439745126817,0,USD,Ukraine,UKR
ARE_Agriculture,ARE_Agriculture,Agriculture,True,,7300454.661635113,2790002.7551162327,0.28328943046345295,0,USD,UAE,ARE
ARE_Fishing,ARE_Fishing,Agriculture,True,,406776.8794422378,90460.92126151358,0.40108135971108255,0,USD,UAE,ARE
ARE_Mining and Quarrying,ARE_Mining and Quarrying,Mining,True,,70699638.46558082,361031.7197064685,0.9818952306114036,0,USD,UAE,ARE
ARE_Food & Beverages,ARE_Food & Beverages,Agriculture,True,,23815563.41764661,13638263.39271936,0.2644397468111452,0,USD,UAE,ARE
ARE_Textiles and Wearing Apparel,ARE_Textiles and Wearing Apparel,Manufacturing,True,,10858172.71732586,7896742.047383324,0.20296329389069512,0,USD,UAE,ARE
ARE_Wood and Paper,ARE_Wood and Paper,Manufacturing,True,,14679366.301853552,1184829.07435987,0.35037154230181344,0,USD,UAE,ARE
"ARE_Petroleum, Chemical and Non-Metallic Mineral Products","ARE_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,75009581.70246977,11535792.05706567,0.671771977522506,0,USD,UAE,ARE
ARE_Metal Products,ARE_Metal Products,Manufacturing,True,,26248531.334414918,2616732.976094595,0.6242462700546204,0,USD,UAE,ARE
ARE_Electrical and Machinery,ARE_Electrical and Machinery,Utility,True,,62005318.698878035,33813156.02393863,0.2965870069267487,0,USD,UAE,ARE
ARE_Transport Equipment,ARE_Transport Equipment,Utility,True,,23185097.387910306,13859533.262429282,0.24437265855244578,0,USD,UAE,ARE
ARE_Other Manufacturing,ARE_Other Manufacturing,Manufacturing,True,,10695755.69427028,5985906.872161284,0.3106619776000496,0,USD,UAE,ARE
ARE_Recycling,ARE_Recycling,Utility,True,,2869662.774933191,665924.6396610424,0.7367060287741881,0,USD,UAE,ARE
"ARE_Electricity, Gas and Water","ARE_Electricity, Gas and Water",Utility,True,,37106247.64825569,5012987.218929265,0.0012145051058142055,0,USD,UAE,ARE
ARE_Construction,ARE_Construction,construction,True,,88536894.8713518,41830479.89264384,0.008049300199014182,0,USD,UAE,ARE
ARE_Maintenance and Repair,ARE_Maintenance and Repair,construction,True,,1506864.894130075,558322.4793428524,0.1924257391732645,0,USD,UAE,ARE
ARE_Wholesale Trade,ARE_Wholesale Trade,Trade,True,,41675803.529265486,8786253.174084872,0.13604733491459126,0,USD,UAE,ARE
ARE_Retail Trade,ARE_Retail Trade,Trade,True,,29388081.553875387,19186713.513837174,0.07539516207535613,0,USD,UAE,ARE
ARE_Hotels and Restraurants,ARE_Hotels and Restraurants,Service,True,,32708682.04710378,26272914.732827205,0.0987130846185371,0,USD,UAE,ARE
ARE_Transport,ARE_Transport,construction,True,,59509065.764360785,17748082.410871226,0.4790430183120494,0,USD,UAE,ARE
ARE_Post and Telecommunications,ARE_Post and Telecommunications,Service,True,,33676812.35254833,5968838.18503239,0.2095920299737581,0,USD,UAE,ARE
ARE_Finacial Intermediation and Business Activities,ARE_Finacial Intermediation and Business Activities,Service,True,,109851342.76756842,28356010.627960637,0.0004738044433171721,0,USD,UAE,ARE
ARE_Public Administration,ARE_Public Administration,Service,True,,38628368.70958933,37520974.05180926,0.005464262696852441,0,USD,UAE,ARE
"ARE_Education, Health and Other Services","ARE_Education, Health and Other Services",Service,True,,43788721.81373392,34026220.130593225,0.11196583170424858,0,USD,UAE,ARE
ARE_Private Households,ARE_Private Households,Service,True,,536505.6529906488,388349.24588882906,0.25407594757663376,0,USD,UAE,ARE
ARE_Others,ARE_Others,Service,True,,2054375.3460028206,358945.8578659702,0.02303967845454578,0,USD,UAE,ARE
ARE_Re-export & Re-import,ARE_Re-export & Re-import,Import,True,,260773.28672814742,3241.3798065146584,0.9875643218346773,0,USD,UAE,ARE
GBR_Agriculture,GBR_Agriculture,Agriculture,True,,49218395.95237264,23933508.01431171,0.07890597993093856,0,USD,UK,GBR
GBR_Fishing,GBR_Fishing,Agriculture,True,,2909589.621562773,467933.7911175418,0.2876720584670162,0,USD,UK,GBR
GBR_Mining and Quarrying,GBR_Mining and Quarrying,Mining,True,,76319555.26206061,879671.36461794,0.24376344673736525,0,USD,UK,GBR
GBR_Food & Beverages,GBR_Food & Beverages,Agriculture,True,,161520239.4845451,78682653.82599115,0.08011887860711188,0,USD,UK,GBR
GBR_Textiles and Wearing Apparel,GBR_Textiles and Wearing Apparel,Manufacturing,True,,43550391.693714246,25706927.104424883,0.20589934159613005,0,USD,UK,GBR
GBR_Wood and Paper,GBR_Wood and Paper,Manufacturing,True,,90415568.49455714,11111521.742754227,0.2299877723818634,0,USD,UK,GBR
"GBR_Petroleum, Chemical and Non-Metallic Mineral Products","GBR_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,257458954.80275363,52094011.67312117,0.39477418063434844,0,USD,UK,GBR
GBR_Metal Products,GBR_Metal Products,Manufacturing,True,,123834756.05625047,17483031.86824472,0.3391889069125831,0,USD,UK,GBR
GBR_Electrical and Machinery,GBR_Electrical and Machinery,Utility,True,,285445759.19215095,135849089.32855523,0.3757683490350681,0,USD,UK,GBR
GBR_Transport Equipment,GBR_Transport Equipment,Utility,True,,123278128.834546,75757994.51112361,0.1586656243873894,0,USD,UK,GBR
GBR_Other Manufacturing,GBR_Other Manufacturing,Manufacturing,True,,42532028.33016222,28627916.298879836,0.12349858837222165,0,USD,UK,GBR
GBR_Recycling,GBR_Recycling,Utility,True,,3706783.8611385827,738927.8041009916,0.3137765447673899,0,USD,UK,GBR
"GBR_Electricity, Gas and Water","GBR_Electricity, Gas and Water",Utility,True,,139107126.49334815,66297792.10615296,0.004439766371095349,0,USD,UK,GBR
GBR_Construction,GBR_Construction,construction,True,,380817028.9427657,225319594.28305456,0.006001752411246442,0,USD,UK,GBR
GBR_Maintenance and Repair,GBR_Maintenance and Repair,construction,True,,60345424.872822866,30813277.22408018,0.01187678215793801,0,USD,UK,GBR
GBR_Wholesale Trade,GBR_Wholesale Trade,Trade,True,,260775828.48457682,84797489.22349249,0.06157515175408312,0,USD,UK,GBR
GBR_Retail Trade,GBR_Retail Trade,Trade,True,,181219355.50100595,166822039.22947076,0.025919470156592038,0,USD,UK,GBR
GBR_Hotels and Restraurants,GBR_Hotels and Restraurants,Service,True,,186354127.57866678,160414502.96956506,0.05051855938842859,0,USD,UK,GBR
GBR_Transport,GBR_Transport,construction,True,,385428631.64004433,225354883.62094113,0.025345127927617016,0,USD,UK,GBR
GBR_Post and Telecommunications,GBR_Post and Telecommunications,Service,True,,131608879.52040006,36287490.29820199,0.05558512366093056,0,USD,UK,GBR
GBR_Finacial Intermediation and Business Activities,GBR_Finacial Intermediation and Business Activities,Service,True,,1261459236.1505778,488958436.2519571,0.05355222640270658,0,USD,UK,GBR
GBR_Public Administration,GBR_Public Administration,Service,True,,242119649.93319076,227023539.30720463,0.024824831353319064,0,USD,UK,GBR
"GBR_Education, Health and Other Services","GBR_Education, Health and Other Services",Service,True,,676065292.798989,547975423.16723,0.014356003655618278,0,USD,UK,GBR
GBR_Private Households,GBR_Private Households,Service,True,,10482540.034092005,10405634.576744454,0.007323301752140765,0,USD,UK,GBR
GBR_Others,GBR_Others,Service,True,,16865420.113706954,12220213.83189221,0.0030461424220905226,0,USD,UK,GBR
GBR_Re-export & Re-import,GBR_Re-export & Re-import,Import,True,,49984825.332174376,14863882.341384782,0.7026310923565571,0,USD,UK,GBR
TZA_Agriculture,TZA_Agriculture,Agriculture,True,,12697102.081161568,3672677.555427844,0.3497106172437357,0,USD,Tanzania,TZA
TZA_Fishing,TZA_Fishing,Agriculture,True,,1043758.3144479782,212703.11346618377,0.4286905965299446,0,USD,Tanzania,TZA
TZA_Mining and Quarrying,TZA_Mining and Quarrying,Mining,True,,957552.0562260344,61430.4477198732,0.35558455404516137,0,USD,Tanzania,TZA
TZA_Food & Beverages,TZA_Food & Beverages,Agriculture,True,,4677040.32360906,3295814.354680325,0.08188627888869761,0,USD,Tanzania,TZA
TZA_Textiles and Wearing Apparel,TZA_Textiles and Wearing Apparel,Manufacturing,True,,714912.424661079,404154.0647223853,0.21932554422036754,0,USD,Tanzania,TZA
TZA_Wood and Paper,TZA_Wood and Paper,Manufacturing,True,,1645325.8665735582,184446.05786964964,0.07151601307889197,0,USD,Tanzania,TZA
"TZA_Petroleum, Chemical and Non-Metallic Mineral Products","TZA_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,3690491.8530699164,752723.9226558391,0.041343337880601155,0,USD,Tanzania,TZA
TZA_Metal Products,TZA_Metal Products,Manufacturing,True,,1374100.6173443233,108258.2152222416,0.04830091140658709,0,USD,Tanzania,TZA
TZA_Electrical and Machinery,TZA_Electrical and Machinery,Utility,True,,4072390.2774117533,2077317.4496986424,0.019285238209788443,0,USD,Tanzania,TZA
TZA_Transport Equipment,TZA_Transport Equipment,Utility,True,,1794622.44438854,1041292.9990433735,0.028874956460728896,0,USD,Tanzania,TZA
TZA_Other Manufacturing,TZA_Other Manufacturing,Manufacturing,True,,793724.4775153068,502115.5740921657,0.12579113442953624,0,USD,Tanzania,TZA
TZA_Recycling,TZA_Recycling,Utility,True,,308628.58530332654,206312.02626783177,0.26791579821949674,0,USD,Tanzania,TZA
"TZA_Electricity, Gas and Water","TZA_Electricity, Gas and Water",Utility,True,,2796142.992461561,1066359.7752999712,0.04693196680691505,0,USD,Tanzania,TZA
TZA_Construction,TZA_Construction,construction,True,,7507935.013941111,6210697.1408141125,0.009694721913794826,0,USD,Tanzania,TZA
