,sector,supply_data,cutoff,coverage
2450,"LBN_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2451,LBN_Metal Products,USD,0,1
2452,LBN_Electrical and Machinery,USD,0,1
2453,LBN_Transport Equipment,USD,0,1
2454,LBN_Other Manufacturing,USD,0,1
2455,LBN_Recycling,USD,0,1
2456,"LBN_Electricity, Gas and Water",USD,0,1
2457,LBN_Construction,USD,0,1
2458,LBN_Maintenance and Repair,USD,0,1
2459,LBN_Wholesale Trade,USD,0,1
2460,LBN_Retail Trade,USD,0,1
2461,LBN_Hotels and Restraurants,USD,0,1
2462,LBN_Transport,USD,0,1
2463,LBN_Post and Telecommunications,USD,0,1
2464,LBN_Finacial Intermediation and Business Activities,USD,0,1
2465,LBN_Public Administration,USD,0,1
2466,"LBN_Education, Health and Other Services",USD,0,1
2467,LBN_Private Households,USD,0,1
2468,LBN_Others,USD,0,1
2469,LBN_Re-export & Re-import,USD,0,1
2470,LSO_Agriculture,USD,0,1
2471,LSO_Fishing,USD,0,1
2472,LSO_Mining and Quarrying,USD,0,1
2473,LSO_Food & Beverages,USD,0,1
2474,LSO_Textiles and Wearing Apparel,USD,0,1
2475,LSO_Wood and Paper,USD,0,1
2476,"LSO_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2477,LSO_Metal Products,USD,0,1
2478,LSO_Electrical and Machinery,USD,0,1
2479,LSO_Transport Equipment,USD,0,1
2480,LSO_Other Manufacturing,USD,0,1
2481,LSO_Recycling,USD,0,1
2482,"LSO_Electricity, Gas and Water",USD,0,1
2483,LSO_Construction,USD,0,1
2484,LSO_Maintenance and Repair,USD,0,1
2485,LSO_Wholesale Trade,USD,0,1
2486,LSO_Retail Trade,USD,0,1
2487,LSO_Hotels and Restraurants,USD,0,1
2488,LSO_Transport,USD,0,1
2489,LSO_Post and Telecommunications,USD,0,1
2490,LSO_Finacial Intermediation and Business Activities,USD,0,1
2491,LSO_Public Administration,USD,0,1
2492,"LSO_Education, Health and Other Services",USD,0,1
2493,LSO_Private Households,USD,0,1
2494,LSO_Others,USD,0,1
2495,LSO_Re-export & Re-import,USD,0,1
2496,LBR_Agriculture,USD,0,1
2497,LBR_Fishing,USD,0,1
2498,LBR_Mining and Quarrying,USD,0,1
2499,LBR_Food & Beverages,USD,0,1
2500,LBR_Textiles and Wearing Apparel,USD,0,1
2501,LBR_Wood and Paper,USD,0,1
2502,"LBR_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2503,LBR_Metal Products,USD,0,1
2504,LBR_Electrical and Machinery,USD,0,1
2505,LBR_Transport Equipment,USD,0,1
2506,LBR_Other Manufacturing,USD,0,1
2507,LBR_Recycling,USD,0,1
2508,"LBR_Electricity, Gas and Water",USD,0,1
2509,LBR_Construction,USD,0,1
2510,LBR_Maintenance and Repair,USD,0,1
2511,LBR_Wholesale Trade,USD,0,1
2512,LBR_Retail Trade,USD,0,1
2513,LBR_Hotels and Restraurants,USD,0,1
2514,LBR_Transport,USD,0,1
2515,LBR_Post and Telecommunications,USD,0,1
2516,LBR_Finacial Intermediation and Business Activities,USD,0,1
2517,LBR_Public Administration,USD,0,1
2518,"LBR_Education, Health and Other Services",USD,0,1
2519,LBR_Private Households,USD,0,1
2520,LBR_Others,USD,0,1
2521,LBR_Re-export & Re-import,USD,0,1
2522,LBY_Agriculture,USD,0,1
2523,LBY_Fishing,USD,0,1
2524,LBY_Mining and Quarrying,USD,0,1
2525,LBY_Food & Beverages,USD,0,1
2526,LBY_Textiles and Wearing Apparel,USD,0,1
2527,LBY_Wood and Paper,USD,0,1
2528,"LBY_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2529,LBY_Metal Products,USD,0,1
2530,LBY_Electrical and Machinery,USD,0,1
2531,LBY_Transport Equipment,USD,0,1
2532,LBY_Other Manufacturing,USD,0,1
2533,LBY_Recycling,USD,0,1
2534,"LBY_Electricity, Gas and Water",USD,0,1
2535,LBY_Construction,USD,0,1
2536,LBY_Maintenance and Repair,USD,0,1
2537,LBY_Wholesale Trade,USD,0,1
2538,LBY_Retail Trade,USD,0,1
2539,LBY_Hotels and Restraurants,USD,0,1
2540,LBY_Transport,USD,0,1
2541,LBY_Post and Telecommunications,USD,0,1
2542,LBY_Finacial Intermediation and Business Activities,USD,0,1
2543,LBY_Public Administration,USD,0,1
2544,"LBY_Education, Health and Other Services",USD,0,1
2545,LBY_Private Households,USD,0,1
2546,LBY_Others,USD,0,1
2547,LBY_Re-export & Re-import,USD,0,1
2548,LIE_Agriculture,USD,0,1
2549,LIE_Fishing,USD,0,1
2550,LIE_Mining and Quarrying,USD,0,1
2551,LIE_Food & Beverages,USD,0,1
2552,LIE_Textiles and Wearing Apparel,USD,0,1
2553,LIE_Wood and Paper,USD,0,1
2554,"LIE_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2555,LIE_Metal Products,USD,0,1
2556,LIE_Electrical and Machinery,USD,0,1
2557,LIE_Transport Equipment,USD,0,1
2558,LIE_Other Manufacturing,USD,0,1
2559,LIE_Recycling,USD,0,1
2560,"LIE_Electricity, Gas and Water",USD,0,1
2561,LIE_Construction,USD,0,1
2562,LIE_Maintenance and Repair,USD,0,1
2563,LIE_Wholesale Trade,USD,0,1
2564,LIE_Retail Trade,USD,0,1
2565,LIE_Hotels and Restraurants,USD,0,1
2566,LIE_Transport,USD,0,1
2567,LIE_Post and Telecommunications,USD,0,1
2568,LIE_Finacial Intermediation and Business Activities,USD,0,1
2569,LIE_Public Administration,USD,0,1
2570,"LIE_Education, Health and Other Services",USD,0,1
2571,LIE_Private Households,USD,0,1
2572,LIE_Others,USD,0,1
2573,LIE_Re-export & Re-import,USD,0,1
2574,LTU_Agriculture,USD,0,1
2575,LTU_Fishing,USD,0,1
2576,LTU_Mining and Quarrying,USD,0,1
2577,LTU_Food & Beverages,USD,0,1
2578,LTU_Textiles and Wearing Apparel,USD,0,1
2579,LTU_Wood and Paper,USD,0,1
2580,"LTU_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2581,LTU_Metal Products,USD,0,1
2582,LTU_Electrical and Machinery,USD,0,1
2583,LTU_Transport Equipment,USD,0,1
2584,LTU_Other Manufacturing,USD,0,1
2585,LTU_Recycling,USD,0,1
2586,"LTU_Electricity, Gas and Water",USD,0,1
2587,LTU_Construction,USD,0,1
2588,LTU_Maintenance and Repair,USD,0,1
2589,LTU_Wholesale Trade,USD,0,1
2590,LTU_Retail Trade,USD,0,1
2591,LTU_Hotels and Restraurants,USD,0,1
2592,LTU_Transport,USD,0,1
2593,LTU_Post and Telecommunications,USD,0,1
2594,LTU_Finacial Intermediation and Business Activities,USD,0,1
2595,LTU_Public Administration,USD,0,1
2596,"LTU_Education, Health and Other Services",USD,0,1
2597,LTU_Private Households,USD,0,1
2598,LTU_Others,USD,0,1
2599,LTU_Re-export & Re-import,USD,0,1
2600,LUX_Agriculture,USD,0,1
2601,LUX_Fishing,USD,0,1
2602,LUX_Mining and Quarrying,USD,0,1
2603,LUX_Food & Beverages,USD,0,1
2604,LUX_Textiles and Wearing Apparel,USD,0,1
2605,LUX_Wood and Paper,USD,0,1
2606,"LUX_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2607,LUX_Metal Products,USD,0,1
2608,LUX_Electrical and Machinery,USD,0,1
2609,LUX_Transport Equipment,USD,0,1
2610,LUX_Other Manufacturing,USD,0,1
2611,LUX_Recycling,USD,0,1
2612,"LUX_Electricity, Gas and Water",USD,0,1
2613,LUX_Construction,USD,0,1
2614,LUX_Maintenance and Repair,USD,0,1
2615,LUX_Wholesale Trade,USD,0,1
2616,LUX_Retail Trade,USD,0,1
2617,LUX_Hotels and Restraurants,USD,0,1
2618,LUX_Transport,USD,0,1
2619,LUX_Post and Telecommunications,USD,0,1
2620,LUX_Finacial Intermediation and Business Activities,USD,0,1
2621,LUX_Public Administration,USD,0,1
2622,"LUX_Education, Health and Other Services",USD,0,1
2623,LUX_Private Households,USD,0,1
2624,LUX_Others,USD,0,1
2625,LUX_Re-export & Re-import,USD,0,1
2626,MAC_Agriculture,USD,0,1
2627,MAC_Fishing,USD,0,1
2628,MAC_Mining and Quarrying,USD,0,1
2629,MAC_Food & Beverages,USD,0,1
2630,MAC_Textiles and Wearing Apparel,USD,0,1
2631,MAC_Wood and Paper,USD,0,1
2632,"MAC_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2633,MAC_Metal Products,USD,0,1
2634,MAC_Electrical and Machinery,USD,0,1
2635,MAC_Transport Equipment,USD,0,1
2636,MAC_Other Manufacturing,USD,0,1
2637,MAC_Recycling,USD,0,1
2638,"MAC_Electricity, Gas and Water",USD,0,1
2639,MAC_Construction,USD,0,1
2640,MAC_Maintenance and Repair,USD,0,1
2641,MAC_Wholesale Trade,USD,0,1
2642,MAC_Retail Trade,USD,0,1
2643,MAC_Hotels and Restraurants,USD,0,1
2644,MAC_Transport,USD,0,1
2645,MAC_Post and Telecommunications,USD,0,1
2646,MAC_Finacial Intermediation and Business Activities,USD,0,1
2647,MAC_Public Administration,USD,0,1
2648,"MAC_Education, Health and Other Services",USD,0,1
2649,MAC_Private Households,USD,0,1
2650,MAC_Others,USD,0,1
2651,MAC_Re-export & Re-import,USD,0,1
2652,MDG_Agriculture,USD,0,1
2653,MDG_Fishing,USD,0,1
2654,MDG_Mining and Quarrying,USD,0,1
2655,MDG_Food & Beverages,USD,0,1
2656,MDG_Textiles and Wearing Apparel,USD,0,1
2657,MDG_Wood and Paper,USD,0,1
2658,"MDG_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2659,MDG_Metal Products,USD,0,1
2660,MDG_Electrical and Machinery,USD,0,1
2661,MDG_Transport Equipment,USD,0,1
2662,MDG_Other Manufacturing,USD,0,1
2663,MDG_Recycling,USD,0,1
2664,"MDG_Electricity, Gas and Water",USD,0,1
2665,MDG_Construction,USD,0,1
2666,MDG_Maintenance and Repair,USD,0,1
2667,MDG_Wholesale Trade,USD,0,1
2668,MDG_Retail Trade,USD,0,1
2669,MDG_Hotels and Restraurants,USD,0,1
2670,MDG_Transport,USD,0,1
2671,MDG_Post and Telecommunications,USD,0,1
2672,MDG_Finacial Intermediation and Business Activities,USD,0,1
2673,MDG_Public Administration,USD,0,1
2674,"MDG_Education, Health and Other Services",USD,0,1
2675,MDG_Private Households,USD,0,1
2676,MDG_Others,USD,0,1
2677,MDG_Re-export & Re-import,USD,0,1
2678,MWI_Agriculture,USD,0,1
2679,MWI_Fishing,USD,0,1
2680,MWI_Mining and Quarrying,USD,0,1
2681,MWI_Food & Beverages,USD,0,1
2682,MWI_Textiles and Wearing Apparel,USD,0,1
2683,MWI_Wood and Paper,USD,0,1
2684,"MWI_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2685,MWI_Metal Products,USD,0,1
2686,MWI_Electrical and Machinery,USD,0,1
2687,MWI_Transport Equipment,USD,0,1
2688,MWI_Other Manufacturing,USD,0,1
2689,MWI_Recycling,USD,0,1
2690,"MWI_Electricity, Gas and Water",USD,0,1
2691,MWI_Construction,USD,0,1
2692,MWI_Maintenance and Repair,USD,0,1
2693,MWI_Wholesale Trade,USD,0,1
2694,MWI_Retail Trade,USD,0,1
2695,MWI_Hotels and Restraurants,USD,0,1
2696,MWI_Transport,USD,0,1
2697,MWI_Post and Telecommunications,USD,0,1
2698,MWI_Finacial Intermediation and Business Activities,USD,0,1
2699,MWI_Public Administration,USD,0,1
2700,"MWI_Education, Health and Other Services",USD,0,1
2701,MWI_Private Households,USD,0,1
2702,MWI_Others,USD,0,1
2703,MWI_Re-export & Re-import,USD,0,1
2704,MYS_Agriculture,USD,0,1
2705,MYS_Fishing,USD,0,1
2706,MYS_Mining and Quarrying,USD,0,1
2707,MYS_Food & Beverages,USD,0,1
2708,MYS_Textiles and Wearing Apparel,USD,0,1
2709,MYS_Wood and Paper,USD,0,1
2710,"MYS_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2711,MYS_Metal Products,USD,0,1
2712,MYS_Electrical and Machinery,USD,0,1
2713,MYS_Transport Equipment,USD,0,1
2714,MYS_Other Manufacturing,USD,0,1
2715,MYS_Recycling,USD,0,1
2716,"MYS_Electricity, Gas and Water",USD,0,1
2717,MYS_Construction,USD,0,1
2718,MYS_Maintenance and Repair,USD,0,1
2719,MYS_Wholesale Trade,USD,0,1
2720,MYS_Retail Trade,USD,0,1
2721,MYS_Hotels and Restraurants,USD,0,1
2722,MYS_Transport,USD,0,1
2723,MYS_Post and Telecommunications,USD,0,1
2724,MYS_Finacial Intermediation and Business Activities,USD,0,1
2725,MYS_Public Administration,USD,0,1
2726,"MYS_Education, Health and Other Services",USD,0,1
2727,MYS_Private Households,USD,0,1
2728,MYS_Others,USD,0,1
2729,MYS_Re-export & Re-import,USD,0,1
2730,MDV_Agriculture,USD,0,1
2731,MDV_Fishing,USD,0,1
2732,MDV_Mining and Quarrying,USD,0,1
2733,MDV_Food & Beverages,USD,0,1
2734,MDV_Textiles and Wearing Apparel,USD,0,1
2735,MDV_Wood and Paper,USD,0,1
2736,"MDV_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2737,MDV_Metal Products,USD,0,1
2738,MDV_Electrical and Machinery,USD,0,1
2739,MDV_Transport Equipment,USD,0,1
2740,MDV_Other Manufacturing,USD,0,1
2741,MDV_Recycling,USD,0,1
2742,"MDV_Electricity, Gas and Water",USD,0,1
2743,MDV_Construction,USD,0,1
2744,MDV_Maintenance and Repair,USD,0,1
2745,MDV_Wholesale Trade,USD,0,1
2746,MDV_Retail Trade,USD,0,1
2747,MDV_Hotels and Restraurants,USD,0,1
2748,MDV_Transport,USD,0,1
2749,MDV_Post and Telecommunications,USD,0,1
2750,MDV_Finacial Intermediation and Business Activities,USD,0,1
2751,MDV_Public Administration,USD,0,1
2752,"MDV_Education, Health and Other Services",USD,0,1
2753,MDV_Private Households,USD,0,1
2754,MDV_Others,USD,0,1
2755,MDV_Re-export & Re-import,USD,0,1
2756,MLI_Agriculture,USD,0,1
2757,MLI_Fishing,USD,0,1
2758,MLI_Mining and Quarrying,USD,0,1
2759,MLI_Food & Beverages,USD,0,1
2760,MLI_Textiles and Wearing Apparel,USD,0,1
2761,MLI_Wood and Paper,USD,0,1
2762,"MLI_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2763,MLI_Metal Products,USD,0,1
2764,MLI_Electrical and Machinery,USD,0,1
2765,MLI_Transport Equipment,USD,0,1
2766,MLI_Other Manufacturing,USD,0,1
2767,MLI_Recycling,USD,0,1
2768,"MLI_Electricity, Gas and Water",USD,0,1
2769,MLI_Construction,USD,0,1
2770,MLI_Maintenance and Repair,USD,0,1
2771,MLI_Wholesale Trade,USD,0,1
2772,MLI_Retail Trade,USD,0,1
2773,MLI_Hotels and Restraurants,USD,0,1
2774,MLI_Transport,USD,0,1
2775,MLI_Post and Telecommunications,USD,0,1
2776,MLI_Finacial Intermediation and Business Activities,USD,0,1
2777,MLI_Public Administration,USD,0,1
2778,"MLI_Education, Health and Other Services",USD,0,1
2779,MLI_Private Households,USD,0,1
2780,MLI_Others,USD,0,1
2781,MLI_Re-export & Re-import,USD,0,1
2782,MLT_Agriculture,USD,0,1
2783,MLT_Fishing,USD,0,1
2784,MLT_Mining and Quarrying,USD,0,1
2785,MLT_Food & Beverages,USD,0,1
2786,MLT_Textiles and Wearing Apparel,USD,0,1
2787,MLT_Wood and Paper,USD,0,1
2788,"MLT_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2789,MLT_Metal Products,USD,0,1
2790,MLT_Electrical and Machinery,USD,0,1
2791,MLT_Transport Equipment,USD,0,1
2792,MLT_Other Manufacturing,USD,0,1
2793,MLT_Recycling,USD,0,1
2794,"MLT_Electricity, Gas and Water",USD,0,1
2795,MLT_Construction,USD,0,1
2796,MLT_Maintenance and Repair,USD,0,1
2797,MLT_Wholesale Trade,USD,0,1
2798,MLT_Retail Trade,USD,0,1
2799,MLT_Hotels and Restraurants,USD,0,1
2800,MLT_Transport,USD,0,1
2801,MLT_Post and Telecommunications,USD,0,1
2802,MLT_Finacial Intermediation and Business Activities,USD,0,1
2803,MLT_Public Administration,USD,0,1
2804,"MLT_Education, Health and Other Services",USD,0,1
2805,MLT_Private Households,USD,0,1
2806,MLT_Others,USD,0,1
2807,MLT_Re-export & Re-import,USD,0,1
2808,MRT_Agriculture,USD,0,1
2809,MRT_Fishing,USD,0,1
2810,MRT_Mining and Quarrying,USD,0,1
2811,MRT_Food & Beverages,USD,0,1
2812,MRT_Textiles and Wearing Apparel,USD,0,1
2813,MRT_Wood and Paper,USD,0,1
2814,"MRT_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2815,MRT_Metal Products,USD,0,1
2816,MRT_Electrical and Machinery,USD,0,1
2817,MRT_Transport Equipment,USD,0,1
2818,MRT_Other Manufacturing,USD,0,1
2819,MRT_Recycling,USD,0,1
2820,"MRT_Electricity, Gas and Water",USD,0,1
2821,MRT_Construction,USD,0,1
2822,MRT_Maintenance and Repair,USD,0,1
2823,MRT_Wholesale Trade,USD,0,1
2824,MRT_Retail Trade,USD,0,1
2825,MRT_Hotels and Restraurants,USD,0,1
2826,MRT_Transport,USD,0,1
2827,MRT_Post and Telecommunications,USD,0,1
2828,MRT_Finacial Intermediation and Business Activities,USD,0,1
2829,MRT_Public Administration,USD,0,1
2830,"MRT_Education, Health and Other Services",USD,0,1
2831,MRT_Private Households,USD,0,1
2832,MRT_Others,USD,0,1
2833,MRT_Re-export & Re-import,USD,0,1
2834,MUS_Agriculture,USD,0,1
2835,MUS_Fishing,USD,0,1
2836,MUS_Mining and Quarrying,USD,0,1
2837,MUS_Food & Beverages,USD,0,1
2838,MUS_Textiles and Wearing Apparel,USD,0,1
2839,MUS_Wood and Paper,USD,0,1
2840,"MUS_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2841,MUS_Metal Products,USD,0,1
2842,MUS_Electrical and Machinery,USD,0,1
2843,MUS_Transport Equipment,USD,0,1
2844,MUS_Other Manufacturing,USD,0,1
2845,MUS_Recycling,USD,0,1
2846,"MUS_Electricity, Gas and Water",USD,0,1
2847,MUS_Construction,USD,0,1
2848,MUS_Maintenance and Repair,USD,0,1
2849,MUS_Wholesale Trade,USD,0,1
2850,MUS_Retail Trade,USD,0,1
2851,MUS_Hotels and Restraurants,USD,0,1
2852,MUS_Transport,USD,0,1
2853,MUS_Post and Telecommunications,USD,0,1
2854,MUS_Finacial Intermediation and Business Activities,USD,0,1
2855,MUS_Public Administration,USD,0,1
2856,"MUS_Education, Health and Other Services",USD,0,1
2857,MUS_Private Households,USD,0,1
2858,MUS_Others,USD,0,1
2859,MUS_Re-export & Re-import,USD,0,1
2860,MEX_Agriculture,USD,0,1
2861,MEX_Fishing,USD,0,1
2862,MEX_Mining and Quarrying,USD,0,1
2863,MEX_Food & Beverages,USD,0,1
2864,MEX_Textiles and Wearing Apparel,USD,0,1
2865,MEX_Wood and Paper,USD,0,1
2866,"MEX_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2867,MEX_Metal Products,USD,0,1
2868,MEX_Electrical and Machinery,USD,0,1
2869,MEX_Transport Equipment,USD,0,1
2870,MEX_Other Manufacturing,USD,0,1
2871,MEX_Recycling,USD,0,1
2872,"MEX_Electricity, Gas and Water",USD,0,1
2873,MEX_Construction,USD,0,1
2874,MEX_Maintenance and Repair,USD,0,1
2875,MEX_Wholesale Trade,USD,0,1
2876,MEX_Retail Trade,USD,0,1
2877,MEX_Hotels and Restraurants,USD,0,1
2878,MEX_Transport,USD,0,1
2879,MEX_Post and Telecommunications,USD,0,1
2880,MEX_Finacial Intermediation and Business Activities,USD,0,1
2881,MEX_Public Administration,USD,0,1
2882,"MEX_Education, Health and Other Services",USD,0,1
2883,MEX_Private Households,USD,0,1
2884,MEX_Others,USD,0,1
2885,MEX_Re-export & Re-import,USD,0,1
2886,MCO_Agriculture,USD,0,1
2887,MCO_Fishing,USD,0,1
2888,MCO_Mining and Quarrying,USD,0,1
2889,MCO_Food & Beverages,USD,0,1
2890,MCO_Textiles and Wearing Apparel,USD,0,1
2891,MCO_Wood and Paper,USD,0,1
2892,"MCO_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2893,MCO_Metal Products,USD,0,1
2894,MCO_Electrical and Machinery,USD,0,1
2895,MCO_Transport Equipment,USD,0,1
2896,MCO_Other Manufacturing,USD,0,1
2897,MCO_Recycling,USD,0,1
2898,"MCO_Electricity, Gas and Water",USD,0,1
2899,MCO_Construction,USD,0,1
2900,MCO_Maintenance and Repair,USD,0,1
2901,MCO_Wholesale Trade,USD,0,1
2902,MCO_Retail Trade,USD,0,1
2903,MCO_Hotels and Restraurants,USD,0,1
2904,MCO_Transport,USD,0,1
2905,MCO_Post and Telecommunications,USD,0,1
2906,MCO_Finacial Intermediation and Business Activities,USD,0,1
2907,MCO_Public Administration,USD,0,1
2908,"MCO_Education, Health and Other Services",USD,0,1
2909,MCO_Private Households,USD,0,1
2910,MCO_Others,USD,0,1
2911,MCO_Re-export & Re-import,USD,0,1
2912,MNG_Agriculture,USD,0,1
2913,MNG_Fishing,USD,0,1
2914,MNG_Mining and Quarrying,USD,0,1
2915,MNG_Food & Beverages,USD,0,1
2916,MNG_Textiles and Wearing Apparel,USD,0,1
2917,MNG_Wood and Paper,USD,0,1
2918,"MNG_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2919,MNG_Metal Products,USD,0,1
2920,MNG_Electrical and Machinery,USD,0,1
2921,MNG_Transport Equipment,USD,0,1
2922,MNG_Other Manufacturing,USD,0,1
2923,MNG_Recycling,USD,0,1
2924,"MNG_Electricity, Gas and Water",USD,0,1
2925,MNG_Construction,USD,0,1
2926,MNG_Maintenance and Repair,USD,0,1
2927,MNG_Wholesale Trade,USD,0,1
2928,MNG_Retail Trade,USD,0,1
2929,MNG_Hotels and Restraurants,USD,0,1
2930,MNG_Transport,USD,0,1
2931,MNG_Post and Telecommunications,USD,0,1
2932,MNG_Finacial Intermediation and Business Activities,USD,0,1
2933,MNG_Public Administration,USD,0,1
2934,"MNG_Education, Health and Other Services",USD,0,1
2935,MNG_Private Households,USD,0,1
2936,MNG_Others,USD,0,1
2937,MNG_Re-export & Re-import,USD,0,1
2938,MNE_Agriculture,USD,0,1
2939,MNE_Fishing,USD,0,1
2940,MNE_Mining and Quarrying,USD,0,1
2941,MNE_Food & Beverages,USD,0,1
2942,MNE_Textiles and Wearing Apparel,USD,0,1
2943,MNE_Wood and Paper,USD,0,1
2944,"MNE_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2945,MNE_Metal Products,USD,0,1
2946,MNE_Electrical and Machinery,USD,0,1
2947,MNE_Transport Equipment,USD,0,1
2948,MNE_Other Manufacturing,USD,0,1
2949,MNE_Recycling,USD,0,1
2950,"MNE_Electricity, Gas and Water",USD,0,1
2951,MNE_Construction,USD,0,1
2952,MNE_Maintenance and Repair,USD,0,1
2953,MNE_Wholesale Trade,USD,0,1
2954,MNE_Retail Trade,USD,0,1
2955,MNE_Hotels and Restraurants,USD,0,1
2956,MNE_Transport,USD,0,1
2957,MNE_Post and Telecommunications,USD,0,1
2958,MNE_Finacial Intermediation and Business Activities,USD,0,1
2959,MNE_Public Administration,USD,0,1
2960,"MNE_Education, Health and Other Services",USD,0,1
2961,MNE_Private Households,USD,0,1
2962,MNE_Others,USD,0,1
2963,MNE_Re-export & Re-import,USD,0,1
2964,MAR_Agriculture,USD,0,1
2965,MAR_Fishing,USD,0,1
2966,MAR_Mining and Quarrying,USD,0,1
2967,MAR_Food & Beverages,USD,0,1
2968,MAR_Textiles and Wearing Apparel,USD,0,1
2969,MAR_Wood and Paper,USD,0,1
2970,"MAR_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2971,MAR_Metal Products,USD,0,1
2972,MAR_Electrical and Machinery,USD,0,1
2973,MAR_Transport Equipment,USD,0,1
2974,MAR_Other Manufacturing,USD,0,1
2975,MAR_Recycling,USD,0,1
2976,"MAR_Electricity, Gas and Water",USD,0,1
2977,MAR_Construction,USD,0,1
2978,MAR_Maintenance and Repair,USD,0,1
2979,MAR_Wholesale Trade,USD,0,1
2980,MAR_Retail Trade,USD,0,1
2981,MAR_Hotels and Restraurants,USD,0,1
2982,MAR_Transport,USD,0,1
2983,MAR_Post and Telecommunications,USD,0,1
2984,MAR_Finacial Intermediation and Business Activities,USD,0,1
2985,MAR_Public Administration,USD,0,1
2986,"MAR_Education, Health and Other Services",USD,0,1
2987,MAR_Private Households,USD,0,1
2988,MAR_Others,USD,0,1
2989,MAR_Re-export & Re-import,USD,0,1
2990,MOZ_Agriculture,USD,0,1
2991,MOZ_Fishing,USD,0,1
2992,MOZ_Mining and Quarrying,USD,0,1
2993,MOZ_Food & Beverages,USD,0,1
2994,MOZ_Textiles and Wearing Apparel,USD,0,1
2995,MOZ_Wood and Paper,USD,0,1
2996,"MOZ_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
2997,MOZ_Metal Products,USD,0,1
2998,MOZ_Electrical and Machinery,USD,0,1
2999,MOZ_Transport Equipment,USD,0,1
3000,MOZ_Other Manufacturing,USD,0,1
3001,MOZ_Recycling,USD,0,1
3002,"MOZ_Electricity, Gas and Water",USD,0,1
3003,MOZ_Construction,USD,0,1
3004,MOZ_Maintenance and Repair,USD,0,1
3005,MOZ_Wholesale Trade,USD,0,1
3006,MOZ_Retail Trade,USD,0,1
3007,MOZ_Hotels and Restraurants,USD,0,1
3008,MOZ_Transport,USD,0,1
3009,MOZ_Post and Telecommunications,USD,0,1
3010,MOZ_Finacial Intermediation and Business Activities,USD,0,1
3011,MOZ_Public Administration,USD,0,1
3012,"MOZ_Education, Health and Other Services",USD,0,1
3013,MOZ_Private Households,USD,0,1
3014,MOZ_Others,USD,0,1
3015,MOZ_Re-export & Re-import,USD,0,1
3016,MMR_Agriculture,USD,0,1
3017,MMR_Fishing,USD,0,1
3018,MMR_Mining and Quarrying,USD,0,1
3019,MMR_Food & Beverages,USD,0,1
3020,MMR_Textiles and Wearing Apparel,USD,0,1
3021,MMR_Wood and Paper,USD,0,1
3022,"MMR_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3023,MMR_Metal Products,USD,0,1
3024,MMR_Electrical and Machinery,USD,0,1
3025,MMR_Transport Equipment,USD,0,1
3026,MMR_Other Manufacturing,USD,0,1
3027,MMR_Recycling,USD,0,1
3028,"MMR_Electricity, Gas and Water",USD,0,1
3029,MMR_Construction,USD,0,1
3030,MMR_Maintenance and Repair,USD,0,1
3031,MMR_Wholesale Trade,USD,0,1
3032,MMR_Retail Trade,USD,0,1
3033,MMR_Hotels and Restraurants,USD,0,1
3034,MMR_Transport,USD,0,1
3035,MMR_Post and Telecommunications,USD,0,1
3036,MMR_Finacial Intermediation and Business Activities,USD,0,1
3037,MMR_Public Administration,USD,0,1
3038,"MMR_Education, Health and Other Services",USD,0,1
3039,MMR_Private Households,USD,0,1
3040,MMR_Others,USD,0,1
3041,MMR_Re-export & Re-import,USD,0,1
3042,NAM_Agriculture,USD,0,1
3043,NAM_Fishing,USD,0,1
3044,NAM_Mining and Quarrying,USD,0,1
3045,NAM_Food & Beverages,USD,0,1
3046,NAM_Textiles and Wearing Apparel,USD,0,1
3047,NAM_Wood and Paper,USD,0,1
3048,"NAM_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
3049,NAM_Metal Products,USD,0,1
3050,NAM_Electrical and Machinery,USD,0,1
3051,NAM_Transport Equipment,USD,0,1
3052,NAM_Other Manufacturing,USD,0,1
3053,NAM_Recycling,USD,0,1
3054,"NAM_Electricity, Gas and Water",USD,0,1
