,sector,supply_data,cutoff,coverage
1216,CZE_Finacial Intermediation and Business Activities,USD,0,1
1217,CZE_Public Administration,USD,0,1
1218,"CZE_Education, Health and Other Services",USD,0,1
1219,CZE_Private Households,USD,0,1
1220,CZE_Others,USD,0,1
1221,CZE_Re-export & Re-import,USD,0,1
1222,CIV_Agriculture,USD,0,1
1223,CIV_Fishing,USD,0,1
1224,CIV_Mining and Quarrying,USD,0,1
1225,CIV_Food & Beverages,USD,0,1
1226,CIV_Textiles and Wearing Apparel,USD,0,1
1227,CIV_Wood and Paper,USD,0,1
1228,"CIV_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1229,CIV_Metal Products,USD,0,1
1230,CIV_Electrical and Machinery,USD,0,1
1231,CIV_Transport Equipment,USD,0,1
1232,CIV_Other Manufacturing,USD,0,1
1233,CIV_Recycling,USD,0,1
1234,"CIV_Electricity, Gas and Water",USD,0,1
1235,CIV_Construction,USD,0,1
1236,CIV_Maintenance and Repair,USD,0,1
1237,CIV_Wholesale Trade,USD,0,1
1238,CIV_Retail Trade,USD,0,1
1239,CIV_Hotels and Restraurants,USD,0,1
1240,CIV_Transport,USD,0,1
1241,CIV_Post and Telecommunications,USD,0,1
1242,CIV_Finacial Intermediation and Business Activities,USD,0,1
1243,CIV_Public Administration,USD,0,1
1244,"CIV_Education, Health and Other Services",USD,0,1
1245,CIV_Private Households,USD,0,1
1246,CIV_Others,USD,0,1
1247,CIV_Re-export & Re-import,USD,0,1
1248,PRK_Agriculture,USD,0,1
1249,PRK_Fishing,USD,0,1
1250,PRK_Mining and Quarrying,USD,0,1
1251,PRK_Food & Beverages,USD,0,1
1252,PRK_Textiles and Wearing Apparel,USD,0,1
1253,PRK_Wood and Paper,USD,0,1
1254,"PRK_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1255,PRK_Metal Products,USD,0,1
1256,PRK_Electrical and Machinery,USD,0,1
1257,PRK_Transport Equipment,USD,0,1
1258,PRK_Other Manufacturing,USD,0,1
1259,PRK_Recycling,USD,0,1
1260,"PRK_Electricity, Gas and Water",USD,0,1
1261,PRK_Construction,USD,0,1
1262,PRK_Maintenance and Repair,USD,0,1
1263,PRK_Wholesale Trade,USD,0,1
1264,PRK_Retail Trade,USD,0,1
1265,PRK_Hotels and Restraurants,USD,0,1
1266,PRK_Transport,USD,0,1
1267,PRK_Post and Telecommunications,USD,0,1
1268,PRK_Finacial Intermediation and Business Activities,USD,0,1
1269,PRK_Public Administration,USD,0,1
1270,"PRK_Education, Health and Other Services",USD,0,1
1271,PRK_Private Households,USD,0,1
1272,PRK_Others,USD,0,1
1273,PRK_Re-export & Re-import,USD,0,1
1274,COD_Agriculture,USD,0,1
1275,COD_Fishing,USD,0,1
1276,COD_Mining and Quarrying,USD,0,1
1277,COD_Food & Beverages,USD,0,1
1278,COD_Textiles and Wearing Apparel,USD,0,1
1279,COD_Wood and Paper,USD,0,1
1280,"COD_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1281,COD_Metal Products,USD,0,1
1282,COD_Electrical and Machinery,USD,0,1
1283,COD_Transport Equipment,USD,0,1
1284,COD_Other Manufacturing,USD,0,1
1285,COD_Recycling,USD,0,1
1286,"COD_Electricity, Gas and Water",USD,0,1
1287,COD_Construction,USD,0,1
1288,COD_Maintenance and Repair,USD,0,1
1289,COD_Wholesale Trade,USD,0,1
1290,COD_Retail Trade,USD,0,1
1291,COD_Hotels and Restraurants,USD,0,1
1292,COD_Transport,USD,0,1
1293,COD_Post and Telecommunications,USD,0,1
1294,COD_Finacial Intermediation and Business Activities,USD,0,1
1295,COD_Public Administration,USD,0,1
1296,"COD_Education, Health and Other Services",USD,0,1
1297,COD_Private Households,USD,0,1
1298,COD_Others,USD,0,1
1299,COD_Re-export & Re-import,USD,0,1
1300,DNK_Agriculture,USD,0,1
1301,DNK_Fishing,USD,0,1
1302,DNK_Mining and Quarrying,USD,0,1
1303,DNK_Food & Beverages,USD,0,1
1304,DNK_Textiles and Wearing Apparel,USD,0,1
1305,DNK_Wood and Paper,USD,0,1
1306,"DNK_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1307,DNK_Metal Products,USD,0,1
1308,DNK_Electrical and Machinery,USD,0,1
1309,DNK_Transport Equipment,USD,0,1
1310,DNK_Other Manufacturing,USD,0,1
1311,DNK_Recycling,USD,0,1
1312,"DNK_Electricity, Gas and Water",USD,0,1
1313,DNK_Construction,USD,0,1
1314,DNK_Maintenance and Repair,USD,0,1
1315,DNK_Wholesale Trade,USD,0,1
1316,DNK_Retail Trade,USD,0,1
1317,DNK_Hotels and Restraurants,USD,0,1
1318,DNK_Transport,USD,0,1
1319,DNK_Post and Telecommunications,USD,0,1
1320,DNK_Finacial Intermediation and Business Activities,USD,0,1
1321,DNK_Public Administration,USD,0,1
1322,"DNK_Education, Health and Other Services",USD,0,1
1323,DNK_Private Households,USD,0,1
1324,DNK_Others,USD,0,1
1325,DNK_Re-export & Re-import,USD,0,1
1326,DJI_Agriculture,USD,0,1
1327,DJI_Fishing,USD,0,1
1328,DJI_Mining and Quarrying,USD,0,1
1329,DJI_Food & Beverages,USD,0,1
1330,DJI_Textiles and Wearing Apparel,USD,0,1
1331,DJI_Wood and Paper,USD,0,1
1332,"DJI_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1333,DJI_Metal Products,USD,0,1
1334,DJI_Electrical and Machinery,USD,0,1
1335,DJI_Transport Equipment,USD,0,1
1336,DJI_Other Manufacturing,USD,0,1
1337,DJI_Recycling,USD,0,1
1338,"DJI_Electricity, Gas and Water",USD,0,1
1339,DJI_Construction,USD,0,1
1340,DJI_Maintenance and Repair,USD,0,1
1341,DJI_Wholesale Trade,USD,0,1
1342,DJI_Retail Trade,USD,0,1
1343,DJI_Hotels and Restraurants,USD,0,1
1344,DJI_Transport,USD,0,1
1345,DJI_Post and Telecommunications,USD,0,1
1346,DJI_Finacial Intermediation and Business Activities,USD,0,1
1347,DJI_Public Administration,USD,0,1
1348,"DJI_Education, Health and Other Services",USD,0,1
1349,DJI_Private Households,USD,0,1
1350,DJI_Others,USD,0,1
1351,DJI_Re-export & Re-import,USD,0,1
1352,DOM_Agriculture,USD,0,1
1353,DOM_Fishing,USD,0,1
1354,DOM_Mining and Quarrying,USD,0,1
1355,DOM_Food & Beverages,USD,0,1
1356,DOM_Textiles and Wearing Apparel,USD,0,1
1357,DOM_Wood and Paper,USD,0,1
1358,"DOM_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1359,DOM_Metal Products,USD,0,1
1360,DOM_Electrical and Machinery,USD,0,1
1361,DOM_Transport Equipment,USD,0,1
1362,DOM_Other Manufacturing,USD,0,1
1363,DOM_Recycling,USD,0,1
1364,"DOM_Electricity, Gas and Water",USD,0,1
1365,DOM_Construction,USD,0,1
1366,DOM_Maintenance and Repair,USD,0,1
1367,DOM_Wholesale Trade,USD,0,1
1368,DOM_Retail Trade,USD,0,1
1369,DOM_Hotels and Restraurants,USD,0,1
1370,DOM_Transport,USD,0,1
1371,DOM_Post and Telecommunications,USD,0,1
1372,DOM_Finacial Intermediation and Business Activities,USD,0,1
1373,DOM_Public Administration,USD,0,1
1374,"DOM_Education, Health and Other Services",USD,0,1
1375,DOM_Private Households,USD,0,1
1376,DOM_Others,USD,0,1
1377,DOM_Re-export & Re-import,USD,0,1
1378,ECU_Agriculture,USD,0,1
1379,ECU_Fishing,USD,0,1
1380,ECU_Mining and Quarrying,USD,0,1
1381,ECU_Food & Beverages,USD,0,1
1382,ECU_Textiles and Wearing Apparel,USD,0,1
1383,ECU_Wood and Paper,USD,0,1
1384,"ECU_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1385,ECU_Metal Products,USD,0,1
1386,ECU_Electrical and Machinery,USD,0,1
1387,ECU_Transport Equipment,USD,0,1
1388,ECU_Other Manufacturing,USD,0,1
1389,ECU_Recycling,USD,0,1
1390,"ECU_Electricity, Gas and Water",USD,0,1
1391,ECU_Construction,USD,0,1
1392,ECU_Maintenance and Repair,USD,0,1
1393,ECU_Wholesale Trade,USD,0,1
1394,ECU_Retail Trade,USD,0,1
1395,ECU_Hotels and Restraurants,USD,0,1
1396,ECU_Transport,USD,0,1
1397,ECU_Post and Telecommunications,USD,0,1
1398,ECU_Finacial Intermediation and Business Activities,USD,0,1
1399,ECU_Public Administration,USD,0,1
1400,"ECU_Education, Health and Other Services",USD,0,1
1401,ECU_Private Households,USD,0,1
1402,ECU_Others,USD,0,1
1403,ECU_Re-export & Re-import,USD,0,1
1404,EGY_Agriculture,USD,0,1
1405,EGY_Fishing,USD,0,1
1406,EGY_Mining and Quarrying,USD,0,1
1407,EGY_Food & Beverages,USD,0,1
1408,EGY_Textiles and Wearing Apparel,USD,0,1
1409,EGY_Wood and Paper,USD,0,1
1410,"EGY_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1411,EGY_Metal Products,USD,0,1
1412,EGY_Electrical and Machinery,USD,0,1
1413,EGY_Transport Equipment,USD,0,1
1414,EGY_Other Manufacturing,USD,0,1
1415,EGY_Recycling,USD,0,1
1416,"EGY_Electricity, Gas and Water",USD,0,1
1417,EGY_Construction,USD,0,1
1418,EGY_Maintenance and Repair,USD,0,1
1419,EGY_Wholesale Trade,USD,0,1
1420,EGY_Retail Trade,USD,0,1
1421,EGY_Hotels and Restraurants,USD,0,1
1422,EGY_Transport,USD,0,1
1423,EGY_Post and Telecommunications,USD,0,1
1424,EGY_Finacial Intermediation and Business Activities,USD,0,1
1425,EGY_Public Administration,USD,0,1
1426,"EGY_Education, Health and Other Services",USD,0,1
1427,EGY_Private Households,USD,0,1
1428,EGY_Others,USD,0,1
1429,EGY_Re-export & Re-import,USD,0,1
1430,SLV_Agriculture,USD,0,1
1431,SLV_Fishing,USD,0,1
1432,SLV_Mining and Quarrying,USD,0,1
1433,SLV_Food & Beverages,USD,0,1
1434,SLV_Textiles and Wearing Apparel,USD,0,1
1435,SLV_Wood and Paper,USD,0,1
1436,"SLV_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1437,SLV_Metal Products,USD,0,1
1438,SLV_Electrical and Machinery,USD,0,1
1439,SLV_Transport Equipment,USD,0,1
1440,SLV_Other Manufacturing,USD,0,1
1441,SLV_Recycling,USD,0,1
1442,"SLV_Electricity, Gas and Water",USD,0,1
1443,SLV_Construction,USD,0,1
1444,SLV_Maintenance and Repair,USD,0,1
1445,SLV_Wholesale Trade,USD,0,1
1446,SLV_Retail Trade,USD,0,1
1447,SLV_Hotels and Restraurants,USD,0,1
1448,SLV_Transport,USD,0,1
1449,SLV_Post and Telecommunications,USD,0,1
1450,SLV_Finacial Intermediation and Business Activities,USD,0,1
1451,SLV_Public Administration,USD,0,1
1452,"SLV_Education, Health and Other Services",USD,0,1
1453,SLV_Private Households,USD,0,1
1454,SLV_Others,USD,0,1
1455,SLV_Re-export & Re-import,USD,0,1
1456,ERI_Agriculture,USD,0,1
1457,ERI_Fishing,USD,0,1
1458,ERI_Mining and Quarrying,USD,0,1
1459,ERI_Food & Beverages,USD,0,1
1460,ERI_Textiles and Wearing Apparel,USD,0,1
1461,ERI_Wood and Paper,USD,0,1
1462,"ERI_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1463,ERI_Metal Products,USD,0,1
1464,ERI_Electrical and Machinery,USD,0,1
1465,ERI_Transport Equipment,USD,0,1
1466,ERI_Other Manufacturing,USD,0,1
1467,ERI_Recycling,USD,0,1
1468,"ERI_Electricity, Gas and Water",USD,0,1
1469,ERI_Construction,USD,0,1
1470,ERI_Maintenance and Repair,USD,0,1
1471,ERI_Wholesale Trade,USD,0,1
1472,ERI_Retail Trade,USD,0,1
1473,ERI_Hotels and Restraurants,USD,0,1
1474,ERI_Transport,USD,0,1
1475,ERI_Post and Telecommunications,USD,0,1
1476,ERI_Finacial Intermediation and Business Activities,USD,0,1
1477,ERI_Public Administration,USD,0,1
1478,"ERI_Education, Health and Other Services",USD,0,1
1479,ERI_Private Households,USD,0,1
1480,ERI_Others,USD,0,1
1481,ERI_Re-export & Re-import,USD,0,1
1482,EST_Agriculture,USD,0,1
1483,EST_Fishing,USD,0,1
1484,EST_Mining and Quarrying,USD,0,1
1485,EST_Food & Beverages,USD,0,1
1486,EST_Textiles and Wearing Apparel,USD,0,1
1487,EST_Wood and Paper,USD,0,1
1488,"EST_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1489,EST_Metal Products,USD,0,1
1490,EST_Electrical and Machinery,USD,0,1
1491,EST_Transport Equipment,USD,0,1
1492,EST_Other Manufacturing,USD,0,1
1493,EST_Recycling,USD,0,1
1494,"EST_Electricity, Gas and Water",USD,0,1
1495,EST_Construction,USD,0,1
1496,EST_Maintenance and Repair,USD,0,1
1497,EST_Wholesale Trade,USD,0,1
1498,EST_Retail Trade,USD,0,1
1499,EST_Hotels and Restraurants,USD,0,1
1500,EST_Transport,USD,0,1
1501,EST_Post and Telecommunications,USD,0,1
1502,EST_Finacial Intermediation and Business Activities,USD,0,1
1503,EST_Public Administration,USD,0,1
1504,"EST_Education, Health and Other Services",USD,0,1
1505,EST_Private Households,USD,0,1
1506,EST_Others,USD,0,1
1507,EST_Re-export & Re-import,USD,0,1
1508,ETH_Agriculture,USD,0,1
1509,ETH_Fishing,USD,0,1
1510,ETH_Mining and Quarrying,USD,0,1
1511,ETH_Food & Beverages,USD,0,1
1512,ETH_Textiles and Wearing Apparel,USD,0,1
1513,ETH_Wood and Paper,USD,0,1
1514,"ETH_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1515,ETH_Metal Products,USD,0,1
1516,ETH_Electrical and Machinery,USD,0,1
1517,ETH_Transport Equipment,USD,0,1
1518,ETH_Other Manufacturing,USD,0,1
1519,ETH_Recycling,USD,0,1
1520,"ETH_Electricity, Gas and Water",USD,0,1
1521,ETH_Construction,USD,0,1
1522,ETH_Maintenance and Repair,USD,0,1
1523,ETH_Wholesale Trade,USD,0,1
1524,ETH_Retail Trade,USD,0,1
1525,ETH_Hotels and Restraurants,USD,0,1
1526,ETH_Transport,USD,0,1
1527,ETH_Post and Telecommunications,USD,0,1
1528,ETH_Finacial Intermediation and Business Activities,USD,0,1
1529,ETH_Public Administration,USD,0,1
1530,"ETH_Education, Health and Other Services",USD,0,1
1531,ETH_Private Households,USD,0,1
1532,ETH_Others,USD,0,1
1533,ETH_Re-export & Re-import,USD,0,1
1534,FJI_Agriculture,USD,0,1
1535,FJI_Fishing,USD,0,1
1536,FJI_Mining and Quarrying,USD,0,1
1537,FJI_Food & Beverages,USD,0,1
1538,FJI_Textiles and Wearing Apparel,USD,0,1
1539,FJI_Wood and Paper,USD,0,1
1540,"FJI_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1541,FJI_Metal Products,USD,0,1
1542,FJI_Electrical and Machinery,USD,0,1
1543,FJI_Transport Equipment,USD,0,1
1544,FJI_Other Manufacturing,USD,0,1
1545,FJI_Recycling,USD,0,1
1546,"FJI_Electricity, Gas and Water",USD,0,1
1547,FJI_Construction,USD,0,1
1548,FJI_Maintenance and Repair,USD,0,1
1549,FJI_Wholesale Trade,USD,0,1
1550,FJI_Retail Trade,USD,0,1
1551,FJI_Hotels and Restraurants,USD,0,1
1552,FJI_Transport,USD,0,1
1553,FJI_Post and Telecommunications,USD,0,1
1554,FJI_Finacial Intermediation and Business Activities,USD,0,1
1555,FJI_Public Administration,USD,0,1
1556,"FJI_Education, Health and Other Services",USD,0,1
1557,FJI_Private Households,USD,0,1
1558,FJI_Others,USD,0,1
1559,FJI_Re-export & Re-import,USD,0,1
1560,FIN_Agriculture,USD,0,1
1561,FIN_Fishing,USD,0,1
1562,FIN_Mining and Quarrying,USD,0,1
1563,FIN_Food & Beverages,USD,0,1
1564,FIN_Textiles and Wearing Apparel,USD,0,1
1565,FIN_Wood and Paper,USD,0,1
1566,"FIN_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1567,FIN_Metal Products,USD,0,1
1568,FIN_Electrical and Machinery,USD,0,1
1569,FIN_Transport Equipment,USD,0,1
1570,FIN_Other Manufacturing,USD,0,1
1571,FIN_Recycling,USD,0,1
1572,"FIN_Electricity, Gas and Water",USD,0,1
1573,FIN_Construction,USD,0,1
1574,FIN_Maintenance and Repair,USD,0,1
1575,FIN_Wholesale Trade,USD,0,1
1576,FIN_Retail Trade,USD,0,1
1577,FIN_Hotels and Restraurants,USD,0,1
1578,FIN_Transport,USD,0,1
1579,FIN_Post and Telecommunications,USD,0,1
1580,FIN_Finacial Intermediation and Business Activities,USD,0,1
1581,FIN_Public Administration,USD,0,1
1582,"FIN_Education, Health and Other Services",USD,0,1
1583,FIN_Private Households,USD,0,1
1584,FIN_Others,USD,0,1
1585,FIN_Re-export & Re-import,USD,0,1
1586,FRA_Agriculture,USD,0,1
1587,FRA_Fishing,USD,0,1
1588,FRA_Mining and Quarrying,USD,0,1
1589,FRA_Food & Beverages,USD,0,1
1590,FRA_Textiles and Wearing Apparel,USD,0,1
1591,FRA_Wood and Paper,USD,0,1
1592,"FRA_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1593,FRA_Metal Products,USD,0,1
1594,FRA_Electrical and Machinery,USD,0,1
1595,FRA_Transport Equipment,USD,0,1
1596,FRA_Other Manufacturing,USD,0,1
1597,FRA_Recycling,USD,0,1
1598,"FRA_Electricity, Gas and Water",USD,0,1
1599,FRA_Construction,USD,0,1
1600,FRA_Maintenance and Repair,USD,0,1
1601,FRA_Wholesale Trade,USD,0,1
1602,FRA_Retail Trade,USD,0,1
1603,FRA_Hotels and Restraurants,USD,0,1
1604,FRA_Transport,USD,0,1
1605,FRA_Post and Telecommunications,USD,0,1
1606,FRA_Finacial Intermediation and Business Activities,USD,0,1
1607,FRA_Public Administration,USD,0,1
1608,"FRA_Education, Health and Other Services",USD,0,1
1609,FRA_Private Households,USD,0,1
1610,FRA_Others,USD,0,1
1611,FRA_Re-export & Re-import,USD,0,1
1612,PYF_Agriculture,USD,0,1
1613,PYF_Fishing,USD,0,1
1614,PYF_Mining and Quarrying,USD,0,1
1615,PYF_Food & Beverages,USD,0,1
1616,PYF_Textiles and Wearing Apparel,USD,0,1
1617,PYF_Wood and Paper,USD,0,1
1618,"PYF_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1619,PYF_Metal Products,USD,0,1
1620,PYF_Electrical and Machinery,USD,0,1
1621,PYF_Transport Equipment,USD,0,1
1622,PYF_Other Manufacturing,USD,0,1
1623,PYF_Recycling,USD,0,1
1624,"PYF_Electricity, Gas and Water",USD,0,1
1625,PYF_Construction,USD,0,1
1626,PYF_Maintenance and Repair,USD,0,1
1627,PYF_Wholesale Trade,USD,0,1
1628,PYF_Retail Trade,USD,0,1
1629,PYF_Hotels and Restraurants,USD,0,1
1630,PYF_Transport,USD,0,1
1631,PYF_Post and Telecommunications,USD,0,1
1632,PYF_Finacial Intermediation and Business Activities,USD,0,1
1633,PYF_Public Administration,USD,0,1
1634,"PYF_Education, Health and Other Services",USD,0,1
1635,PYF_Private Households,USD,0,1
1636,PYF_Others,USD,0,1
1637,PYF_Re-export & Re-import,USD,0,1
1638,GAB_Agriculture,USD,0,1
1639,GAB_Fishing,USD,0,1
1640,GAB_Mining and Quarrying,USD,0,1
1641,GAB_Food & Beverages,USD,0,1
1642,GAB_Textiles and Wearing Apparel,USD,0,1
1643,GAB_Wood and Paper,USD,0,1
1644,"GAB_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1645,GAB_Metal Products,USD,0,1
1646,GAB_Electrical and Machinery,USD,0,1
1647,GAB_Transport Equipment,USD,0,1
1648,GAB_Other Manufacturing,USD,0,1
1649,GAB_Recycling,USD,0,1
1650,"GAB_Electricity, Gas and Water",USD,0,1
1651,GAB_Construction,USD,0,1
1652,GAB_Maintenance and Repair,USD,0,1
1653,GAB_Wholesale Trade,USD,0,1
1654,GAB_Retail Trade,USD,0,1
1655,GAB_Hotels and Restraurants,USD,0,1
1656,GAB_Transport,USD,0,1
1657,GAB_Post and Telecommunications,USD,0,1
1658,GAB_Finacial Intermediation and Business Activities,USD,0,1
1659,GAB_Public Administration,USD,0,1
1660,"GAB_Education, Health and Other Services",USD,0,1
1661,GAB_Private Households,USD,0,1
1662,GAB_Others,USD,0,1
1663,GAB_Re-export & Re-import,USD,0,1
1664,GMB_Agriculture,USD,0,1
1665,GMB_Fishing,USD,0,1
1666,GMB_Mining and Quarrying,USD,0,1
1667,GMB_Food & Beverages,USD,0,1
1668,GMB_Textiles and Wearing Apparel,USD,0,1
1669,GMB_Wood and Paper,USD,0,1
1670,"GMB_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1671,GMB_Metal Products,USD,0,1
1672,GMB_Electrical and Machinery,USD,0,1
1673,GMB_Transport Equipment,USD,0,1
1674,GMB_Other Manufacturing,USD,0,1
1675,GMB_Recycling,USD,0,1
1676,"GMB_Electricity, Gas and Water",USD,0,1
1677,GMB_Construction,USD,0,1
1678,GMB_Maintenance and Repair,USD,0,1
1679,GMB_Wholesale Trade,USD,0,1
1680,GMB_Retail Trade,USD,0,1
1681,GMB_Hotels and Restraurants,USD,0,1
1682,GMB_Transport,USD,0,1
1683,GMB_Post and Telecommunications,USD,0,1
1684,GMB_Finacial Intermediation and Business Activities,USD,0,1
1685,GMB_Public Administration,USD,0,1
1686,"GMB_Education, Health and Other Services",USD,0,1
1687,GMB_Private Households,USD,0,1
1688,GMB_Others,USD,0,1
1689,GMB_Re-export & Re-import,USD,0,1
1690,GEO_Agriculture,USD,0,1
1691,GEO_Fishing,USD,0,1
1692,GEO_Mining and Quarrying,USD,0,1
1693,GEO_Food & Beverages,USD,0,1
1694,GEO_Textiles and Wearing Apparel,USD,0,1
1695,GEO_Wood and Paper,USD,0,1
1696,"GEO_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1697,GEO_Metal Products,USD,0,1
1698,GEO_Electrical and Machinery,USD,0,1
1699,GEO_Transport Equipment,USD,0,1
1700,GEO_Other Manufacturing,USD,0,1
1701,GEO_Recycling,USD,0,1
1702,"GEO_Electricity, Gas and Water",USD,0,1
1703,GEO_Construction,USD,0,1
1704,GEO_Maintenance and Repair,USD,0,1
1705,GEO_Wholesale Trade,USD,0,1
1706,GEO_Retail Trade,USD,0,1
1707,GEO_Hotels and Restraurants,USD,0,1
1708,GEO_Transport,USD,0,1
1709,GEO_Post and Telecommunications,USD,0,1
1710,GEO_Finacial Intermediation and Business Activities,USD,0,1
1711,GEO_Public Administration,USD,0,1
1712,"GEO_Education, Health and Other Services",USD,0,1
1713,GEO_Private Households,USD,0,1
1714,GEO_Others,USD,0,1
1715,GEO_Re-export & Re-import,USD,0,1
1716,DEU_Agriculture,USD,0,1
1717,DEU_Fishing,USD,0,1
1718,DEU_Mining and Quarrying,USD,0,1
1719,DEU_Food & Beverages,USD,0,1
1720,DEU_Textiles and Wearing Apparel,USD,0,1
1721,DEU_Wood and Paper,USD,0,1
1722,"DEU_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1723,DEU_Metal Products,USD,0,1
1724,DEU_Electrical and Machinery,USD,0,1
1725,DEU_Transport Equipment,USD,0,1
1726,DEU_Other Manufacturing,USD,0,1
1727,DEU_Recycling,USD,0,1
1728,"DEU_Electricity, Gas and Water",USD,0,1
1729,DEU_Construction,USD,0,1
1730,DEU_Maintenance and Repair,USD,0,1
1731,DEU_Wholesale Trade,USD,0,1
1732,DEU_Retail Trade,USD,0,1
1733,DEU_Hotels and Restraurants,USD,0,1
1734,DEU_Transport,USD,0,1
1735,DEU_Post and Telecommunications,USD,0,1
1736,DEU_Finacial Intermediation and Business Activities,USD,0,1
1737,DEU_Public Administration,USD,0,1
1738,"DEU_Education, Health and Other Services",USD,0,1
1739,DEU_Private Households,USD,0,1
1740,DEU_Others,USD,0,1
1741,DEU_Re-export & Re-import,USD,0,1
1742,GHA_Agriculture,USD,0,1
1743,GHA_Fishing,USD,0,1
1744,GHA_Mining and Quarrying,USD,0,1
1745,GHA_Food & Beverages,USD,0,1
1746,GHA_Textiles and Wearing Apparel,USD,0,1
1747,GHA_Wood and Paper,USD,0,1
1748,"GHA_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1749,GHA_Metal Products,USD,0,1
1750,GHA_Electrical and Machinery,USD,0,1
1751,GHA_Transport Equipment,USD,0,1
1752,GHA_Other Manufacturing,USD,0,1
1753,GHA_Recycling,USD,0,1
1754,"GHA_Electricity, Gas and Water",USD,0,1
1755,GHA_Construction,USD,0,1
1756,GHA_Maintenance and Repair,USD,0,1
1757,GHA_Wholesale Trade,USD,0,1
1758,GHA_Retail Trade,USD,0,1
1759,GHA_Hotels and Restraurants,USD,0,1
1760,GHA_Transport,USD,0,1
1761,GHA_Post and Telecommunications,USD,0,1
1762,GHA_Finacial Intermediation and Business Activities,USD,0,1
1763,GHA_Public Administration,USD,0,1
1764,"GHA_Education, Health and Other Services",USD,0,1
1765,GHA_Private Households,USD,0,1
1766,GHA_Others,USD,0,1
1767,GHA_Re-export & Re-import,USD,0,1
1768,GRC_Agriculture,USD,0,1
1769,GRC_Fishing,USD,0,1
1770,GRC_Mining and Quarrying,USD,0,1
1771,GRC_Food & Beverages,USD,0,1
1772,GRC_Textiles and Wearing Apparel,USD,0,1
1773,GRC_Wood and Paper,USD,0,1
1774,"GRC_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1775,GRC_Metal Products,USD,0,1
1776,GRC_Electrical and Machinery,USD,0,1
1777,GRC_Transport Equipment,USD,0,1
1778,GRC_Other Manufacturing,USD,0,1
1779,GRC_Recycling,USD,0,1
1780,"GRC_Electricity, Gas and Water",USD,0,1
1781,GRC_Construction,USD,0,1
1782,GRC_Maintenance and Repair,USD,0,1
1783,GRC_Wholesale Trade,USD,0,1
1784,GRC_Retail Trade,USD,0,1
1785,GRC_Hotels and Restraurants,USD,0,1
1786,GRC_Transport,USD,0,1
1787,GRC_Post and Telecommunications,USD,0,1
1788,GRC_Finacial Intermediation and Business Activities,USD,0,1
1789,GRC_Public Administration,USD,0,1
1790,"GRC_Education, Health and Other Services",USD,0,1
1791,GRC_Private Households,USD,0,1
1792,GRC_Others,USD,0,1
1793,GRC_Re-export & Re-import,USD,0,1
1794,GRL_Agriculture,USD,0,1
1795,GRL_Fishing,USD,0,1
1796,GRL_Mining and Quarrying,USD,0,1
1797,GRL_Food & Beverages,USD,0,1
1798,GRL_Textiles and Wearing Apparel,USD,0,1
1799,GRL_Wood and Paper,USD,0,1
1800,"GRL_Petroleum, Chemical and Non-Metallic Mineral Products",USD,0,1
1801,GRL_Metal Products,USD,0,1
1802,GRL_Electrical and Machinery,USD,0,1
1803,GRL_Transport Equipment,USD,0,1
1804,GRL_Other Manufacturing,USD,0,1
1805,GRL_Recycling,USD,0,1
1806,"GRL_Electricity, Gas and Water",USD,0,1
1807,GRL_Construction,USD,0,1
1808,GRL_Maintenance and Repair,USD,0,1
1809,GRL_Wholesale Trade,USD,0,1
1810,GRL_Retail Trade,USD,0,1
1811,GRL_Hotels and Restraurants,USD,0,1
1812,GRL_Transport,USD,0,1
1813,GRL_Post and Telecommunications,USD,0,1
1814,GRL_Finacial Intermediation and Business Activities,USD,0,1
1815,GRL_Public Administration,USD,0,1
1816,"GRL_Education, Health and Other Services",USD,0,1
1817,GRL_Private Households,USD,0,1
1818,GRL_Others,USD,0,1
1819,GRL_Re-export & Re-import,USD,0,1
1820,GTM_Agriculture,USD,0,1
1821,GTM_Fishing,USD,0,1
1822,GTM_Mining and Quarrying,USD,0,1
1823,GTM_Food & Beverages,USD,0,1
1824,GTM_Textiles and Wearing Apparel,USD,0,1
