,country1,gsc,weighted_ratio
333,KAZ,LEA,3439.5432552888924
334,KAZ,LUM,148.89673108562317
335,KAZ,MIL,1506.1101097631722
336,KAZ,MVH,5502.3214029180235
337,KAZ,NFM,4366.145558896067
338,KAZ,NMM,148.61282424003366
339,KAZ,OAP,969.3116697023992
340,KAZ,OCR,2164.044085191713
341,KAZ,OFD,521.8169656621955
342,KAZ,OIL,429.03098949784567
343,KAZ,OME,8384.380805693567
344,KAZ,OMF,241887.55541144026
345,KAZ,OMT,2065.3807804761004
346,KAZ,OSD,336.70378915990113
347,KAZ,OTN,20478.06141148943
348,KAZ,OXT,74476.55952783229
349,KAZ,P_C,289.7485067479778
350,KAZ,PCR,246.3348861455458
351,KAZ,PDR,743.458427742156
352,KAZ,PFB,2362.2230019877993
353,KAZ,PPP,2014.9002957143557
354,KAZ,RMK,367.0696048706523
355,KAZ,RPP,2740.9411398282527
356,KAZ,SGR,441.67162370587414
357,KAZ,TEX,7501.149849518598
358,KAZ,V_F,320.9530225627654
359,KAZ,VOL,520.5467427455163
360,KAZ,WAP,12807.906304428065
361,KAZ,WHT,169.36010040855464
362,KAZ,WOL,526.0344880767564
363,KAZ,WTR,329.7072419315195
364,KGZ,BPH,30565.989993306146
365,KGZ,C_B,17.970862077774022
366,KGZ,CHM,3066.887900891444
367,KGZ,CMT,2106.965013838718
368,KGZ,COA,20.847575561905952
369,KGZ,CTL,3110.267047703287
370,KGZ,EEQ,3864.547228050153
371,KGZ,ELE,73254.83354367688
372,KGZ,FMP,3398.1160518248485
373,KGZ,FRS,19343.145811527447
374,KGZ,FSH,1015.933247904844
375,KGZ,GAS,198.40012500704609
376,KGZ,GRO,1184.9885510177771
377,KGZ,GSC,5700.105317439003
378,KGZ,I_S,653.103395322634
379,KGZ,LEA,9027.379671949278
380,KGZ,LUM,1572.4418469629015
381,KGZ,MIL,2057.5234781755144
382,KGZ,MVH,9723.320075442345
383,KGZ,NFM,296779.04104942316
384,KGZ,NMM,218.3119372537163
385,KGZ,OAP,2305.782328669091
386,KGZ,OCR,12904.164936692197
387,KGZ,OFD,2478.344192501354
388,KGZ,OIL,338.9282076174097
389,KGZ,OME,9645.34056246263
390,KGZ,OMF,16310.39370757276
391,KGZ,OMT,3827.5060019566818
392,KGZ,OSD,761.4246523426561
393,KGZ,OTN,381085.65618719516
394,KGZ,OXT,2996.580906195965
395,KGZ,P_C,241.01413068664596
396,KGZ,PCR,844.4278009793993
397,KGZ,PDR,573.4008667782181
398,KGZ,PFB,1410.4662995666706
399,KGZ,PPP,1575.5923338128766
400,KGZ,RMK,349.25363510570276
401,KGZ,RPP,1304.4608194610646
402,KGZ,SGR,1001.390268224524
403,KGZ,TEX,2935.1816265689768
404,KGZ,V_F,762.8179199507803
405,KGZ,VOL,1701.1340646226674
406,KGZ,WAP,23205.44492290981
407,KGZ,WHT,119.7485280910089
408,KGZ,WOL,509.0982608438933
409,KGZ,WTR,308.505481461978
410,North America,BPH,80514.84389592546
411,North America,C_B,3341.670072880697
412,North America,CHM,1214.076216045066
413,North America,CMT,3741.0868661608415
414,North America,COA,114.36095750595828
415,North America,CTL,13651.273086977193
416,North America,EEQ,18062.45556590596
417,North America,ELE,158539.1087656172
418,North America,ELY,17351727.7948587
419,North America,FMP,8928.610827128094
420,North America,FRS,311.10794816457553
421,North America,FSH,6435.702966926834
422,North America,GAS,287.4117079656308
423,North America,GDT,29390.372949422905
424,North America,GRO,176.7367545956932
425,North America,GSC,1647.4059923168427
426,North America,I_S,1063.8718613704555
427,North America,LEA,12838.159945433872
428,North America,LUM,648.3048025800513
429,North America,MIL,2320.055483208284
430,North America,MVH,11371.505070630135
431,North America,NFM,14601.322947904075
432,North America,NMM,2039.4979370998662
433,North America,OAP,2796.444785004315
434,North America,OCR,2033.9472443459715
435,North America,OFD,2117.161410460552
436,North America,OIL,358.63241906580265
437,North America,OME,18014.929387012686
438,North America,OMF,49001.19686781785
439,North America,OMT,1661.448551819012
440,North America,OSD,378.58612347890465
441,North America,OTN,129042.79342510011
442,North America,OXT,285.2516633303406
443,North America,P_C,272.54201212594364
444,North America,PCR,541.729309914979
445,North America,PDR,279.6337738846526
446,North America,PFB,1676.1238051464334
447,North America,PPP,947.1495487782801
448,North America,RMK,902.3017521599414
449,North America,RPP,5807.302054884236
450,North America,SGR,460.07993601549487
451,North America,TEX,6621.7454070205595
452,North America,V_F,995.2004637510141
453,North America,VOL,535.3298692242817
454,North America,WAP,15320.77342548674
455,North America,WHT,228.0170101888268
456,North America,WOL,2926.554089948656
457,North America,WTR,331.4115854463885
458,Oceania,BPH,167548.62780466996
459,Oceania,C_B,194509.4680549707
460,Oceania,CHM,1570.3669145047402
461,Oceania,CMT,4943.834019505094
462,Oceania,COA,119.22303120211522
463,Oceania,CTL,8119.014301533277
464,Oceania,EEQ,25468.816080746263
465,Oceania,ELE,208447.7846123055
466,Oceania,FMP,5568.251745912317
467,Oceania,FRS,143.14377436950227
468,Oceania,FSH,14517.551640859636
469,Oceania,GAS,368.28472179132905
470,Oceania,GDT,4344.703730152607
471,Oceania,GRO,256.07178680635377
472,Oceania,GSC,2328.7930668366116
473,Oceania,I_S,1415.4709065853544
474,Oceania,LEA,9382.319852637089
475,Oceania,LUM,275.74452662259455
476,Oceania,MIL,3311.779148102952
477,Oceania,MVH,11098.003054188814
478,Oceania,NFM,38174.825922134536
479,Oceania,NMM,1724.925927461235
480,Oceania,OAP,2867.671614760709
481,Oceania,OCR,1270.3896872603175
482,Oceania,OFD,3267.4943352555333
483,Oceania,OIL,362.69399037812303
484,Oceania,OME,14734.171132392938
485,Oceania,OMF,57421.773385245506
486,Oceania,OMT,2268.5864152833283
487,Oceania,OSD,425.79072459578526
488,Oceania,OTN,19139.991972231437
489,Oceania,OXT,79.14767615946978
490,Oceania,P_C,391.6750875060926
491,Oceania,PCR,815.9054579259478
492,Oceania,PDR,780.4172874279577
493,Oceania,PFB,1612.787011647084
494,Oceania,PPP,687.2395864862561
495,Oceania,RMK,1277.5579952238263
496,Oceania,RPP,4748.332464032862
497,Oceania,SGR,376.2694121753947
498,Oceania,TEX,6734.076362267673
499,Oceania,V_F,1162.4646606476379
500,Oceania,VOL,812.7171010096866
501,Oceania,WAP,41263.23662928162
502,Oceania,WHT,204.0615938234614
503,Oceania,WOL,8579.646047468716
504,Oceania,WTR,497.3948821542465
505,RUS,BPH,14241.281599222977
506,RUS,C_B,16927.356109152242
507,RUS,CHM,401.2770102847078
508,RUS,CMT,1748.2199850894076
509,RUS,COA,76.52711603023981
510,RUS,CTL,2235.6783665107173
511,RUS,EEQ,23407.710056156375
512,RUS,ELE,415096.8219310649
513,RUS,FMP,7109.5242820308085
514,RUS,FRS,93.27283338643669
515,RUS,FSH,9242.519978247445
516,RUS,GAS,252.0165472571392
517,RUS,GRO,155.17597670794376
518,RUS,GSC,1298.0701179433033
519,RUS,I_S,475.1280218858427
520,RUS,LEA,13571.457999354416
521,RUS,LUM,284.330010739558
522,RUS,MIL,1626.4050307711152
523,RUS,MVH,11413.920736762037
524,RUS,NFM,4946.220660482546
525,RUS,NMM,451.26271322179196
526,RUS,OAP,7776.750802712888
527,RUS,OCR,1248.4816496576086
528,RUS,OFD,1960.7073923533449
529,RUS,OIL,341.2044356750133
530,RUS,OME,11715.712507299422
531,RUS,OMF,17456.77049112225
532,RUS,OMT,1362.225644524986
533,RUS,OSD,349.13694558765377
534,RUS,OTN,15662.860991353129
535,RUS,OXT,497.25749520118256
536,RUS,P_C,265.84184715236455
537,RUS,PCR,448.3084441403752
538,RUS,PDR,298.8533988085308
539,RUS,PFB,1131.6822190815917
540,RUS,PPP,669.4935607921146
541,RUS,RMK,630.1679653667301
542,RUS,RPP,2875.456694458612
543,RUS,SGR,347.39344309476667
544,RUS,TEX,4276.771433518255
545,RUS,V_F,469.74193254309404
546,RUS,VOL,586.5442982735696
547,RUS,WAP,30323.585275110643
548,RUS,WHT,166.98957021142397
549,RUS,WOL,2053.86663929999
550,RUS,WTR,126.10252076618536
551,South America,BPH,11294.281606270988
552,South America,C_B,1525.6090971408103
553,South America,CHM,992.4252129098071
554,South America,CMT,3755.6514267170733
555,South America,COA,64.54431906477781
556,South America,CTL,3641.044504383078
557,South America,EEQ,6369.460673373544
558,South America,ELE,60628.27921250308
559,South America,ELY,24894.8666573979
560,South America,FMP,4212.267547137436
561,South America,FRS,376.2408249803707
562,South America,FSH,3963.5883789396844
563,South America,GAS,211.53057528640272
564,South America,GDT,3400.1324491295554
565,South America,GRO,171.83605001097965
566,South America,GSC,1990.3594675348224
567,South America,I_S,833.2701354011793
568,South America,LEA,7997.14367039328
569,South America,LUM,484.291956303698
570,South America,MIL,2606.994075669126
571,South America,MVH,8400.062865090402
572,South America,NFM,3441.510320946553
573,South America,NMM,444.7824255137534
574,South America,OAP,3661.1883131861764
575,South America,OCR,2988.5126968241357
576,South America,OFD,2134.3897607396825
577,South America,OIL,305.54144499526467
578,South America,OME,8751.092143550379
579,South America,OMF,11155.067833920162
580,South America,OMT,1729.4821923656207
581,South America,OSD,354.90334992941894
582,South America,OTN,239813.20398664565
583,South America,OXT,138.83045705781646
584,South America,P_C,341.9669717014779
585,South America,PCR,393.3492515554444
586,South America,PDR,298.16101977302645
587,South America,PFB,1531.1172243966998
588,South America,PPP,562.4348675608101
589,South America,RMK,1251.3827239619773
590,South America,RPP,3696.5725655782094
591,South America,SGR,386.04819765845474
592,South America,TEX,5348.391976766799
593,South America,V_F,986.8453289748849
594,South America,VOL,440.2684058135965
595,South America,WAP,34302.96082645513
596,South America,WHT,187.88344940891017
597,South America,WOL,4819.650026989812
598,South America,WTR,555.2015910156966
599,TJK,BPH,34814.79463058476
600,TJK,CHM,16059.698645648592
601,TJK,COA,64.83801372489674
602,TJK,EEQ,65387.352630342495
603,TJK,ELE,559290.9935664654
604,TJK,FMP,3024.200102682979
605,TJK,FRS,180.92230652446264
606,TJK,FSH,16908.85852600306
607,TJK,GRO,110.83463106941079
608,TJK,GSC,366.3625189392388
609,TJK,I_S,3564.5893748546505
610,TJK,LEA,2518.485012066651
611,TJK,LUM,3746.5746259770362
612,TJK,MIL,1145.491618198798
613,TJK,MVH,10018.189588618145
614,TJK,NFM,15342.482167618467
615,TJK,NMM,1070.9437592416264
616,TJK,OAP,13934.053609698596
617,TJK,OCR,1979.2547993125206
618,TJK,OFD,3030.7837069321695
619,TJK,OME,9133.876387703145
620,TJK,OMF,2970871.178775491
621,TJK,OMT,2977.1534611370957
622,TJK,OSD,988.8266619437273
623,TJK,OTN,33813.24680332401
624,TJK,OXT,1275.3221107330367
625,TJK,P_C,8164.672369841515
626,TJK,PCR,484.8134743135723
627,TJK,PDR,181.43716377425594
628,TJK,PFB,1544.3898741734722
629,TJK,PPP,3718.3686534480094
630,TJK,RMK,1448.9773495860716
631,TJK,RPP,4680.053293240963
632,TJK,SGR,1070.4792662681098
633,TJK,TEX,2573.551600504296
634,TJK,V_F,1002.9953934219976
635,TJK,VOL,526.9907530127502
636,TJK,WAP,14322.295795973576
637,TJK,WOL,11612.44915436907
638,TKM,BPH,96862.4562556394
639,TKM,CHM,409.07265764557746
640,TKM,CMT,5522.55081628729
641,TKM,CTL,3480.6399162182256
642,TKM,EEQ,6611.780837750547
643,TKM,ELE,1532543.2193059684
644,TKM,FMP,4119.052241806385
645,TKM,FSH,2093.9654177208254
646,TKM,GAS,240.6980020595596
647,TKM,GSC,1316.9557669423434
648,TKM,I_S,6848.344579633983
649,TKM,LEA,18792.684258468744
650,TKM,LUM,1959.2199951903615
651,TKM,MIL,5041.834904590846
652,TKM,MVH,4917.408984686489
653,TKM,NFM,3930.233697660929
654,TKM,NMM,1531.0297393948151
655,TKM,OAP,1302.6859424893082
656,TKM,OCR,1108.7637079181077
657,TKM,OFD,4495.851855013245
658,TKM,OIL,377.52405826179796
659,TKM,OME,6331.54757586053
660,TKM,OMF,10342.836281180582
661,TKM,OSD,1054.728328068066
662,TKM,OTN,975545.9227121299
663,TKM,OXT,78.8796513839116
664,TKM,P_C,233.4470825449044
665,TKM,PFB,1504.1912301271561
666,TKM,PPP,975.7194454293151
667,TKM,RPP,2122.468595911746
668,TKM,TEX,2375.291360085359
669,TKM,V_F,669.3670709720795
670,TKM,VOL,510.6031688162556
671,TKM,WAP,15406.936831264795
672,TKM,WOL,1003.8020659758197
673,TUR,BPH,24100.276789794945
674,TUR,C_B,6004.2514370355275
675,TUR,CHM,787.2568417935344
676,TUR,CMT,10426.816470878337
677,TUR,COA,163.72281004643125
678,TUR,CTL,17636.815175522093
679,TUR,EEQ,4353.746126860197
680,TUR,ELE,26599.037623266686
681,TUR,FMP,2877.2025654488057
682,TUR,FRS,1210.3006514593094
683,TUR,FSH,4151.136377481986
684,TUR,GAS,303.36647622955485
685,TUR,GDT,19269.283093841488
686,TUR,GRO,304.89700561430675
687,TUR,GSC,2030.0377212303624
688,TUR,I_S,558.3135240513975
689,TUR,LEA,10997.016586848893
690,TUR,LUM,674.1392353447714
691,TUR,MIL,1960.3373477122566
692,TUR,MVH,7666.407514145898
693,TUR,NFM,54057.35567156671
694,TUR,NMM,282.7220588041652
695,TUR,OAP,1393.1658177820716
696,TUR,OCR,4848.48794600971
697,TUR,OFD,1523.3242901371957
698,TUR,OIL,376.26344623376855
699,TUR,OME,6370.983391167147
700,TUR,OMF,8776.430743538987
701,TUR,OMT,1239.6482999763987
702,TUR,OSD,1160.1115170649612
703,TUR,OTN,14555.266106787523
704,TUR,OXT,169.95413434349902
705,TUR,P_C,476.25068134566686
706,TUR,PCR,536.0128626165643
707,TUR,PDR,349.0124769242872
708,TUR,PFB,1931.5570552561098
709,TUR,PPP,1462.1875912613768
710,TUR,RMK,738.6128768633424
711,TUR,RPP,3109.656207547778
712,TUR,SGR,517.7837073018331
713,TUR,TEX,4457.7686508030365
714,TUR,V_F,738.6787914109243
715,TUR,VOL,1014.9387398064575
716,TUR,WAP,20612.681317501316
717,TUR,WHT,293.465105123338
718,TUR,WOL,2266.076228098068
719,TUR,WTR,142.77019821007042
720,UZB,BPH,15265.232114145228
721,UZB,CHM,1189.4897215076446
722,UZB,CMT,13894.80137662544
723,UZB,CTL,2134.5807413247608
724,UZB,EEQ,3721.0735580076775
725,UZB,ELE,113893.8383804342
726,UZB,FMP,4819.122524573498
727,UZB,FRS,37552.19738149925
728,UZB,FSH,8252.193614720976
729,UZB,GAS,204.5028322162854
730,UZB,GRO,14177.19114810542
731,UZB,GSC,685.3980218337139
732,UZB,I_S,1786.470031781313
733,UZB,LEA,2270.2982276111316
734,UZB,LUM,201.00336024379976
735,UZB,MIL,625.1225857130694
736,UZB,MVH,4278.326184108828
737,UZB,NFM,1110069.313262465
738,UZB,NMM,139.11051103024843
739,UZB,OAP,29601.77239008012
740,UZB,OCR,2120.1459722542513
741,UZB,OFD,1276.2832511684333
742,UZB,OME,7903.4904318792205
743,UZB,OMF,1991.7076911442152
744,UZB,OMT,602.6745685472803
745,UZB,OSD,845.4594185241816
746,UZB,OTN,3157.898312148858
747,UZB,OXT,1167.2575882374106
748,UZB,P_C,593.7607135374232
749,UZB,PCR,969.1753182711835
750,UZB,PDR,524.9423823359737
751,UZB,PFB,1692.432213601344
752,UZB,PPP,1617.7526906448113
753,UZB,RPP,1646.7032261069014
754,UZB,SGR,1100.7187935638192
755,UZB,TEX,2333.8651743904575
756,UZB,V_F,666.0701474783452
757,UZB,VOL,596.031707353979
758,UZB,WAP,11400.452290239118
759,UZB,WHT,181.6066909721537
760,UZB,WOL,628.2220707067208
761,UZB,WTR,111.67135318940291
