,CRO,LIV,FOR,FIS,MIN,MFO,MBE,MTO,MTE,MWO,MPA,MCO,MCH,MPH,MRU,MNM,MBA,MFA,MEL,MMA,MTR,MFU,MAO,ELE,WAS,CON,TRW,TRR,TRL,POS,ACF,PUB,VID,TEL,INF,FIN,INS,REA,ACC,CST,ARC,VET,REN,EMP,TRA,SEC,BUI,OFS,ADM,EDU,HEA,RES,SOC,CRE,LIB,BET,SPO,AMO,REP,OPS
VID,0.0,4.702012582341576e-10,0.0,0.0,1.5558135592105772e-06,1.6096289857412515e-06,3.6931885011812428e-06,6.717472326551049e-06,2.1046787517987928e-07,1.2455947900449295e-06,4.01303684417078e-07,0.0,9.534296033239685e-07,1.2415455393524395e-07,2.028280356406019e-06,6.021816211340896e-06,7.860053594270017e-07,5.426674004026441e-07,0.0,3.862139520049823e-05,2.8517434106839918e-08,2.387204968738172e-07,6.597670295593386e-07,4.7507043570113154e-07,9.381443511520221e-06,4.95906315106546e-07,1.6609998301705902e-06,2.2369394092419218e-06,1.6742466699792297e-05,5.715651481430016e-06,1.0532148106861438e-05,3.718173819167961e-07,0.00010194851182008236,8.196629229060577e-06,7.534719552903953e-06,2.6420882136025424e-06,3.614767834924562e-06,4.331345791694448e-06,1.8492963604270394e-05,1.5682541198559177e-06,5.093691080533111e-06,2.7112908114838206e-06,3.331133070457024e-06,2.895261332793615e-06,8.03111962514968e-06,8.963993968297211e-06,0.0,1.0303373796823054e-06,3.010114411422982e-06,1.5848697374337064e-05,1.2769390904723049e-06,0.0,2.4659587337476212e-06,5.1663638227648916e-05,4.743593921961082e-05,3.302496030503053e-05,1.6550655288716548e-05,1.5512307487877826e-06,6.379097537495148e-07,1.436048628603497e-05
TEL,7.156185383558819e-06,1.0217154067696262e-05,0.00022905075756385034,0.00017670847238035632,0.017339377434598558,0.004239480353800865,0.014238829345468957,0.01568825645929349,0.002058953761489977,0.027112845249841075,0.007998682870451797,0.0,0.01850768792831188,0.0026989993970072327,0.014159886371906034,0.014527112002912844,0.0013573285209493907,0.007824101095222167,0.0,0.0011409655073254654,0.0008477097814368745,0.00483273537703539,0.0013590681311279331,0.004601494594606467,0.1550786335320216,0.0104812696717049,0.024059964933774686,0.04030290227057904,0.027903382858238592,0.12419722567808429,0.013545406718355992,0.007362358926074689,0.16921695201097386,0.15199827457511142,0.11871636388693578,0.03283725948213672,0.021740258249571834,0.04804608357123502,0.05513339988760589,0.022201340458853813,0.0687978866143222,0.058914508326271084,0.063318164352055,0.06295576642364652,0.02212818477833324,0.04649430401002013,0.0,0.02238853164590668,0.028557718045771015,0.0198984246841049,0.0034410493853999657,3.489110627457892e-05,0.05358360886123708,0.06914601928169306,0.023131839715142245,0.04120394525506119,0.0276115294207676,0.02900624238786743,0.00479051272238829,0.0010102969386042659
INF,8.228158826864295e-08,1.3072953164683388e-07,0.0,0.0,1.299801243447404e-05,4.169671191259726e-06,1.5681460875629982e-05,1.2682276853519342e-05,4.945390905945014e-06,1.9532154968897437e-05,5.832977225737615e-06,0.0,1.3932937000428773e-05,2.2984213822650075e-06,1.247543275719076e-05,1.2838211890055508e-05,1.4493696051897875e-06,6.629247879632609e-06,0.0,1.4749196325153724e-06,6.586528898562036e-07,4.391578114186317e-05,1.1435462913331692e-06,4.2027875154327326e-06,0.00011248335164910635,9.215819941367596e-06,2.60552487706278e-05,3.7007138284079e-05,2.2699219494330437e-05,9.120887000262268e-05,1.312727990455375e-05,1.061916572348329e-05,0.00012132377085126988,0.00010923347742693143,8.966796993985044e-05,2.635318418615077e-05,1.740462086470506e-05,3.717699216963132e-05,4.239992523494406e-05,1.8743896423829524e-05,7.070875498942134e-05,5.355978726207082e-05,4.539751893355446e-05,5.249388512924793e-05,3.1654358188584376e-05,6.068302970290904e-05,5.309504620589157e-05,2.85372335188552e-05,4.60478907469064e-05,1.9026896609269076e-05,3.0545944574803893e-06,0.0,5.203258909015025e-05,5.4521860564720384e-05,2.144907847241685e-05,3.770965785780773e-05,2.6209708733397503e-05,3.1227730763385436e-05,2.6435534903570192e-05,8.394983136542977e-06
FIN,0.0001557227198334935,1.61999594205591e-05,2.9699147094288316e-05,5.359697430580964e-06,0.01072065479515016,0.007985126026397449,0.0015817642244824895,0.0006375364975138332,0.00024702207596717727,0.0011533958712181525,0.00037839839035839736,0.0,0.021098023701871162,0.0009351384738781249,0.000982770770680881,0.0009614728965208111,0.000418899049394565,0.0041297031594166615,0.008708759604572033,0.04202821478176319,1.7229023541888288e-05,0.01149892761648107,0.00017548525057551386,0.004225595783029047,0.0004820525345538447,0.003396578378359153,0.010664313780510203,0.0010592165881150993,0.005519338366820082,0.00013497286022381015,0.0024095267318796675,0.0005297429452895769,0.0001390837820215861,0.0017612722099984962,0.0028386293366478147,0.029449984649933442,0.0524795976417651,0.030041220523750713,0.022462800171229157,0.0032576154191852427,0.0035768273686044368,3.0148726541769787e-05,0.00028257377800225284,0.002806699162559915,0.002708570534969718,0.002254906032700119,7.47163102848693e-05,0.00016985240168990913,0.003750525037156087,0.007821085235609052,0.003633632311330417,0.0,0.0,0.002979153289604393,0.005430006044620604,3.029759535107086e-05,0.0014608668366506623,0.020320850920950095,0.007262876668602079,0.001369085551680751
INS,4.574089242345032e-07,8.091632977681267e-08,8.723617810943761e-08,1.5743196873043407e-08,6.128982762455942e-05,4.5672204758918614e-05,9.047153332592949e-06,3.646491910018391e-06,1.4128822508561022e-06,6.597032059885088e-06,2.1643100819901496e-06,0.0,0.00012067351915735642,5.348673986573667e-06,5.621114522329937e-06,5.499297926530103e-06,2.395960075522628e-06,2.3620497368095383e-05,4.981114268470227e-05,0.00024038709280465863,9.854415426882894e-08,6.576995464714625e-05,1.0037159426112336e-06,2.4168970557625082e-05,2.7571765292014756e-06,1.9427272990220136e-05,6.099624739630584e-05,6.058358595282124e-06,3.156873807499444e-05,7.719988499442537e-07,1.3781673314446779e-05,3.029949456887123e-06,7.955119243121773e-07,1.007387795074489e-05,1.6235994256003408e-05,0.00016844389489061053,0.0003001654477633485,0.0001718255629820762,0.00012847957633824652,1.8632452131499202e-05,2.045823590337343e-05,1.724404608373576e-07,1.6162258937123677e-06,1.6053364521155204e-05,1.549210214944119e-05,1.2897295508817893e-05,4.273518803435848e-07,9.714979629789881e-07,2.14517274848478e-05,4.47339472334976e-05,2.078314085376782e-05,0.0,0.0,1.7039743468194748e-05,3.105778757808351e-05,1.7329193978936637e-07,8.355661397009217e-06,0.00011622835520303128,4.154118410286645e-05,7.83070366605733e-06
REA,0.0,9.889968964655926e-06,0.0,0.0,0.0808751490267646,0.006067088184637727,0.02709026852515061,0.015873405682400588,0.0017608770272446205,0.14955617284850284,0.006872821031029195,0.0,0.00190652304404034,0.008149766232229997,0.014877655266210592,0.014032040504144456,0.0014845175246399752,0.006002110991647552,0.0,0.0,0.000609619962842542,0.04552681066534258,0.0006662295839579281,0.0048935655530192535,0.011233080501497895,0.0006124502453070717,0.009060105470394092,0.0029997839937542883,0.034670269116541357,0.0026404252364495514,0.01781171201380239,0.009009823949658517,0.0,0.017930381558723847,0.008494992897238693,0.013239266235220306,0.007692096470795208,0.05894645056364228,0.010913543709557279,0.010124029682317251,0.02226866960918752,0.01974030529007518,0.02112388698258914,0.042379363386841166,0.014371757245079502,0.0034226790176382837,0.0,0.008837990704675813,0.04918466682690079,0.07077586961251886,0.008112951152143406,0.0,0.0,0.001504922186179,0.013319659530583991,6.0873448019542084e-05,0.0,0.009165759953639307,0.0027909547663578977,0.0017041536862038994
ACC,6.396791806093734e-05,9.506407011612338e-05,0.0,0.0,9.713279451996817e-05,1.451410998079227e-05,0.00011988970111982952,7.021109503248279e-05,1.5552484360959743e-05,4.614480912889332e-06,2.7764890057291386e-05,0.0,0.000223226722429777,0.00016807416167257755,5.1782001860000936e-05,2.2394615232110102e-05,5.057547435258459e-06,3.0411069083957807e-05,0.0,1.7181790717915447e-05,0.0001459422524292171,2.0616507842256e-05,4.724738454925008e-06,2.123703707050896e-05,4.299339266595766e-05,1.8830752597365905e-05,2.3225137805179715e-05,9.903375862076883e-06,6.0915906492552465e-05,1.1195582469412541e-05,3.5606124702873486e-05,3.8257503141516585e-05,2.829888431373304e-08,0.00020866544815466938,3.757794384989656e-05,0.01134534742777636,0.007831748103570282,0.01681969546570076,0.011892073294411165,0.00047509373710285927,0.001930364227063806,0.00032422692956283577,0.03807791891600156,0.00045607581031590835,7.180427212818223e-05,0.0002376493590416398,0.0001439116957287339,8.485397100504409e-05,0.00043129539989143,0.00039669021526948496,0.00021920602445624817,0.0,0.0,0.0,0.0,3.1093300844885096e-07,0.0,5.066523239529018e-05,0.0005216096123133972,2.0149131729832345e-06
CST,1.82129468961964e-05,2.706664392472297e-05,0.0,0.0,2.7650676155611245e-05,4.120945448380938e-06,3.4108633901984926e-05,1.9985781340485204e-05,4.424309589853663e-06,1.311269961405733e-06,7.903644967790032e-06,0.0,6.354327853957175e-05,4.782975119134981e-05,1.4723138714013088e-05,6.375366535722164e-06,1.4395641389657413e-06,8.647051855706222e-06,0.0,4.891037965110656e-06,4.154780894805959e-05,5.865374491749726e-06,1.3421310137429195e-06,6.046609614983401e-06,1.2241079610664642e-05,5.354853568825859e-06,6.580217513389236e-06,2.8133875825509705e-06,1.7304749567251908e-05,3.1876064622449286e-06,1.0099256589776015e-05,1.0871360942927051e-05,0.0,5.941123052796019e-05,1.0695818775767076e-05,6.744241984513805e-05,4.80247620162306e-05,0.0003109428810295142,0.00023158900821266152,0.00013526761466845178,0.0005496117873320485,9.231389780138499e-05,0.0,0.00012985391373860925,2.0356982865958068e-05,6.765149387908896e-05,4.0968524381571875e-05,2.415704390462433e-05,0.00012278255424765883,0.00011293533470916723,6.235822746754612e-05,0.0,0.0,0.0,0.0,7.664413333232243e-08,0.0,1.4425405970221256e-05,0.00014851269914020846,5.724098038496718e-07
ARC,0.0010557404168322706,0.0008811832008040489,8.99373406337654e-05,1.6248129761236435e-05,0.0009183363773627909,0.0001322881290931874,0.0010945363260884248,0.0006413299700871257,0.00014202158925516415,4.210611484410013e-05,0.000253631510375862,4.91470640983162e-08,0.0020387566140231553,0.0015346020541728918,0.00047250633523070445,0.0002046341677247796,4.6436057315820066e-05,0.00027751866753215773,2.878267342498126e-08,0.0001569511040185773,0.001333042212121406,0.00018823246283988782,4.310375867247888e-05,0.00019409928782576025,0.00039309732069075837,0.00017196885828884952,0.00021147779536391534,9.075216550190336e-05,0.000555488598388988,0.00010254411930022593,0.00032428597198337216,0.00034888523499904947,6.86128973472041e-08,0.0019061828955787732,0.00034326116333764,0.0021638802196220722,0.0015408509914899503,0.009976410707102623,0.007430310838042473,0.00433993738344618,0.017633755399291275,0.0029618410866181534,8.763345755041839e-08,0.00416659436889368,0.0006538706125329985,0.002171067709379399,0.0013148907382879626,0.0007751602393640027,0.003939707506509212,0.0036234642988055626,0.0020007072532100367,2.3157446613962117e-08,7.825788172503306e-08,4.511255827421665e-08,6.8002369788798836e-09,2.5475949295393653e-06,1.1329439237691158e-07,0.0004631123475519904,0.004764879105765392,1.839716499179789e-05
VET,2.046296870428183e-06,3.041044871641366e-06,0.0,0.0,3.1066632107880888e-06,4.6300457703460726e-07,3.832240395033968e-06,2.24548185657082e-06,4.970887423722557e-07,1.473263845551214e-07,8.880058814612707e-07,0.0,7.139339545289465e-06,5.373862381197509e-06,1.6542030702157777e-06,7.162977339271405e-07,1.61740744599735e-07,9.71530595878318e-07,0.0,5.495275277633157e-07,4.668061237323314e-06,6.589981036436956e-07,1.5079374627179635e-07,6.793605890557727e-07,1.3753338787363684e-06,6.016390517109526e-07,7.393135543154285e-07,3.1609526115061923e-07,1.9442572959132827e-06,3.581402375477563e-07,1.1346915615081364e-06,1.2214405500436984e-06,0.0,6.6750875512101574e-06,1.2017176908416739e-06,7.57742354654485e-06,5.395772621364986e-06,3.4935666806643955e-05,2.6019944242527025e-05,1.519785338111016e-05,6.175106569947158e-05,1.0371832809079981e-05,0.0,1.4589602594825567e-05,2.2871878212454283e-06,7.600913844067812e-06,4.602976317115332e-06,2.7141397612679844e-06,1.3795107290003351e-05,1.268873309153452e-05,7.006194353915187e-06,0.0,0.0,0.0,0.0,8.611272578155137e-09,0.0,1.6207516147584261e-06,1.668599119085543e-05,6.431251333987101e-08
REN,0.0009703142913673814,1.9334411120612353e-09,0.002435974391539597,0.00015939408941824013,0.0010779988835880176,1.1142874555042241e-08,3.157597364833332e-08,1.7966915273085504e-08,1.0839284128003773e-08,1.4011766087446166e-08,8.178862660104359e-09,7.208139857046536e-09,1.4122458170912786e-08,7.592683341287536e-09,1.9797672623800704e-08,1.3096591516262194e-08,3.66915582028082e-08,2.11736196999171e-08,4.2214024237934e-09,2.172258955327344e-07,4.812547233314646e-08,7.331025890181932e-09,6.557037943368579e-09,1.6336063146872342e-08,5.471494357277549e-08,2.4545425924919518e-08,5.2881683722669444e-08,7.211912442665281e-08,5.081085829002038e-05,4.020779375397556e-08,3.92633074148129e-08,1.397669270550219e-08,1.0191880472621653e-08,6.76954610606835e-08,1.7569507658399163e-08,1.4017098467480791e-08,1.8241310119363473e-08,3.6121754995266736e-08,1.796319630012253e-08,2.3493843069583503e-08,4.108649519857941e-08,1.1230441372429778e-08,0.002157167453552429,6.829775544586579e-08,1.1148635553155636e-07,0.0013679593386561253,6.921836076357794e-08,1.682133417367536e-08,6.369271452240154e-08,2.3064583757923226e-08,4.289032762304103e-09,9.90971808241097e-09,1.1477669454716638e-08,1.791789282408798e-08,9.973547780345472e-10,1.5683676818796355e-08,2.3773524963278917e-08,4.699901312026896e-08,1.2440504726550024e-08,4.769172038946866e-09
EMP,0.0,5.8042867444823e-08,0.0,0.0,3.652178426443164e-05,5.1582197077793465e-05,0.00024063049745251874,7.310651510122138e-05,0.00014874010397777917,3.2311974123326846e-05,1.0729691417675597e-05,0.0,3.5478974425175045e-05,9.006414340534288e-06,0.00011018545367407661,0.00011638099893282233,2.1348514373186412e-05,5.081259671450827e-05,0.0,6.177748112749421e-05,1.7562381653057716e-06,0.0017237918721430235,8.330729669182294e-06,4.209855577791472e-05,0.0002088191341005338,8.186606036577413e-05,0.0003973025567516162,0.0003849079963128017,0.0001422223432989451,0.00021607585711451435,0.0001569592008852463,0.0002324612137747869,0.0001699408400429457,0.00016147297013843206,0.0003111504339866786,0.0001397908184213847,9.178407276019654e-05,0.00010481165178548428,0.00013356450353880372,0.00011875965294815681,0.0008742091586883915,0.0005227680410204944,6.35892904523337e-05,0.0003523710983039764,0.0006900538052730756,0.0011974062208023033,0.0022498568579684642,0.000548744988214712,0.0010933453734163828,0.00020227798664858803,1.6456157139389076e-05,0.0,0.0006327338300153344,0.00028153914949957166,0.00023006546229967416,0.0003890913180674602,0.0003015536424930299,0.0004705449415526265,0.000955062043465656,0.0003270855832703084
TRA,0.0,2.8569759302653776e-06,0.0,0.0,0.00276063552263323,0.00211110305590637,0.009359288106302013,0.0038469388387816043,0.005189802992006938,0.0034793333748332463,0.0010678569944791178,0.0,0.0028271260241863497,0.0005416003981629955,0.004960893717875336,0.005201958659577746,0.0008386676867893271,0.002398320373551403,0.0,0.0020799721193911,0.00011388126936878807,0.05846496055223923,0.0004004712298471698,0.0018233326627260713,0.02073179525618071,0.003682297662273748,0.015502525196587506,0.016520146826085155,0.007244876683662662,0.018248540788882602,0.006481264155732196,0.008477000847552834,0.020672919219311824,0.01883830242409322,0.020963982124626163,0.007607063668203523,0.0050054505001792746,0.007773296496480183,0.009366454715767246,0.005953284443224335,0.035507833102560844,0.02280639153978395,0.007735493507047775,0.017422541874586958,0.025187352236283513,0.044420791149582875,0.07574992459691893,0.02045372572629494,0.03933232053043898,0.008563875302988562,0.0008580949406003318,0.0,0.026037789669078135,0.015583173331646456,0.009789851929795675,0.01673955635463801,0.012589189868111052,0.018403634498446904,0.03257685013801167,0.011101813226655061
SEC,0.004571701910927224,0.0005083544033505236,0.01060423787985857,0.0008219412964660846,0.007066092487504346,0.00107907567787915,0.004684211617645906,0.0015242499331254557,0.002496340610032695,0.002004406470020793,0.00028197324136504544,0.0,0.0014905920390171409,0.001121037376975672,0.002044563094444814,0.0019803819386269845,0.00037068278608296033,0.0009700926992164019,0.0,0.0010923730118905094,0.0008033002232588394,0.03137433804599545,0.00016159090936206737,0.0014614770629189841,0.0012964956166638664,0.0012637272618227723,0.006364886600076837,0.005693931859873685,0.0029899668938189873,0.005400171489737176,0.0029120313631804417,0.004016968139284951,1.1614215011289783e-05,0.0014903996161385429,0.0035590835517984023,0.0031752777374388333,0.0021340779908673325,0.00747822279182971,0.007957031699828396,0.004340248415689282,0.023679445770418937,0.009485605302626198,0.010260183685345944,0.007885679388904224,0.01138281170918872,0.04527470129325286,0.037220220423232996,0.015581063261590084,0.020281144405511722,0.00681403122552489,0.0016982202078891606,0.0,0.009380341607193154,0.0034830770982620905,0.003519404356344869,0.005758705460389773,0.004492782981536366,0.007584967813354475,0.018221545990721587,0.00538160523597451
BUI,0.0,4.076985098525895e-09,0.0,0.0,3.333951588741427e-05,2.501062259002861e-06,1.1167539704807008e-05,6.543563348002369e-06,7.258940271773295e-07,6.16521942864481e-05,2.833213029128675e-06,0.0,7.859343207574074e-07,3.3596137261920296e-06,6.133080805219303e-06,5.784489338819581e-06,6.119691424803464e-07,2.4742764269631743e-06,0.0,0.0,2.513062996613176e-07,1.8767715988729492e-05,2.746427310035625e-07,2.0172958994733536e-06,4.630661833097268e-06,2.5247303936229584e-07,3.734886846043277e-06,1.2366140566304815e-06,1.4292276452551967e-05,1.0884740266878126e-06,7.3425998321151855e-06,3.7141590751571626e-06,0.0,7.391519496880834e-06,3.5019280220087512e-06,5.457680539676806e-06,3.1709465216655236e-06,2.4299752751279118e-05,4.498937785850171e-06,4.173472970375217e-06,9.179910926425495e-06,8.137632261092575e-06,8.707992184680962e-06,1.7470230051341353e-05,5.924532254572062e-06,1.410945919225541e-06,0.0,3.643323506134706e-06,2.0275610009076683e-05,2.9176245828137424e-05,3.3444372849463122e-06,0.0,0.0,6.203806452193707e-07,5.4908214189243e-06,2.509412732825476e-08,0.0,3.7784412550937584e-06,1.150527472205959e-06,7.025107165736174e-07
OFS,0.0,3.5403600710233495e-07,0.0,0.0,0.0001416677897928867,0.0003659184691613579,0.0016770206378010444,0.0004249892629252003,0.0010867561969435857,3.801136654720985e-05,0.02606293872769297,0.0,0.0003452151490529928,0.0006008388937122889,0.0007110450979853197,0.0007542159811754441,0.0019887758143927597,0.0004991308597792392,0.0,0.00046923883027581123,8.401676792661335e-06,0.012736314151065575,0.0031999287079908134,0.0003825095882807324,0.002990183947407476,0.0005291397306350776,0.002934486102206747,0.005855224149829578,0.000846938329800142,0.005090701671708864,0.0014516540124707958,0.02227573893145655,0.0,6.775497536887276e-05,0.0019616300717653743,0.0007914947669682915,0.0005187719150969364,0.0004191361656329998,0.00057953437926557,0.0007153099989228729,0.005965807819118618,0.0034350103393611686,3.0935945866672574e-06,0.0021427237399766898,0.004948320267117504,0.008526305425104472,0.016670104652043306,0.004020511888706238,0.009594063176834432,0.0020885505330196525,9.632505407284594e-05,0.0,0.004289459536720546,0.0015719638058377733,0.0015325214861346428,0.002576439138417308,0.0020291578193526428,0.0038300480359690727,0.007044574675728802,0.0027231425928979447
ADM,6.884104881876564e-05,1.6232705044239977e-05,0.0,0.0011904998359952691,0.004889542728944866,0.0014735569151493313,0.00035109094245794684,0.00019693630742223864,0.00013841237445452774,9.357604268435341e-05,3.603284751652758e-05,0.0,4.750826121240226e-05,0.00020940176710846812,0.000249341205415658,0.0003240576998059509,1.1378503765115886e-05,0.0003353014832952981,0.0,0.0,8.974238696196563e-06,0.026353016326734816,0.0001413560136107392,0.006308323687587046,0.0006118197114202765,0.0,0.0007577560102284788,0.00020974991136207946,0.0014512356199952374,0.03553608066121213,0.001632237488498295,0.0004953874722476296,0.00010783963152301083,5.576877583712585e-05,0.0013187650765144104,0.00016074206906162373,4.908780002324323e-05,7.820612151209871e-05,0.020659900056329502,0.0011230832586455826,0.0007748874260751415,0.0,0.00559917355214281,0.0022201047712727055,0.0,0.1798271856610114,0.0,0.0602711865136835,0.001069849464916402,0.00795270449995818,0.0020440135770891945,0.0,0.0,0.00024574056862142196,0.0,0.0011351774374574442,0.0005139232839966793,0.000437891190159674,0.00013086197220438288,0.0006130998531169626
EDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023785732861265064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005153719186760923,0.0,0.0016819660595940855,0.0,0.0,0.0,0.0007351881439659403,0.0033505625023388668,0.0014388874183023303,0.0005148159111521085,0.0,0.0,0.0,0.01237848058942369,0.015407435946398255,0.0,0.0
HEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004286012982708224,0.001294438329153567,0.009614604007813261,0.0034399849909654886,0.0,0.0,0.0,0.0,0.0290358149257574,0.0,0.0
RES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.866540904700713e-05,2.3758098974457036e-05,0.0001764662776690224,6.313742574313786e-05,0.0,0.0,0.0,0.0,0.0005329228509953385,0.0,0.0
SOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.457354431523824e-05,1.0441713806488585e-05,7.755714671857032e-05,2.7748976498374788e-05,0.0,0.0,0.0,0.0,0.00023422025040866962,0.0,0.0
CRE,0.0,6.35468120944889e-09,0.0,0.0,4.2968706278196896e-05,6.268283732656241e-05,0.0001378158406479648,0.00026426085027382427,6.192558698456652e-06,1.6833978361972278e-05,6.385983989736598e-06,0.0,1.586783719708229e-05,2.562587820637725e-05,6.724196280975945e-05,0.00023626872212516257,3.1557331435595e-05,1.267405341587399e-05,0.0,0.0016393859554250895,3.854077365530706e-07,3.698281159914715e-06,2.6197363061451213e-05,1.4048351102154945e-05,0.0001917457694231674,7.095816465090404e-06,3.8469399924349436e-05,4.129241672926861e-05,0.0006736596881776644,7.724595039410616e-05,0.00042903130176628917,5.982567723000826e-06,0.0041021576810165595,0.00014596523849162097,0.0001617790261676641,6.844047667109554e-05,0.00012457652704169755,0.00011989243287144025,0.0007115993206490879,3.7110153997996554e-05,0.00012467632368775715,3.664258330101602e-05,5.708989599961361e-05,0.0005580156934106282,0.0003114540017725367,0.00048797308997805213,0.0,1.3924815111403534e-05,8.978520207958396e-05,0.0006557552746595557,0.0003674583532806694,0.0,3.332696660037142e-05,0.0021010100335945472,0.0019827420232011637,0.0013469864246695767,0.0019121120596109762,0.001141000932280176,2.07321053024236e-05,0.0006082234635985249
LIB,0.0,1.9497699847731611e-10,0.0,0.0,3.705704117414383e-06,6.3763575720028895e-06,1.3792424594000551e-05,2.6982382080950297e-05,5.542803863499858e-07,5.165071960760238e-07,3.006514525564032e-07,0.0,8.113520276283086e-07,7.66416244792944e-07,6.3966851038720695e-06,2.4100863656900577e-05,3.245952224099412e-06,9.698659721361057e-07,0.0,0.00017187674163157327,1.1825242083162013e-08,1.648280913925455e-07,2.6839513089457708e-06,1.2609528430748837e-06,1.295061469766797e-05,2.6055552587609837e-07,2.923459897962694e-06,2.470350461135219e-06,6.934559422388189e-05,2.370092701106033e-06,4.435587749396441e-05,2.8773896980776664e-07,0.000422273994019735,8.307184944362529e-06,1.1486222362884114e-05,5.661303038896739e-06,1.2061077601717214e-05,1.035405713718991e-05,7.206356247605846e-05,2.8702432880547374e-06,9.900361781037311e-06,1.1242831344338568e-06,3.0649067180454904e-06,1.6691226092346034e-05,3.16334098616098e-05,3.6318061709927695e-05,0.0,4.272470270791909e-07,8.097375306241201e-06,6.712756898117596e-05,1.4532272300657677e-05,0.0,1.022551989930227e-06,0.00021708786546535927,0.00020680798340153692,0.00013932110021145315,0.00010574068073124871,3.476975436822251e-05,1.953780514424617e-06,6.37208657918479e-05
BET,0.0,0.0,0.0,0.0,0.0012726657502275774,0.0023739183597547304,0.005098456936510596,0.01006173060324955,0.00019419420444520414,0.0,5.582239522254206e-05,0.0,0.00017298276322939556,0.0,0.002310183005831213,0.008983467141407948,0.0012142262440167266,0.0003097250486486121,0.0,0.0648116392608329,0.0,2.7377501718039305e-05,0.0010022979180547291,0.0004424228212111707,0.0037675824508629344,2.2837050125824344e-05,0.0009292495583358024,0.0006415247156418493,0.025948921843772302,0.0,0.016628348353466636,5.5537352400315926e-05,0.15801428093824374,0.0020410128407208766,0.003477078214172592,0.0018985517190352034,0.004392036772178925,0.003558650544753227,0.02677729026703213,0.0009231127655419132,0.0032385401010857147,0.0,0.0007000858018695002,0.0,0.011769244991772853,0.011454169804231237,0.0,0.0,0.0028480795424559945,0.02506353241391038,0.0018771191893880972,0.0,0.0,0.08136280686209386,0.0778171285489392,0.05223909174163423,0.025644673367448422,0.0003647123528783117,0.0007024414394154955,0.024020728444004547
SPO,1.2164962410391455e-05,3.296776352605283e-07,2.320078973761903e-06,4.186962431930596e-07,0.00010227677447160417,0.0001892764909407563,0.0004065085196337536,0.000802238650520003,1.5483429506909274e-05,0.0,4.450813163061955e-06,0.0,1.3792205735616993e-05,0.0,0.00018419476431357905,0.0007162668968881313,9.681229421023798e-05,2.4694897414551878e-05,0.0,0.00516754066162412,0.0,2.182854113167731e-06,7.991489346172188e-05,3.527511330238497e-05,0.00030039566554554496,1.8208362951878364e-06,7.409062526826764e-05,5.1149841160081524e-05,0.002068951044631801,0.0,0.0013258060933526996,4.42808622094235e-06,0.012598743546348282,0.00016273337575795397,0.0002772332756940877,0.00015137471167527916,0.0003501844555457596,0.00028373717437565703,0.002134998247862896,7.360132848984858e-05,0.0002582142320040688,0.0,5.581901474867707e-05,0.0,0.0009383816355398978,0.0009132601625813506,0.0,0.0,0.0002270821570173634,0.001998357460942758,0.0001496658601526821,0.0,0.0,0.006487193004202016,0.006204490127600989,0.004165110368753516,0.0020446928035107352,2.907912737263884e-05,5.600683367968712e-05,0.001915212952054399
