"output","share_exporting_firms","final_demand","type","cutoff","usd_per_ton","sector","supply_data"
1330536.10543578,0.00250647841168063,320492.325631486,"agriculture",0,1000,"RoW_americas_Agr","USD"
285488.626102983,0.013464154221137,165127.960944406,"manufacturing",0,1000,"RoW_americas_Air","USD"
1095848.07092453,0.00102080897064744,80019.2665541356,"manufacturing",0,1000,"RoW_americas_Bas","USD"
1173038.81555093,0.00435884492216166,409090.075116563,"manufacturing",0,1000,"RoW_americas_Che","USD"
1418085.96079487,0.0193830252082567,436080.975615991,"utility",0,1000,"RoW_americas_Cok","USD"
2800798.90728256,3.00328578575427e-05,2326184.29915573,"mining",0,1000,"RoW_americas_Con","USD"
766833.041388249,0.00135074158733634,707874.788491503,"service",0,1000,"RoW_americas_Edu","USD"
819300.860559049,0.000167095221457775,340535.085960817,"utility",0,1000,"RoW_americas_Ele","USD"
813137.694366118,0.0160948178895939,395274.346436865,"manufacturing",0,1000,"RoW_americas_Elo","USD"
4030356.29777962,0.00413436643223411,1757354.09455467,"service",0,1000,"RoW_americas_Fni","USD"
1745016.52455775,0.013348853038002,1191568.45030221,"manufacturing",0,1000,"RoW_americas_Foo","USD"
3391367.30383499,0.000104684945563626,3258323.03468135,"service",0,1000,"RoW_americas_Hea","USD"
1660927.14521644,0.00128041632096345,1324345.10885561,"service",0,1000,"RoW_americas_Hot","USD"
1121752.20051145,0.00589275806188232,449732.733503723,"transport",0,1000,"RoW_americas_Inl","USD"
32190.2229427008,0.0146882565437623,23976.2445370846,"manufacturing",0,1000,"RoW_americas_Lea","USD"
653046.062782743,0.0191476616399357,391701.192445391,"manufacturing",0,1000,"RoW_americas_Mac","USD"
367762.696900961,0.0225190431141524,240691.758087711,"manufacturing",0,1000,"RoW_americas_Man","USD"
1414481.14905071,2.22045714694881e-05,183297.461803699,"mining",0,1000,"RoW_americas_Min","USD"
242327.591133058,0.000738890966959911,16590.4577365786,"manufacturing",0,1000,"RoW_americas_Nmm","USD"
1877030.38593985,0.00137523062676686,1002638.81218491,"service",0,1000,"RoW_americas_Oth","USD"
920235.594830755,0.00108483230624465,524115.707047164,"transport",0,1000,"RoW_americas_Pos","USD"
58588.3412364412,8.15743894084078e-06,58570.9816225111,"service",0,1000,"RoW_americas_Pri","USD"
5421566.36676249,0.000266716148940578,4789444.68998379,"service",0,1000,"RoW_americas_Pub","USD"
526369.97959016,0.000583840104283639,212684.335811554,"manufacturing",0,1000,"RoW_americas_Pul","USD"
4809134.85536716,7.21048018500296e-05,3451030.14774081,"service",0,1000,"RoW_americas_Rea","USD"
7729354.24575067,0.00106214702682362,2227817.37536342,"service",0,1000,"RoW_americas_Ren","USD"
2521643.49293406,0.000500588143722051,1966145.11632759,"trade",0,1000,"RoW_americas_Ret","USD"
384435.307733337,0.00110307956152555,45876.1017007933,"manufacturing",0,1000,"RoW_americas_Rub","USD"
659841.459794448,0.00168648384402805,525089.736124834,"manufacturing",0,1000,"RoW_americas_Sal","USD"
138703.230497809,0.00999013459640257,77235.0603860505,"manufacturing",0,1000,"RoW_americas_Tex","USD"
1552300.93037876,0.0202741822215196,921900.292340853,"manufacturing",0,1000,"RoW_americas_Tra","USD"
74312.3845265768,0.00946992589377783,32348.6676130704,"manufacturing",0,1000,"RoW_americas_Wat","USD"
2901381.62334041,0.00758699624998014,1439891.30429828,"trade",0,1000,"RoW_americas_Who","USD"
213067.74252747,5.7981014644193e-05,17586.4951666072,"manufacturing",0,1000,"RoW_americas_Wod","USD"
286282.339073806,0.00503741327346144,59866.3309870481,"manufacturing",0,1000,"RoW_asia_Act","USD"
1609134.57694274,0.00396890746675806,722260.280704692,"agriculture",0,1000,"RoW_asia_Agr","USD"
200946.731727671,0.0260022058663414,86239.1618458784,"manufacturing",0,1000,"RoW_asia_Air","USD"
1662443.74780535,0.000779174094473094,177463.030503384,"manufacturing",0,1000,"RoW_asia_Bas","USD"
1054644.66426453,0.00410472342208516,148495.30188701,"manufacturing",0,1000,"RoW_asia_Che","USD"
1227829.58434925,0.0546489296900074,336133.322515374,"utility",0,1000,"RoW_asia_Cok","USD"
2714419.81114114,0.000376626911220264,2274193.56348812,"mining",0,1000,"RoW_asia_Con","USD"
851408.984524042,0.000882890014944372,792520.628447988,"service",0,1000,"RoW_asia_Edu","USD"
718567.110269287,0.000531302340002236,228346.451628398,"utility",0,1000,"RoW_asia_Ele","USD"
1647689.58923488,0.0113575930397768,633398.411959105,"manufacturing",0,1000,"RoW_asia_Elo","USD"
1414915.6602191,0.00219220294756361,517475.366689112,"service",0,1000,"RoW_asia_Fni","USD"
1717331.21124807,0.0195015085661037,1121070.00308112,"manufacturing",0,1000,"RoW_asia_Foo","USD"
1070424.95898542,0.000844999039268243,995991.098574568,"service",0,1000,"RoW_asia_Hea","USD"
793169.570373736,0.012016415693038,539646.642829309,"service",0,1000,"RoW_asia_Hot","USD"
854750.911493039,0.00380194733249467,457547.314684424,"transport",0,1000,"RoW_asia_Inl","USD"
90859.9407227585,0.0173037376955755,69483.2677886254,"manufacturing",0,1000,"RoW_asia_Lea","USD"
